epoch,loss_epoch_step,loss_step,step
0,62.53512667502269,62.53512667502269,49
0,51.70628230067281,51.70628230067281,99
0,43.33494033704172,43.33494033704172,149
0,36.36570031545108,36.36570031545108,199
0,32.096618999363386,32.096618999363386,249
0,29.662067518557006,29.662067518557006,299
