acc_epoch_epoch,acc_epoch_step,acc_step,epoch,loss_epoch_epoch,loss_epoch_step,loss_step,step
,88.671875,88.671875,0,,0.30604463815689087,0.30604463815689087,49
,89.0625,89.0625,0,,0.29187124967575073,0.29187124967575073,99
,89.0625,89.0625,0,,0.3104337453842163,0.3104337453842163,149
,91.796875,91.796875,0,,0.2722261846065521,0.2722261846065521,199
,91.40625,91.40625,0,,0.22264961898326874,0.22264961898326874,249
,87.109375,87.109375,0,,0.3188830018043518,0.3188830018043518,299
,90.625,90.625,0,,0.22603386640548706,0.22603386640548706,349
,92.1875,92.1875,0,,0.244162917137146,0.244162917137146,399
90.41844177246094,,,0,0.2590443193912506,,,440
,91.015625,91.015625,1,,0.2558060586452484,0.2558060586452484,449
,90.625,90.625,1,,0.21173888444900513,0.21173888444900513,499
,92.1875,92.1875,1,,0.22220902144908905,0.22220902144908905,549
,91.796875,91.796875,1,,0.2741771638393402,0.2741771638393402,599
,87.109375,87.109375,1,,0.333488792181015,0.333488792181015,649
,89.84375,89.84375,1,,0.23531286418437958,0.23531286418437958,699
,89.84375,89.84375,1,,0.29131442308425903,0.29131442308425903,749
,88.671875,88.671875,1,,0.3348985016345978,0.3348985016345978,799
,89.84375,89.84375,1,,0.19850854575634003,0.19850854575634003,849
90.3891830444336,,,1,0.25880953669548035,,,881
,92.1875,92.1875,2,,0.22859671711921692,0.22859671711921692,899
,92.96875,92.96875,2,,0.23794661462306976,0.23794661462306976,949
,90.625,90.625,2,,0.2783331573009491,0.2783331573009491,999
,89.0625,89.0625,2,,0.22841791808605194,0.22841791808605194,1049
,88.28125,88.28125,2,,0.3067552149295807,0.3067552149295807,1099
,89.84375,89.84375,2,,0.2489357590675354,0.2489357590675354,1149
,90.625,90.625,2,,0.23450049757957458,0.23450049757957458,1199
,88.28125,88.28125,2,,0.30955326557159424,0.30955326557159424,1249
,91.796875,91.796875,2,,0.20944048464298248,0.20944048464298248,1299
90.39539337158203,,,2,0.2587560713291168,,,1322
,89.0625,89.0625,3,,0.32799485325813293,0.32799485325813293,1349
,87.890625,87.890625,3,,0.28889012336730957,0.28889012336730957,1399
,95.3125,95.3125,3,,0.1560661792755127,0.1560661792755127,1449
,91.796875,91.796875,3,,0.2571506202220917,0.2571506202220917,1499
,89.84375,89.84375,3,,0.2723229229450226,0.2723229229450226,1549
,87.109375,87.109375,3,,0.3289799094200134,0.3289799094200134,1599
,91.796875,91.796875,3,,0.21133092045783997,0.21133092045783997,1649
,91.015625,91.015625,3,,0.2520764470100403,0.2520764470100403,1699
,89.453125,89.453125,3,,0.25163450837135315,0.25163450837135315,1749
90.40779876708984,,,3,0.25855201482772827,,,1763
,87.890625,87.890625,4,,0.2914949655532837,0.2914949655532837,1799
,91.015625,91.015625,4,,0.24831973016262054,0.24831973016262054,1849
,92.1875,92.1875,4,,0.23593591153621674,0.23593591153621674,1899
,92.578125,92.578125,4,,0.2697638273239136,0.2697638273239136,1949
,89.0625,89.0625,4,,0.2682228684425354,0.2682228684425354,1999
,91.015625,91.015625,4,,0.25300365686416626,0.25300365686416626,2049
,89.84375,89.84375,4,,0.23839889466762543,0.23839889466762543,2099
,88.671875,88.671875,4,,0.25552016496658325,0.25552016496658325,2149
,93.75,93.75,4,,0.18352960050106049,0.18352960050106049,2199
90.41400909423828,,,4,0.2585741877555847,,,2204
