epoch,kl_epoch_epoch,kl_epoch_step,kl_step,mse_epoch_epoch,mse_epoch_step,mse_step,step
0,,69.55845642089844,69.55845642089844,,53.06982421875,53.06982421875,49
0,,58.00634002685547,58.00634002685547,,41.09901809692383,41.09901809692383,99
0,,60.394775390625,60.394775390625,,36.4520378112793,36.4520378112793,149
0,,62.51274108886719,62.51274108886719,,32.42100143432617,32.42100143432617,199
0,70.06684112548828,,,47.047882080078125,,,220
1,,64.90129089355469,64.90129089355469,,29.373422622680664,29.373422622680664,249
1,,66.71627044677734,66.71627044677734,,27.44614028930664,27.44614028930664,299
1,,65.81159973144531,65.81159973144531,,27.232406616210938,27.232406616210938,349
1,,63.11082458496094,63.11082458496094,,26.54248046875,26.54248046875,399
1,66.03955078125,,,27.686492919921875,,,441
2,,66.91596221923828,66.91596221923828,,25.30561065673828,25.30561065673828,449
2,,64.71953582763672,64.71953582763672,,25.111896514892578,25.111896514892578,499
2,,67.32512664794922,67.32512664794922,,25.228897094726562,25.228897094726562,549
2,,67.05166625976562,67.05166625976562,,24.101974487304688,24.101974487304688,599
2,,66.007568359375,66.007568359375,,24.562829971313477,24.562829971313477,649
2,67.35999298095703,,,25.069847106933594,,,662
3,,67.864013671875,67.864013671875,,23.360748291015625,23.360748291015625,699
3,,68.49150085449219,68.49150085449219,,24.16329002380371,24.16329002380371,749
3,,68.25326538085938,68.25326538085938,,24.10670280456543,24.10670280456543,799
3,,68.77668762207031,68.77668762207031,,23.80307388305664,23.80307388305664,849
3,68.01091766357422,,,23.96681022644043,,,883
4,,67.59172058105469,67.59172058105469,,23.92812156677246,23.92812156677246,899
4,,69.14918518066406,69.14918518066406,,23.1916446685791,23.1916446685791,949
4,,67.79194641113281,67.79194641113281,,22.889667510986328,22.889667510986328,999
4,,67.53929138183594,67.53929138183594,,23.262601852416992,23.262601852416992,1049
4,,68.63594055175781,68.63594055175781,,23.261789321899414,23.261789321899414,1099
4,68.31420135498047,,,23.240304946899414,,,1104
5,,67.11235046386719,67.11235046386719,,23.141029357910156,23.141029357910156,1149
5,,68.38693237304688,68.38693237304688,,22.473718643188477,22.473718643188477,1199
5,,68.62974548339844,68.62974548339844,,22.687307357788086,22.687307357788086,1249
5,,69.16871643066406,69.16871643066406,,22.26565170288086,22.26565170288086,1299
5,68.45597839355469,,,22.666357040405273,,,1325
6,,68.39488983154297,68.39488983154297,,21.732141494750977,21.732141494750977,1349
6,,66.81663513183594,66.81663513183594,,22.30893325805664,22.30893325805664,1399
6,,69.65141296386719,69.65141296386719,,22.001161575317383,22.001161575317383,1449
6,,67.64271545410156,67.64271545410156,,22.397741317749023,22.397741317749023,1499
6,68.55490112304688,,,22.258527755737305,,,1546
7,,68.42829895019531,68.42829895019531,,22.014080047607422,22.014080047607422,1549
7,,69.0608901977539,69.0608901977539,,22.27103042602539,22.27103042602539,1599
