"Accuracy (t=2.0, e=0)","Accuracy (t=2.3, e=0)","Accuracy (t=2.5, e=0)","Accuracy (t=2.7, e=0)",epoch,step
10.503876686096191,10.765892028808594,10.936433792114258,11.071317672729492,0,0
