acc_0.1,acc_0.2,acc_0.3,acc_0.4,acc_0.5,acc_0.6,acc_0.7,acc_0.8,acc_0.9,epoch,step
81.26289367675781,87.06669616699219,89.32376861572266,90.46479797363281,91.01090240478516,91.02965545654297,90.50596618652344,89.2431411743164,86.24044799804688,0,0
