"Accuracy (t=0.4, e=0)","Accuracy (t=0.4, e=1)","Accuracy (t=0.4, e=2)","Accuracy (t=0.4, e=3)","Accuracy (t=0.5, e=0)","Accuracy (t=0.5, e=1)","Accuracy (t=0.5, e=2)","Accuracy (t=0.5, e=3)","Accuracy (t=0.6, e=0)","Accuracy (t=0.6, e=1)","Accuracy (t=0.6, e=2)","Accuracy (t=0.6, e=3)",epoch,step
35.88240432739258,69.06884002685547,87.3984146118164,96.03964233398438,37.63284683227539,71.6382064819336,88.98005676269531,96.62571716308594,37.44217300415039,71.82733917236328,89.37078094482422,96.74606323242188,0,0
