"Accuracy (t=0.5, e=0)","Accuracy (t=0.5, e=1)","Accuracy (t=0.5, e=2)","Accuracy (t=0.5, e=3)","Accuracy (t=0.5, e=4)",epoch,step
25.745737075805664,54.28371810913086,77.2945785522461,89.91472625732422,96.26046752929688,0,0
