"Accuracy (t=0.5, e=0)","Accuracy (t=0.5, e=1)","Accuracy (t=0.5, e=2)","Accuracy (t=0.5, e=3)",epoch,step
17.700775146484375,43.708526611328125,68.31472778320312,85.70697021484375,0,0
