"Accuracy (t=0.5, e=0)","Accuracy (t=0.5, e=1)","Accuracy (t=0.5, e=2)","Accuracy (t=0.5, e=3)",epoch,step
22.996898651123047,50.463565826416016,74.98914337158203,88.75658416748047,0,0
