epoch,kl_epoch_epoch,kl_epoch_step,kl_step,mse_epoch_epoch,mse_epoch_step,mse_step,step
0,,57.15199279785156,57.15199279785156,,65.36055755615234,65.36055755615234,49
0,,55.86427307128906,55.86427307128906,,41.08232498168945,41.08232498168945,99
0,,61.21995544433594,61.21995544433594,,35.393672943115234,35.393672943115234,149
0,,62.23689270019531,62.23689270019531,,31.52918815612793,31.52918815612793,199
0,,64.43167114257812,64.43167114257812,,27.092676162719727,27.092676162719727,249
0,,65.46002960205078,65.46002960205078,,26.116418838500977,26.116418838500977,299
0,,66.97795104980469,66.97795104980469,,25.577302932739258,25.577302932739258,349
0,,66.10646057128906,66.10646057128906,,24.182830810546875,24.182830810546875,399
0,66.02548217773438,,,41.06724548339844,,,440
1,,65.67587280273438,65.67587280273438,,22.81209373474121,22.81209373474121,449
1,,66.14834594726562,66.14834594726562,,23.38361167907715,23.38361167907715,499
1,,68.32994842529297,68.32994842529297,,22.257307052612305,22.257307052612305,549
1,,66.64662170410156,66.64662170410156,,22.159006118774414,22.159006118774414,599
1,,67.76535034179688,67.76535034179688,,21.340852737426758,21.340852737426758,649
1,,66.20556640625,66.20556640625,,21.29939079284668,21.29939079284668,699
1,,67.98946380615234,67.98946380615234,,20.01352882385254,20.01352882385254,749
1,,65.90618133544922,65.90618133544922,,20.72896385192871,20.72896385192871,799
1,,65.29280090332031,65.29280090332031,,20.872730255126953,20.872730255126953,849
1,66.20146942138672,,,21.559350967407227,,,881
2,,66.39170837402344,66.39170837402344,,19.962743759155273,19.962743759155273,899
2,,66.78439331054688,66.78439331054688,,19.566238403320312,19.566238403320312,949
2,,64.567138671875,64.567138671875,,19.248886108398438,19.248886108398438,999
2,,66.6869125366211,66.6869125366211,,19.175495147705078,19.175495147705078,1049
2,,65.5494613647461,65.5494613647461,,18.879934310913086,18.879934310913086,1099
2,,64.72859954833984,64.72859954833984,,18.822965621948242,18.822965621948242,1149
2,,65.76152801513672,65.76152801513672,,18.712827682495117,18.712827682495117,1199
2,,67.20132446289062,67.20132446289062,,18.87216567993164,18.87216567993164,1249
2,,64.90412139892578,64.90412139892578,,18.123672485351562,18.123672485351562,1299
2,65.57770538330078,,,19.06606101989746,,,1322
3,,65.39801025390625,65.39801025390625,,18.51836585998535,18.51836585998535,1349
