epoch,mse_epoch_epoch,mse_epoch_step,mse_step,step
0,,0.7213301062583923,0.7213301062583923,49
0,,0.5648450255393982,0.5648450255393982,99
0,,0.474743515253067,0.474743515253067,149
0,,0.450019896030426,0.450019896030426,199
0,,0.32655057311058044,0.32655057311058044,249
0,,0.28411978483200073,0.28411978483200073,299
0,,0.49840298295021057,0.49840298295021057,349
0,,0.2829575538635254,0.2829575538635254,399
0,0.44513052701950073,,,440
1,,0.2613804042339325,0.2613804042339325,449
1,,0.19006647169589996,0.19006647169589996,499
1,,0.16281090676784515,0.16281090676784515,549
1,,0.3155039846897125,0.3155039846897125,599
1,,0.17689502239227295,0.17689502239227295,649
1,,0.1384499967098236,0.1384499967098236,699
1,,0.24385614693164825,0.24385614693164825,749
1,,0.17715167999267578,0.17715167999267578,799
1,,0.12599533796310425,0.12599533796310425,849
1,0.18222539126873016,,,881
2,,0.15770727396011353,0.15770727396011353,899
2,,0.12489419430494308,0.12489419430494308,949
2,,0.10813204199075699,0.10813204199075699,999
2,,0.09280432015657425,0.09280432015657425,1049
2,,0.08151089400053024,0.08151089400053024,1099
2,,0.10020087659358978,0.10020087659358978,1149
2,,0.08266159147024155,0.08266159147024155,1199
2,,0.09377385675907135,0.09377385675907135,1249
2,,0.07300011813640594,0.07300011813640594,1299
2,0.11362475156784058,,,1322
3,,0.06189940869808197,0.06189940869808197,1349
3,,0.9648435711860657,0.9648435711860657,1399
3,,0.9999664425849915,0.9999664425849915,1449
3,,1.0272504091262817,1.0272504091262817,1499
3,,0.9940571188926697,0.9940571188926697,1549
3,,1.005036473274231,1.005036473274231,1599
3,,1.004670262336731,1.004670262336731,1649
3,,0.9825148582458496,0.9825148582458496,1699
3,,0.9731811881065369,0.9731811881065369,1749
3,0.8839938044548035,,,1763
4,,1.0042965412139893,1.0042965412139893,1799
4,,0.994305431842804,0.994305431842804,1849
4,,1.0358713865280151,1.0358713865280151,1899
4,,0.9970145225524902,0.9970145225524902,1949
4,,1.0240325927734375,1.0240325927734375,1999
4,,1.0010998249053955,1.0010998249053955,2049
4,,1.006543755531311,1.006543755531311,2099
4,,1.0227605104446411,1.0227605104446411,2149
4,,1.0069167613983154,1.0069167613983154,2199
4,1.0041661262512207,,,2204
5,,1.0206891298294067,1.0206891298294067,2249
5,,1.0213841199874878,1.0213841199874878,2299
5,,1.0131275653839111,1.0131275653839111,2349
5,,1.0073747634887695,1.0073747634887695,2399
5,,0.9999827146530151,0.9999827146530151,2449
5,,0.9820832014083862,0.9820832014083862,2499
5,,0.9973686337471008,0.9973686337471008,2549
5,,1.0083953142166138,1.0083953142166138,2599
5,1.003355860710144,,,2645
6,,1.0035737752914429,1.0035737752914429,2649
6,,1.0099848508834839,1.0099848508834839,2699
