"Accuracy (t=0.4, e=0)","Accuracy (t=0.4, e=1)","Accuracy (t=0.4, e=2)","Accuracy (t=0.4, e=3)","Accuracy (t=0.4, e=4)","Accuracy (t=0.4, e=5)","Accuracy (t=0.5, e=0)","Accuracy (t=0.5, e=1)","Accuracy (t=0.5, e=2)","Accuracy (t=0.5, e=3)","Accuracy (t=0.5, e=4)","Accuracy (t=0.5, e=5)","Accuracy (t=0.6, e=0)","Accuracy (t=0.6, e=1)","Accuracy (t=0.6, e=2)","Accuracy (t=0.6, e=3)","Accuracy (t=0.6, e=4)","Accuracy (t=0.6, e=5)",epoch,step
21.47568130493164,49.61708068847656,71.61164855957031,84.63521575927734,92.37776947021484,96.64447021484375,22.5853328704834,51.91142272949219,73.37771606445312,86.0527572631836,93.24830627441406,97.05863952636719,21.927356719970703,50.82051086425781,72.871337890625,85.83551788330078,92.96387481689453,97.030517578125,0,0
