"Accuracy (t=0.5, e=0)","Accuracy (t=0.5, e=1)","Accuracy (t=0.5, e=2)","Accuracy (t=0.5, e=3)","Accuracy (t=0.5, e=4)",epoch,step
24.302326202392578,51.77363967895508,75.7054214477539,88.82170867919922,95.66820526123047,0,0
