"Accuracy (t=10.0, e=0)","Accuracy (t=11.0, e=0)","Accuracy (t=12.0, e=0)","Accuracy (t=13.0, e=0)","Accuracy (t=2.0, e=0)","Accuracy (t=2.3, e=0)","Accuracy (t=2.5, e=0)","Accuracy (t=2.7, e=0)","Accuracy (t=3.0, e=0)","Accuracy (t=4.0, e=0)","Accuracy (t=5.0, e=0)","Accuracy (t=6.0, e=0)","Accuracy (t=7.0, e=0)","Accuracy (t=8.0, e=0)","Accuracy (t=9.0, e=0)",epoch,step
12.077519416809082,12.086821556091309,12.096123695373535,12.097674369812012,10.503876686096191,10.765892028808594,10.936433792114258,11.071317672729492,11.2511625289917,11.682170867919922,11.928682327270508,12.015503883361816,12.03255844116211,12.051162719726562,12.069766998291016,0,0
