epoch,kl_epoch_epoch,kl_epoch_step,kl_step,mse_epoch_epoch,mse_epoch_step,mse_step,step
0,,128.14816284179688,128.14816284179688,,108.44564056396484,108.44564056396484,49
0,,125.58084106445312,125.58084106445312,,65.92179107666016,65.92179107666016,99
0,,125.7135009765625,125.7135009765625,,55.82940673828125,55.82940673828125,149
0,,125.330810546875,125.330810546875,,52.17232131958008,52.17232131958008,199
0,125.92724609375,,,3227.486328125,,,220
1,,123.88482666015625,123.88482666015625,,50.57072448730469,50.57072448730469,249
1,,121.74002075195312,121.74002075195312,,49.345924377441406,49.345924377441406,299
1,,118.82220458984375,118.82220458984375,,48.065765380859375,48.065765380859375,349
1,,114.95378112792969,114.95378112792969,,46.83742141723633,46.83742141723633,399
1,119.2837142944336,,,48.77971267700195,,,441
2,,109.75628662109375,109.75628662109375,,46.58256149291992,46.58256149291992,449
2,,104.12551879882812,104.12551879882812,,44.01869583129883,44.01869583129883,499
2,,96.77703857421875,96.77703857421875,,43.93320083618164,43.93320083618164,549
2,,88.50497436523438,88.50497436523438,,42.885005950927734,42.885005950927734,599
2,,80.36990356445312,80.36990356445312,,41.906578063964844,41.906578063964844,649
2,95.6622085571289,,,44.00077438354492,,,662
3,,74.87528991699219,74.87528991699219,,40.834991455078125,40.834991455078125,699
3,,70.4369888305664,70.4369888305664,,41.57668685913086,41.57668685913086,749
3,,67.21197509765625,67.21197509765625,,39.680999755859375,39.680999755859375,799
3,,65.2311019897461,65.2311019897461,,38.332794189453125,38.332794189453125,849
3,69.73078918457031,,,40.559844970703125,,,883
4,,63.995208740234375,63.995208740234375,,39.317909240722656,39.317909240722656,899
4,,62.72618103027344,62.72618103027344,,38.015926361083984,38.015926361083984,949
