"Accuracy (t=0.5, e=0)","Accuracy (t=0.5, e=1)","Accuracy (t=0.5, e=2)","Accuracy (t=0.5, e=3)","Accuracy (t=0.5, e=4)",epoch,step
13.944186210632324,38.773643493652344,59.57829284667969,79.393798828125,93.20774841308594,0,0
