acc_epoch_epoch,acc_epoch_step,acc_step,epoch,loss_epoch_epoch,loss_epoch_step,loss_step,step,val_acc,val_loss
,85.02301025390625,85.02301025390625,0,,0.3861739752741486,0.3861739752741486,49,,
,88.664306640625,88.664306640625,0,,0.2941034289901994,0.2941034289901994,99,,
,88.52046966552734,88.52046966552734,0,,0.29352292935927904,0.29352292935927904,149,,
,90.46450805664062,90.46450805664062,0,,0.24676302516128576,0.24676302516128576,199,,
,90.40546417236328,90.40546417236328,0,,0.2490461228359916,0.2490461228359916,249,,
,89.91642761230469,89.91642761230469,0,,0.2553369122421298,0.2553369122421298,299,,
,90.56897735595703,90.56897735595703,0,,0.25577267742069665,0.25577267742069665,349,,
,90.86421966552734,90.86421966552734,0,,0.238262100168731,0.238262100168731,399,,
,90.48419189453125,90.48419189453125,0,,0.249121367405112,0.249121367405112,449,,
,90.33430480957031,90.33430480957031,0,,0.2510715868995844,0.2510715868995844,499,,
,89.77259063720703,89.77259063720703,0,,0.2559646604779978,0.2559646604779978,549,,
,88.40843200683594,88.40843200683594,0,,0.2925641594286265,0.2925641594286265,599,,
,90.63711547851562,90.63711547851562,0,,0.2449848701511745,0.2449848701511745,649,,
,90.99443054199219,90.99443054199219,0,,0.23963621376943617,0.23963621376943617,699,,
,89.54244995117188,89.54244995117188,0,,0.2635441659994859,0.2635441659994859,749,,
,90.23286437988281,90.23286437988281,0,,0.2527585363118273,0.2527585363118273,799,,
,90.4478530883789,90.4478530883789,0,,0.24780627890661394,0.24780627890661394,849,,
,89.85283660888672,89.85283660888672,0,,0.25031481020521934,0.25031481020521934,899,,
,90.29190826416016,90.29190826416016,0,,0.24687283488668887,0.24687283488668887,949,,
,,,0,,,,951,90.62173461914062,0.24699130471357267
89.31981658935547,,,0,0.2730388470585242,,,951,,
,90.35095977783203,90.35095977783203,1,,0.24347245227562067,0.24347245227562067,999,,
,90.37366485595703,90.37366485595703,1,,0.2494224785641105,0.2494224785641105,1049,,
,90.72795867919922,90.72795867919922,1,,0.23336806341944089,0.23336806341944089,1099,,
,90.8157730102539,90.8157730102539,1,,0.23043793863737497,0.23043793863737497,1149,,
,90.88996124267578,90.88996124267578,1,,0.24084387149308967,0.24084387149308967,1199,,
,91.08224487304688,91.08224487304688,1,,0.23005595375380647,0.23005595375380647,1249,,
,90.64619445800781,90.64619445800781,1,,0.2378982955579859,0.2378982955579859,1299,,
,90.96566009521484,90.96566009521484,1,,0.2398218368811929,0.2398218368811929,1349,,
,91.6848373413086,91.6848373413086,1,,0.21786463264856915,0.21786463264856915,1399,,
,90.8309097290039,90.8309097290039,1,,0.2307398582994613,0.2307398582994613,1449,,
,90.02694702148438,90.02694702148438,1,,0.2557887175711247,0.2557887175711247,1499,,
,90.06782531738281,90.06782531738281,1,,0.25391482331839094,0.25391482331839094,1549,,
,91.6061019897461,91.6061019897461,1,,0.22594779171368887,0.22594779171368887,1599,,
,91.44107055664062,91.44107055664062,1,,0.21833782570961544,0.21833782570961544,1649,,
,90.5235595703125,90.5235595703125,1,,0.24518792977605813,0.24518792977605813,1699,,
,90.38426208496094,90.38426208496094,1,,0.24148107901778143,0.24148107901778143,1749,,
,91.0186538696289,91.0186538696289,1,,0.22624828761275975,0.22624828761275975,1799,,
,90.30705261230469,90.30705261230469,1,,0.25258460357713053,0.25258460357713053,1849,,
,90.70069885253906,90.70069885253906,1,,0.2369651346805673,0.2369651346805673,1899,,
,,,1,,,,1903,90.81632232666016,0.24249743718356062
90.96472930908203,,,1,0.23420662139545284,,,1903,,
,90.617431640625,90.617431640625,2,,0.24135610781011532,0.24135610781011532,1949,,
,91.20185089111328,91.20185089111328,2,,0.22527582716751277,0.22527582716751277,1999,,
,90.78700256347656,90.78700256347656,2,,0.22949710780998478,0.22949710780998478,2049,,
,91.55008697509766,91.55008697509766,2,,0.2196601168526178,0.2196601168526178,2099,,
,90.7234115600586,90.7234115600586,2,,0.23434214646382148,0.23434214646382148,2149,,
,91.63335418701172,91.63335418701172,2,,0.21683660717010922,0.21683660717010922,2199,,
