"Accuracy (t=0.5, e=0)","Accuracy (t=0.5, e=1)","Accuracy (t=0.5, e=2)","Accuracy (t=0.5, e=3)",epoch,step
20.97674560546875,46.089927673339844,70.62171173095703,86.5240249633789,0,0
