acc_epoch_epoch,acc_epoch_step,acc_step,epoch,loss_epoch_epoch,loss_epoch_step,loss_step,step,val_acc,val_loss
,0.7682140469551086,0.7682140469551086,0,,0.5344762300410084,0.5344762300410084,49,,
,0.7574642896652222,0.7574642896652222,0,,0.5449697956543906,0.5449697956543906,99,,
,0.761733889579773,0.761733889579773,0,,0.5351061181210626,0.5351061181210626,149,,
,0.7748001217842102,0.7748001217842102,0,,0.5060332656961437,0.5060332656961437,199,,
,0.8204184770584106,0.8204184770584106,0,,0.4097875166573586,0.4097875166573586,249,,
,0.8203427791595459,0.8203427791595459,0,,0.40899905807307824,0.40899905807307824,299,,
,0.8424933552742004,0.8424933552742004,0,,0.3663107256134916,0.3663107256134916,349,,
,0.8666121363639832,0.8666121363639832,0,,0.3229176831513316,0.3229176831513316,399,,
,0.879193902015686,0.879193902015686,0,,0.30221795633652165,0.30221795633652165,449,,
,0.8669149875640869,0.8669149875640869,0,,0.3246396205816438,0.3246396205816438,499,,
,0.8728803396224976,0.8728803396224976,0,,0.32066538695821944,0.32066538695821944,549,,
,0.845415472984314,0.845415472984314,0,,0.35886257084419504,0.35886257084419504,599,,
,0.8562257885932922,0.8562257885932922,0,,0.33315391663128957,0.33315391663128957,649,,
,0.8698371052742004,0.8698371052742004,0,,0.32072054521394755,0.32072054521394755,699,,
,0.8939558863639832,0.8939558863639832,0,,0.2666416083072482,0.2666416083072482,749,,
,0.8683533072471619,0.8683533072471619,0,,0.3187717999491051,0.3187717999491051,799,,
,0.8722898364067078,0.8722898364067078,0,,0.30959714215732465,0.30959714215732465,849,,
,0.8526071906089783,0.8526071906089783,0,,0.35382707998268864,0.35382707998268864,899,,
,0.861630916595459,0.861630916595459,0,,0.33667568211095883,0.33667568211095883,949,,
,,,0,,,,951,0.8663689494132996,0.3294997797902419
0.8372331261634827,,,0,0.38672633331305833,,,951,,
