acc_epoch_epoch,acc_epoch_step,acc_step,epoch,loss_epoch_epoch,loss_epoch_step,loss_step,step,top1_acc,top2_acc
,16.40625,16.40625,0,,3.2272751331329346,3.2272751331329346,49,,
,51.953125,51.953125,0,,1.6994197368621826,1.6994197368621826,99,,
,69.921875,69.921875,0,,1.0297935009002686,1.0297935009002686,149,,
,70.3125,70.3125,0,,0.9861519932746887,0.9861519932746887,199,,
,71.09375,71.09375,0,,0.8449047803878784,0.8449047803878784,249,,
,69.921875,69.921875,0,,0.9884812235832214,0.9884812235832214,299,,
,73.4375,73.4375,0,,0.7479690313339233,0.7479690313339233,349,,
,79.296875,79.296875,0,,0.6708335280418396,0.6708335280418396,399,,
60.09663009643555,,,0,1.356668472290039,,,440,,
,82.03125,82.03125,1,,0.6542407870292664,0.6542407870292664,449,,
,78.515625,78.515625,1,,0.6021362543106079,0.6021362543106079,499,,
,82.421875,82.421875,1,,0.5466067790985107,0.5466067790985107,549,,
,78.125,78.125,1,,0.5993955135345459,0.5993955135345459,599,,
,83.203125,83.203125,1,,0.4935722351074219,0.4935722351074219,649,,
,81.25,81.25,1,,0.6031811237335205,0.6031811237335205,699,,
,84.375,84.375,1,,0.48332953453063965,0.48332953453063965,749,,
,83.59375,83.59375,1,,0.49992722272872925,0.49992722272872925,799,,
,80.078125,80.078125,1,,0.5203409790992737,0.5203409790992737,849,,
80.48138427734375,,,1,0.5843422412872314,,,881,,
,77.734375,77.734375,2,,0.6784101724624634,0.6784101724624634,899,,
,80.46875,80.46875,2,,0.5552965402603149,0.5552965402603149,949,,
,83.203125,83.203125,2,,0.4796830117702484,0.4796830117702484,999,,
,82.421875,82.421875,2,,0.4789068102836609,0.4789068102836609,1049,,
,82.03125,82.03125,2,,0.5029154419898987,0.5029154419898987,1099,,
,85.546875,85.546875,2,,0.5024893283843994,0.5024893283843994,1149,,
,83.984375,83.984375,2,,0.4836684465408325,0.4836684465408325,1199,,
,87.890625,87.890625,2,,0.3934197723865509,0.3934197723865509,1249,,
,83.203125,83.203125,2,,0.420371949672699,0.420371949672699,1299,,
82.82269287109375,,,2,0.5053119659423828,,,1322,,
,83.203125,83.203125,3,,0.49623018503189087,0.49623018503189087,1349,,
,81.25,81.25,3,,0.55100417137146,0.55100417137146,1399,,
,82.421875,82.421875,3,,0.43034735321998596,0.43034735321998596,1449,,
,84.765625,84.765625,3,,0.446846067905426,0.446846067905426,1499,,
,76.171875,76.171875,3,,0.5868164300918579,0.5868164300918579,1549,,
,83.59375,83.59375,3,,0.5057492852210999,0.5057492852210999,1599,,
,82.03125,82.03125,3,,0.44651639461517334,0.44651639461517334,1649,,
,83.984375,83.984375,3,,0.4521182179450989,0.4521182179450989,1699,,
,87.890625,87.890625,3,,0.30130577087402344,0.30130577087402344,1749,,
84.0062026977539,,,3,0.46726906299591064,,,1763,,
,81.640625,81.640625,4,,0.5518262982368469,0.5518262982368469,1799,,
,83.59375,83.59375,4,,0.5326502323150635,0.5326502323150635,1849,,
,82.421875,82.421875,4,,0.5249315500259399,0.5249315500259399,1899,,
,80.859375,80.859375,4,,0.5044240951538086,0.5044240951538086,1949,,
,88.671875,88.671875,4,,0.34181076288223267,0.34181076288223267,1999,,
,84.765625,84.765625,4,,0.43973755836486816,0.43973755836486816,2049,,
,85.546875,85.546875,4,,0.47604864835739136,0.47604864835739136,2099,,
