epoch,loss_epoch_epoch,loss_epoch_step,loss_step,step,val_acc,val_loss
0,,28.299369991775535,28.299369991775535,49,,
0,,11.239543394041588,11.239543394041588,99,,
0,,10.23679009651442,10.23679009651442,149,,
0,,9.87297290889304,9.87297290889304,199,,
0,,9.797768717330896,9.797768717330896,249,,
0,,8.097550048701226,8.097550048701226,299,,
0,,8.59877883095475,8.59877883095475,349,,
0,,8.171663554470571,8.171663554470571,399,,
0,,8.181509967495334,8.181509967495334,449,,
0,,,,477,16.83100700378418,6.10561673157407
0,14.24576689708799,,,477,,
1,,7.690617157987223,7.690617157987223,499,,
