acc_0.1,acc_0.2,acc_0.3,acc_0.4,acc_0.5,acc_0.6,acc_0.7,acc_0.8,acc_0.9,epoch,step
4.754312992095947,11.004313468933105,16.866714477539062,20.434795379638672,21.319393157958984,20.91147804260254,19.373592376708984,16.97455596923828,14.297322273254395,0,0
