acc_0.1,acc_0.2,acc_0.3,acc_0.4,acc_0.5,acc_0.6,acc_0.7,acc_0.8,acc_0.9,epoch,step
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,0
