epoch,kl_epoch_epoch,kl_epoch_step,kl_step,mse_epoch_epoch,mse_epoch_step,mse_step,step
3,,66.92798614501953,66.92798614501953,,15.23774242401123,15.23774242401123,1749
3,63.96147918701172,,,16.099313735961914,,,1763
4,,65.13713073730469,65.13713073730469,,15.363329887390137,15.363329887390137,1799
4,,63.11890411376953,63.11890411376953,,15.875223159790039,15.875223159790039,1849
4,,63.59766387939453,63.59766387939453,,15.172433853149414,15.172433853149414,1899
4,,63.96205139160156,63.96205139160156,,15.393940925598145,15.393940925598145,1949
4,,65.44038391113281,65.44038391113281,,14.586938858032227,14.586938858032227,1999
4,,63.32807922363281,63.32807922363281,,15.574261665344238,15.574261665344238,2049
4,,64.01616668701172,64.01616668701172,,15.535868644714355,15.535868644714355,2099
4,,64.010009765625,64.010009765625,,16.500812530517578,16.500812530517578,2149
4,,64.9381103515625,64.9381103515625,,15.109217643737793,15.109217643737793,2199
4,64.02749633789062,,,15.67137622833252,,,2204
5,,66.6763916015625,66.6763916015625,,14.912132263183594,14.912132263183594,2249
5,,63.29205322265625,63.29205322265625,,15.450278282165527,15.450278282165527,2299
5,,65.68081665039062,65.68081665039062,,14.964550971984863,14.964550971984863,2349
5,,66.46983337402344,66.46983337402344,,14.984033584594727,14.984033584594727,2399
5,,65.55067443847656,65.55067443847656,,16.3265438079834,16.3265438079834,2449
5,,63.15065002441406,63.15065002441406,,14.479132652282715,14.479132652282715,2499
5,,62.530052185058594,62.530052185058594,,15.203925132751465,15.203925132751465,2549
5,,62.5267333984375,62.5267333984375,,15.114516258239746,15.114516258239746,2599
5,64.02554321289062,,,15.31183910369873,,,2645
6,,61.88341522216797,61.88341522216797,,16.212482452392578,16.212482452392578,2649
6,,65.51405334472656,65.51405334472656,,15.735297203063965,15.735297203063965,2699
6,,64.93827819824219,64.93827819824219,,15.535250663757324,15.535250663757324,2749
6,,66.02562713623047,66.02562713623047,,14.1840181350708,14.1840181350708,2799
6,,65.00198364257812,65.00198364257812,,14.415107727050781,14.415107727050781,2849
6,,63.40019226074219,63.40019226074219,,14.665002822875977,14.665002822875977,2899
6,,63.481597900390625,63.481597900390625,,15.972185134887695,15.972185134887695,2949
6,,65.40196228027344,65.40196228027344,,14.893098831176758,14.893098831176758,2999
6,,63.77079772949219,63.77079772949219,,14.602726936340332,14.602726936340332,3049
6,64.15049743652344,,,15.064462661743164,,,3086
7,,64.36082458496094,64.36082458496094,,15.141191482543945,15.141191482543945,3099
7,,65.3040771484375,65.3040771484375,,14.44499397277832,14.44499397277832,3149
7,,65.00112915039062,65.00112915039062,,13.376031875610352,13.376031875610352,3199
7,,63.73368835449219,63.73368835449219,,15.456372261047363,15.456372261047363,3249
7,,63.571563720703125,63.571563720703125,,14.444625854492188,14.444625854492188,3299
7,,63.03834533691406,63.03834533691406,,15.010347366333008,15.010347366333008,3349
7,,65.1004638671875,65.1004638671875,,15.159357070922852,15.159357070922852,3399
7,,64.10020446777344,64.10020446777344,,15.099563598632812,15.099563598632812,3449
7,,64.78820037841797,64.78820037841797,,14.228128433227539,14.228128433227539,3499
7,64.24607849121094,,,14.668107032775879,,,3527
8,,63.70872497558594,63.70872497558594,,15.205950736999512,15.205950736999512,3549
8,,65.63133239746094,65.63133239746094,,14.739486694335938,14.739486694335938,3599
8,,63.158599853515625,63.158599853515625,,15.090744018554688,15.090744018554688,3649
8,,64.88009643554688,64.88009643554688,,14.81950569152832,14.81950569152832,3699
8,,64.64486694335938,64.64486694335938,,14.220062255859375,14.220062255859375,3749
8,,65.19601440429688,65.19601440429688,,14.394548416137695,14.394548416137695,3799
8,,63.422767639160156,63.422767639160156,,15.004549980163574,15.004549980163574,3849
8,,63.248497009277344,63.248497009277344,,15.209100723266602,15.209100723266602,3899
8,,65.65899658203125,65.65899658203125,,14.183710098266602,14.183710098266602,3949
8,64.31128692626953,,,14.576180458068848,,,3968
9,,63.73902893066406,63.73902893066406,,15.02277660369873,15.02277660369873,3999
9,,63.73847198486328,63.73847198486328,,14.900674819946289,14.900674819946289,4049
9,,64.06935119628906,64.06935119628906,,14.846272468566895,14.846272468566895,4099
9,,64.21835327148438,64.21835327148438,,15.204545974731445,15.204545974731445,4149
9,,64.11107635498047,64.11107635498047,,14.250386238098145,14.250386238098145,4199
9,,63.664581298828125,63.664581298828125,,14.4425630569458,14.4425630569458,4249
9,,64.96076202392578,64.96076202392578,,14.634037971496582,14.634037971496582,4299
9,,62.24351501464844,62.24351501464844,,13.977107048034668,13.977107048034668,4349
9,,64.89464569091797,64.89464569091797,,14.4083890914917,14.4083890914917,4399
9,64.32199096679688,,,14.501667976379395,,,4409
10,,66.58840942382812,66.58840942382812,,13.895242691040039,13.895242691040039,4449
10,,64.47604370117188,64.47604370117188,,14.399680137634277,14.399680137634277,4499
10,,64.12957000732422,64.12957000732422,,14.453043937683105,14.453043937683105,4549
10,,65.12821960449219,65.12821960449219,,14.831561088562012,14.831561088562012,4599
10,,63.87823486328125,63.87823486328125,,14.165051460266113,14.165051460266113,4649
10,,63.10551452636719,63.10551452636719,,14.021100044250488,14.021100044250488,4699
10,,63.628326416015625,63.628326416015625,,14.152066230773926,14.152066230773926,4749
10,,65.52061462402344,65.52061462402344,,14.750765800476074,14.750765800476074,4799
10,,65.29855346679688,65.29855346679688,,13.798067092895508,13.798067092895508,4849
10,64.30614471435547,,,14.418144226074219,,,4850
11,,62.03962707519531,62.03962707519531,,14.40758991241455,14.40758991241455,4899
11,,62.289649963378906,62.289649963378906,,14.694745063781738,14.694745063781738,4949
11,,63.594970703125,63.594970703125,,13.949671745300293,13.949671745300293,4999
11,,64.5321273803711,64.5321273803711,,13.965890884399414,13.965890884399414,5049
11,,67.26494598388672,67.26494598388672,,14.320808410644531,14.320808410644531,5099
11,,63.931800842285156,63.931800842285156,,13.854988098144531,13.854988098144531,5149
11,,62.939208984375,62.939208984375,,14.534873962402344,14.534873962402344,5199
11,,64.27293395996094,64.27293395996094,,14.920512199401855,14.920512199401855,5249
11,64.35749053955078,,,14.36429214477539,,,5291
12,,64.28506469726562,64.28506469726562,,14.069571495056152,14.069571495056152,5299
12,,64.75180053710938,64.75180053710938,,13.561758995056152,13.561758995056152,5349
12,,62.73126983642578,62.73126983642578,,13.661142349243164,13.661142349243164,5399
12,,64.83592224121094,64.83592224121094,,13.9371919631958,13.9371919631958,5449
12,,65.28094482421875,65.28094482421875,,14.355682373046875,14.355682373046875,5499
12,,65.01356506347656,65.01356506347656,,14.261024475097656,14.261024475097656,5549
12,,63.443115234375,63.443115234375,,14.394413948059082,14.394413948059082,5599
12,,63.90171813964844,63.90171813964844,,14.880081176757812,14.880081176757812,5649
12,,65.22518157958984,65.22518157958984,,13.2858247756958,13.2858247756958,5699
12,64.31663513183594,,,14.28742504119873,,,5732
13,,65.03913879394531,65.03913879394531,,14.032511711120605,14.032511711120605,5749
13,,63.28265380859375,63.28265380859375,,14.465837478637695,14.465837478637695,5799
13,,63.164459228515625,63.164459228515625,,14.473993301391602,14.473993301391602,5849
13,,64.65011596679688,64.65011596679688,,14.725404739379883,14.725404739379883,5899
13,,65.38710021972656,65.38710021972656,,14.189188003540039,14.189188003540039,5949
13,,62.023681640625,62.023681640625,,14.503458023071289,14.503458023071289,5999
13,,64.96551513671875,64.96551513671875,,14.458610534667969,14.458610534667969,6049
13,,63.11082458496094,63.11082458496094,,13.96416187286377,13.96416187286377,6099
13,,61.825164794921875,61.825164794921875,,14.20610523223877,14.20610523223877,6149
13,64.35809326171875,,,14.217986106872559,,,6173
14,,63.10993194580078,63.10993194580078,,13.901114463806152,13.901114463806152,6199
14,,63.659080505371094,63.659080505371094,,14.105813980102539,14.105813980102539,6249
14,,63.882484436035156,63.882484436035156,,13.947918891906738,13.947918891906738,6299
14,,64.63482666015625,64.63482666015625,,13.483291625976562,13.483291625976562,6349
14,,63.186065673828125,63.186065673828125,,14.9487943649292,14.9487943649292,6399
14,,65.3237075805664,65.3237075805664,,14.166049003601074,14.166049003601074,6449
14,,63.633941650390625,63.633941650390625,,13.763205528259277,13.763205528259277,6499
14,,61.508384704589844,61.508384704589844,,13.903128623962402,13.903128623962402,6549
14,,64.90470886230469,64.90470886230469,,14.259345054626465,14.259345054626465,6599
14,64.30067443847656,,,14.014036178588867,,,6614
15,,65.45909118652344,65.45909118652344,,14.142767906188965,14.142767906188965,6649
15,,65.91532897949219,65.91532897949219,,13.522543907165527,13.522543907165527,6699
15,,62.41996765136719,62.41996765136719,,14.31908893585205,14.31908893585205,6749
15,,63.42549133300781,63.42549133300781,,13.829012870788574,13.829012870788574,6799
15,,65.33888244628906,65.33888244628906,,13.048883438110352,13.048883438110352,6849
15,,64.29586791992188,64.29586791992188,,13.332446098327637,13.332446098327637,6899
15,,63.105499267578125,63.105499267578125,,14.0363130569458,14.0363130569458,6949
15,,64.32135009765625,64.32135009765625,,13.95389461517334,13.95389461517334,6999
15,,64.04008483886719,64.04008483886719,,13.918542861938477,13.918542861938477,7049
15,64.32276153564453,,,13.97939395904541,,,7055
16,,64.3939437866211,64.3939437866211,,13.93808650970459,13.93808650970459,7099
16,,63.00382995605469,63.00382995605469,,13.505952835083008,13.505952835083008,7149
16,,63.852943420410156,63.852943420410156,,14.207776069641113,14.207776069641113,7199
16,,64.08367156982422,64.08367156982422,,12.8777437210083,12.8777437210083,7249
16,,66.52312469482422,66.52312469482422,,14.051764488220215,14.051764488220215,7299
16,,65.11766815185547,65.11766815185547,,13.954169273376465,13.954169273376465,7349
16,,65.48130798339844,65.48130798339844,,13.47741413116455,13.47741413116455,7399
16,,65.04357147216797,65.04357147216797,,13.71536922454834,13.71536922454834,7449
16,64.36007690429688,,,13.975780487060547,,,7496
17,,64.33961486816406,64.33961486816406,,14.733888626098633,14.733888626098633,7499
17,,62.915672302246094,62.915672302246094,,13.155428886413574,13.155428886413574,7549
17,,64.30857849121094,64.30857849121094,,13.788809776306152,13.788809776306152,7599
17,,62.909454345703125,62.909454345703125,,13.879486083984375,13.879486083984375,7649
17,,63.59901428222656,63.59901428222656,,13.851860046386719,13.851860046386719,7699
17,,65.6339111328125,65.6339111328125,,14.682095527648926,14.682095527648926,7749
17,,64.44216918945312,64.44216918945312,,14.206120491027832,14.206120491027832,7799
17,,64.50914001464844,64.50914001464844,,14.640375137329102,14.640375137329102,7849
17,,62.970947265625,62.970947265625,,14.132367134094238,14.132367134094238,7899
17,64.31112670898438,,,13.928725242614746,,,7937
18,,62.528297424316406,62.528297424316406,,13.719977378845215,13.719977378845215,7949
18,,65.57538604736328,65.57538604736328,,13.565747261047363,13.565747261047363,7999
18,,65.59510040283203,65.59510040283203,,12.60788345336914,12.60788345336914,8049
18,,64.29177856445312,64.29177856445312,,13.974708557128906,13.974708557128906,8099
18,,64.79939270019531,64.79939270019531,,14.46481990814209,14.46481990814209,8149
18,,64.3398208618164,64.3398208618164,,14.3678560256958,14.3678560256958,8199
18,,65.08936309814453,65.08936309814453,,14.292572021484375,14.292572021484375,8249
18,,65.31590270996094,65.31590270996094,,14.391555786132812,14.391555786132812,8299
18,,64.428466796875,64.428466796875,,13.647540092468262,13.647540092468262,8349
18,64.3012466430664,,,13.922408103942871,,,8378
19,,65.07861328125,65.07861328125,,13.477920532226562,13.477920532226562,8399
19,,64.77432250976562,64.77432250976562,,13.554758071899414,13.554758071899414,8449
19,,64.76249694824219,64.76249694824219,,14.105606079101562,14.105606079101562,8499
19,,66.46151733398438,66.46151733398438,,13.280929565429688,13.280929565429688,8549
19,,64.12841796875,64.12841796875,,13.518073081970215,13.518073081970215,8599
19,,66.00166320800781,66.00166320800781,,13.800798416137695,13.800798416137695,8649
19,,65.27774047851562,65.27774047851562,,14.150137901306152,14.150137901306152,8699
19,,64.39225769042969,64.39225769042969,,14.250287055969238,14.250287055969238,8749
19,,65.72344970703125,65.72344970703125,,14.130943298339844,14.130943298339844,8799
19,64.34146881103516,,,13.886429786682129,,,8819
20,,64.64797973632812,64.64797973632812,,14.553423881530762,14.553423881530762,8849
20,,63.326263427734375,63.326263427734375,,13.662039756774902,13.662039756774902,8899
20,,62.67720031738281,62.67720031738281,,13.81970500946045,13.81970500946045,8949
20,,64.63882446289062,64.63882446289062,,13.358119010925293,13.358119010925293,8999
20,,64.52177429199219,64.52177429199219,,13.5686674118042,13.5686674118042,9049
20,,65.47601318359375,65.47601318359375,,14.169830322265625,14.169830322265625,9099
20,,65.50343322753906,65.50343322753906,,13.583683967590332,13.583683967590332,9149
20,,62.86875915527344,62.86875915527344,,14.220988273620605,14.220988273620605,9199
20,,65.63523864746094,65.63523864746094,,13.908480644226074,13.908480644226074,9249
20,64.26797485351562,,,13.878418922424316,,,9260
21,,64.246826171875,64.246826171875,,13.783087730407715,13.783087730407715,9299
21,,64.30424499511719,64.30424499511719,,13.639630317687988,13.639630317687988,9349
21,,65.66178131103516,65.66178131103516,,13.54551887512207,13.54551887512207,9399
21,,63.53081512451172,63.53081512451172,,14.006624221801758,14.006624221801758,9449
21,,64.60555267333984,64.60555267333984,,13.664011001586914,13.664011001586914,9499
21,,64.20549011230469,64.20549011230469,,13.257074356079102,13.257074356079102,9549
21,,64.37930297851562,64.37930297851562,,12.706148147583008,12.706148147583008,9599
21,,64.85824584960938,64.85824584960938,,13.247906684875488,13.247906684875488,9649
21,,64.28646850585938,64.28646850585938,,13.338519096374512,13.338519096374512,9699
21,64.32356262207031,,,13.73941707611084,,,9701
22,,65.22362518310547,65.22362518310547,,13.784367561340332,13.784367561340332,9749
22,,63.5244140625,63.5244140625,,14.104143142700195,14.104143142700195,9799
22,,63.98424530029297,63.98424530029297,,14.28984546661377,14.28984546661377,9849
22,,63.559234619140625,63.559234619140625,,14.038565635681152,14.038565635681152,9899
22,,63.43812561035156,63.43812561035156,,13.639967918395996,13.639967918395996,9949
22,,62.753990173339844,62.753990173339844,,13.482892036437988,13.482892036437988,9999
22,,64.24856567382812,64.24856567382812,,14.314831733703613,14.314831733703613,10049
22,,65.37107849121094,65.37107849121094,,13.081308364868164,13.081308364868164,10099
22,64.2772445678711,,,13.726380348205566,,,10142
23,,65.23066711425781,65.23066711425781,,13.228050231933594,13.228050231933594,10149
23,,63.73100280761719,63.73100280761719,,14.208108901977539,14.208108901977539,10199
23,,63.69989013671875,63.69989013671875,,14.146910667419434,14.146910667419434,10249
23,,64.399658203125,64.399658203125,,14.17681884765625,14.17681884765625,10299
23,,64.90676879882812,64.90676879882812,,13.650656700134277,13.650656700134277,10349
23,,63.90864562988281,63.90864562988281,,12.84208869934082,12.84208869934082,10399
23,,65.19549560546875,65.19549560546875,,13.600056648254395,13.600056648254395,10449
23,,65.54804992675781,65.54804992675781,,14.291522026062012,14.291522026062012,10499
23,,64.19903564453125,64.19903564453125,,13.396263122558594,13.396263122558594,10549
23,64.20903015136719,,,13.725317001342773,,,10583
24,,65.50489807128906,65.50489807128906,,13.601633071899414,13.601633071899414,10599
24,,64.44499969482422,64.44499969482422,,14.486075401306152,14.486075401306152,10649
24,,63.01847839355469,63.01847839355469,,14.200782775878906,14.200782775878906,10699
24,,63.60089874267578,63.60089874267578,,13.722269058227539,13.722269058227539,10749
24,,64.22156524658203,64.22156524658203,,13.614758491516113,13.614758491516113,10799
24,,65.72016143798828,65.72016143798828,,13.219037055969238,13.219037055969238,10849
24,,64.97146606445312,64.97146606445312,,14.092796325683594,14.092796325683594,10899
24,,66.32305908203125,66.32305908203125,,14.0068359375,14.0068359375,10949
24,,63.591827392578125,63.591827392578125,,13.706341743469238,13.706341743469238,10999
24,64.2755126953125,,,13.706189155578613,,,11024
25,,64.42840576171875,64.42840576171875,,14.417459487915039,14.417459487915039,11049
25,,63.31898498535156,63.31898498535156,,13.882919311523438,13.882919311523438,11099
25,,63.700843811035156,63.700843811035156,,13.895535469055176,13.895535469055176,11149
25,,62.996849060058594,62.996849060058594,,13.94156551361084,13.94156551361084,11199
25,,63.95390319824219,63.95390319824219,,13.294273376464844,13.294273376464844,11249
25,,63.32246398925781,63.32246398925781,,13.763056755065918,13.763056755065918,11299
25,,63.69847869873047,63.69847869873047,,13.042201042175293,13.042201042175293,11349
25,,64.734619140625,64.734619140625,,13.389796257019043,13.389796257019043,11399
25,,64.897705078125,64.897705078125,,13.887557983398438,13.887557983398438,11449
25,64.20761108398438,,,13.693693161010742,,,11465
26,,64.92591857910156,64.92591857910156,,14.45758056640625,14.45758056640625,11499
26,,64.0078125,64.0078125,,12.604693412780762,12.604693412780762,11549
26,,64.31130981445312,64.31130981445312,,14.524581909179688,14.524581909179688,11599
26,,61.66899871826172,61.66899871826172,,13.153277397155762,13.153277397155762,11649
26,,65.9815673828125,65.9815673828125,,14.31505298614502,14.31505298614502,11699
26,,64.13003540039062,64.13003540039062,,13.676434516906738,13.676434516906738,11749
26,,66.59866333007812,66.59866333007812,,13.905768394470215,13.905768394470215,11799
26,,64.41386413574219,64.41386413574219,,13.5361967086792,13.5361967086792,11849
26,,64.65103149414062,64.65103149414062,,13.530372619628906,13.530372619628906,11899
26,64.2833480834961,,,13.676756858825684,,,11906
27,,64.43368530273438,64.43368530273438,,14.349395751953125,14.349395751953125,11949
27,,64.27349090576172,64.27349090576172,,14.000955581665039,14.000955581665039,11999
27,,65.09336853027344,65.09336853027344,,13.6738862991333,13.6738862991333,12049
27,,63.6109619140625,63.6109619140625,,14.119424819946289,14.119424819946289,12099
27,,63.50323486328125,63.50323486328125,,13.85034465789795,13.85034465789795,12149
27,,63.679779052734375,63.679779052734375,,13.757861137390137,13.757861137390137,12199
27,,63.656150817871094,63.656150817871094,,13.692893028259277,13.692893028259277,12249
27,,65.12736511230469,65.12736511230469,,13.2600736618042,13.2600736618042,12299
27,64.2597427368164,,,13.659038543701172,,,12347
28,,63.82057189941406,63.82057189941406,,13.527872085571289,13.527872085571289,12349
28,,64.31583404541016,64.31583404541016,,13.815388679504395,13.815388679504395,12399
28,,64.30815124511719,64.30815124511719,,14.239068984985352,14.239068984985352,12449
28,,64.16337585449219,64.16337585449219,,13.65845012664795,13.65845012664795,12499
28,,64.2548828125,64.2548828125,,13.447806358337402,13.447806358337402,12549
28,,64.05265045166016,64.05265045166016,,13.21587085723877,13.21587085723877,12599
28,,63.103790283203125,63.103790283203125,,13.385931968688965,13.385931968688965,12649
28,,64.76852416992188,64.76852416992188,,13.370287895202637,13.370287895202637,12699
28,,64.26463317871094,64.26463317871094,,13.554265022277832,13.554265022277832,12749
28,64.31995391845703,,,13.588579177856445,,,12788
29,,63.72779083251953,63.72779083251953,,13.71679401397705,13.71679401397705,12799
29,,64.00726318359375,64.00726318359375,,13.505961418151855,13.505961418151855,12849
29,,64.69329833984375,64.69329833984375,,13.866081237792969,13.866081237792969,12899
29,,63.68602752685547,63.68602752685547,,14.16632080078125,14.16632080078125,12949
29,,64.61724853515625,64.61724853515625,,13.548227310180664,13.548227310180664,12999
29,,64.46134948730469,64.46134948730469,,13.182660102844238,13.182660102844238,13049
29,,62.81852722167969,62.81852722167969,,13.001517295837402,13.001517295837402,13099
29,,65.20330810546875,65.20330810546875,,14.13764476776123,14.13764476776123,13149
29,,63.51043701171875,63.51043701171875,,14.114888191223145,14.114888191223145,13199
29,64.29662322998047,,,13.5797758102417,,,13229
