epoch,mse_epoch_epoch,mse_epoch_step,mse_step,step
0,,1.7120236158370972,1.7120236158370972,49
0,,1.7144840955734253,1.7144840955734253,99
0,,1.6667439937591553,1.6667439937591553,149
0,,1.700644850730896,1.700644850730896,199
0,,1.7464522123336792,1.7464522123336792,249
0,,1.6542853116989136,1.6542853116989136,299
0,,1.6124392747879028,1.6124392747879028,349
0,,1.6290806531906128,1.6290806531906128,399
0,1.691280722618103,,,440
1,,1.6993622779846191,1.6993622779846191,449
1,,1.6466728448867798,1.6466728448867798,499
1,,1.6685444116592407,1.6685444116592407,549
1,,1.609907627105713,1.609907627105713,599
1,,1.6398957967758179,1.6398957967758179,649
1,,1.608694076538086,1.608694076538086,699
1,,1.6813884973526,1.6813884973526,749
1,,1.6386806964874268,1.6386806964874268,799
1,,1.5738173723220825,1.5738173723220825,849
1,1.6348161697387695,,,881
2,,1.6225931644439697,1.6225931644439697,899
2,,1.6372133493423462,1.6372133493423462,949
2,,1.5917428731918335,1.5917428731918335,999
2,,1.5728121995925903,1.5728121995925903,1049
2,,1.5574792623519897,1.5574792623519897,1099
2,,1.5442581176757812,1.5442581176757812,1149
2,,1.5287889242172241,1.5287889242172241,1199
2,,1.5497641563415527,1.5497641563415527,1249
2,,1.5506458282470703,1.5506458282470703,1299
2,1.5697414875030518,,,1322
3,,1.5561485290527344,1.5561485290527344,1349
3,,1.5544556379318237,1.5544556379318237,1399
3,,1.5250132083892822,1.5250132083892822,1449
3,,1.5499522686004639,1.5499522686004639,1499
3,,1.51066255569458,1.51066255569458,1549
3,,1.524354338645935,1.524354338645935,1599
3,,1.4835292100906372,1.4835292100906372,1649
3,,1.5427132844924927,1.5427132844924927,1699
3,,1.4546153545379639,1.4546153545379639,1749
3,1.503991961479187,,,1763
4,,1.4378606081008911,1.4378606081008911,1799
