epoch,mse_epoch_epoch,mse_epoch_step,mse_loss,mse_step,step
0,,0.6397595405578613,,0.6397595405578613,49
0,,0.636529266834259,,0.636529266834259,99
0,,0.562218964099884,,0.562218964099884,149
0,,0.6330109238624573,,0.6330109238624573,199
0,,0.6207281947135925,,0.6207281947135925,249
0,,0.6026965379714966,,0.6026965379714966,299
0,,0.6008699536323547,,0.6008699536323547,349
0,,0.6454852223396301,,0.6454852223396301,399
0,0.6181887984275818,,,,440
1,,0.6150379776954651,,0.6150379776954651,449
1,,0.599571704864502,,0.599571704864502,499
1,,0.6366281509399414,,0.6366281509399414,549
1,,0.583350658416748,,0.583350658416748,599
1,,0.5937278270721436,,0.5937278270721436,649
1,,0.5852512121200562,,0.5852512121200562,699
1,,0.6181406378746033,,0.6181406378746033,749
1,,0.5868423581123352,,0.5868423581123352,799
1,,0.6084631681442261,,0.6084631681442261,849
1,0.6140286326408386,,,,881
2,,0.6309555172920227,,0.6309555172920227,899
2,,0.6057612299919128,,0.6057612299919128,949
2,,0.6221258640289307,,0.6221258640289307,999
2,,0.5783265829086304,,0.5783265829086304,1049
2,,0.6267526149749756,,0.6267526149749756,1099
2,,0.6235736012458801,,0.6235736012458801,1149
2,,0.6127430200576782,,0.6127430200576782,1199
2,,0.6281660199165344,,0.6281660199165344,1249
2,,0.6131349205970764,,0.6131349205970764,1299
2,0.6127446889877319,,,,1322
3,,0.5949340462684631,,0.5949340462684631,1349
3,,0.6161268353462219,,0.6161268353462219,1399
3,,0.6327224373817444,,0.6327224373817444,1449
3,,0.5948598384857178,,0.5948598384857178,1499
3,,0.6291943192481995,,0.6291943192481995,1549
3,,0.5937005281448364,,0.5937005281448364,1599
3,,0.6458985209465027,,0.6458985209465027,1649
3,,0.6089692115783691,,0.6089692115783691,1699
3,,0.629260778427124,,0.629260778427124,1749
3,0.6096426248550415,,,,1763
4,,0.596895694732666,,0.596895694732666,1799
4,,0.5952479243278503,,0.5952479243278503,1849
4,,0.5771093964576721,,0.5771093964576721,1899
4,,0.5738537907600403,,0.5738537907600403,1949
4,,0.5889090299606323,,0.5889090299606323,1999
4,,0.589003324508667,,0.589003324508667,2049
