"Accuracy (t=0.5, e=0)","Accuracy (t=0.6, e=0)","Accuracy (t=0.7, e=0)","Accuracy (t=0.8, e=0)",epoch,step
21.953487396240234,22.14883804321289,19.382946014404297,15.596898078918457,0,0
