epoch,loss_epoch_epoch,loss_epoch_step,loss_step,step,val_acc,val_loss
0,,0.09950054293944753,0.09950054293944753,49,,
0,,0.08999876015311244,0.08999876015311244,99,,
0,,0.07894860758169152,0.07894860758169152,149,,
0,,0.0805519278035349,0.0805519278035349,199,,
0,,0.07487658535496007,0.07487658535496007,249,,
0,,0.07822566918831303,0.07822566918831303,299,,
0,,0.07298029854123878,0.07298029854123878,349,,
0,,0.07440940813197124,0.07440940813197124,399,,
0,,0.07429863399112262,0.07429863399112262,449,,
0,,,,477,19.6992244720459,0.05332810179794567
0,0.08887813667796367,,,477,,
1,,0.07256016819979638,0.07256016819979638,499,,
1,,0.0650699155663679,0.0650699155663679,549,,
1,,0.06444089718142063,0.06444089718142063,599,,
1,,0.06441255525363702,0.06441255525363702,649,,
1,,0.06705507241413466,0.06705507241413466,699,,
1,,0.06428645626852836,0.06428645626852836,749,,
1,,0.06506391509751634,0.06506391509751634,799,,
1,,0.060761576042685055,0.060761576042685055,849,,
1,,0.06343492013421294,0.06343492013421294,899,,
1,,0.06649489680389588,0.06649489680389588,949,,
1,,,,955,21.85891342163086,0.05065671125692471
1,0.06435959650261822,,,955,,
2,,0.05787622468044421,0.05787622468044421,999,,
2,,0.06301552268897032,0.06301552268897032,1049,,
2,,0.0581965857305361,0.0581965857305361,1099,,
2,,0.06454410293849032,0.06454410293849032,1149,,
2,,0.05893183671762256,0.05893183671762256,1199,,
2,,0.060101574538530454,0.060101574538530454,1249,,
2,,0.059041727871094234,0.059041727871094234,1299,,
2,,0.06455141963004472,0.06455141963004472,1349,,
2,,0.06737775259898868,0.06737775259898868,1399,,
2,,,,1433,22.813953399658203,0.04816934853574105
2,0.06173171297706112,,,1433,,
3,,0.060392533799193335,0.060392533799193335,1449,,
3,,0.062223075014792045,0.062223075014792045,1499,,
3,,0.06418346800778786,0.06418346800778786,1549,,
3,,0.07012080440913455,0.07012080440913455,1599,,
3,,0.06289883442063965,0.06289883442063965,1649,,
3,,0.05994747074788675,0.05994747074788675,1699,,
3,,0.059179254128975574,0.059179254128975574,1749,,
3,,0.058352097054001954,0.058352097054001954,1799,,
3,,0.05825030174110866,0.05825030174110866,1849,,
3,,0.06251608615898104,0.06251608615898104,1899,,
3,,,,1911,22.457365036010742,0.04829787454115232
3,0.06072697972983689,,,1911,,
4,,0.06356026981337859,0.06356026981337859,1949,,
4,,0.05681724349717426,0.05681724349717426,1999,,
4,,0.05588852591062181,0.05588852591062181,2049,,
4,,0.060701796839658435,0.060701796839658435,2099,,
4,,0.0564672600414643,0.0564672600414643,2149,,
4,,0.0652094166785803,0.0652094166785803,2199,,
4,,0.061089713544970815,0.061089713544970815,2249,,
4,,0.06749913591631981,0.06749913591631981,2299,,
4,,0.05802554853063867,0.05802554853063867,2349,,
4,,,,2389,22.75348663330078,0.048221406844856415
4,0.060351934749657325,,,2389,,
