epoch,kl_epoch_epoch,kl_epoch_step,kl_error,kl_step,mse_epoch_epoch,mse_epoch_step,mse_error,mse_step,step
0,,74.07124328613281,,74.07124328613281,,51.42913818359375,,51.42913818359375,49
0,,58.05128479003906,,58.05128479003906,,39.9615364074707,,39.9615364074707,99
0,,59.95757293701172,,59.95757293701172,,32.7552604675293,,32.7552604675293,149
0,,64.97514343261719,,64.97514343261719,,29.733036041259766,,29.733036041259766,199
0,,66.5051498413086,,66.5051498413086,,25.913480758666992,,25.913480758666992,249
0,,63.80912780761719,,63.80912780761719,,27.105329513549805,,27.105329513549805,299
0,,65.441650390625,,65.441650390625,,25.256845474243164,,25.256845474243164,349
0,,63.66851806640625,,63.66851806640625,,23.585988998413086,,23.585988998413086,399
0,,65.9087142944336,,65.9087142944336,,24.564706802368164,,24.564706802368164,449
0,,67.43733215332031,,67.43733215332031,,23.323301315307617,,23.323301315307617,499
0,,66.59213256835938,,66.59213256835938,,22.708892822265625,,22.708892822265625,549
0,,68.50057983398438,,68.50057983398438,,22.851877212524414,,22.851877212524414,599
0,,65.18096160888672,,65.18096160888672,,22.278827667236328,,22.278827667236328,649
0,,66.70183563232422,,66.70183563232422,,21.048053741455078,,21.048053741455078,699
0,,65.70899963378906,,65.70899963378906,,20.15253257751465,,20.15253257751465,749
0,,68.22020721435547,,68.22020721435547,,21.432950973510742,,21.432950973510742,799
0,,68.72750091552734,,68.72750091552734,,19.832408905029297,,19.832408905029297,849
0,66.58586120605469,,,,31.368186950683594,,,,881
1,,66.82266235351562,,66.82266235351562,,20.043516159057617,,20.043516159057617,899
1,,67.05204772949219,,67.05204772949219,,19.786846160888672,,19.786846160888672,949
1,,67.98046875,,67.98046875,,20.05223846435547,,20.05223846435547,999
1,,68.87167358398438,,68.87167358398438,,18.295166015625,,18.295166015625,1049
1,,68.32855987548828,,68.32855987548828,,18.72140884399414,,18.72140884399414,1099
1,,67.23291015625,,67.23291015625,,19.99371910095215,,19.99371910095215,1149
1,,67.39476013183594,,67.39476013183594,,19.725515365600586,,19.725515365600586,1199
1,,66.17707824707031,,66.17707824707031,,19.809558868408203,,19.809558868408203,1249
1,,65.60177612304688,,65.60177612304688,,19.554683685302734,,19.554683685302734,1299
1,,67.02757263183594,,67.02757263183594,,19.078092575073242,,19.078092575073242,1349
1,,67.06156158447266,,67.06156158447266,,19.053897857666016,,19.053897857666016,1399
1,,66.35093688964844,,66.35093688964844,,17.81288719177246,,17.81288719177246,1449
1,,68.1172103881836,,68.1172103881836,,18.614280700683594,,18.614280700683594,1499
1,,65.14107513427734,,65.14107513427734,,17.56961441040039,,17.56961441040039,1549
1,,65.75224304199219,,65.75224304199219,,17.313390731811523,,17.313390731811523,1599
1,,64.4574966430664,,64.4574966430664,,18.783763885498047,,18.783763885498047,1649
1,,68.376953125,,68.376953125,,19.1488094329834,,19.1488094329834,1699
1,,66.09490966796875,,66.09490966796875,,17.994997024536133,,17.994997024536133,1749
1,66.5543212890625,,,,18.854589462280273,,,,1763
2,,65.60028076171875,,65.60028076171875,,16.305273056030273,,16.305273056030273,1799
2,,64.91946411132812,,64.91946411132812,,18.41463279724121,,18.41463279724121,1849
2,,64.96351623535156,,64.96351623535156,,17.77338409423828,,17.77338409423828,1899
2,,63.9171142578125,,63.9171142578125,,17.441165924072266,,17.441165924072266,1949
2,,65.89722442626953,,65.89722442626953,,17.17555809020996,,17.17555809020996,1999
2,,62.00611114501953,,62.00611114501953,,15.558491706848145,,15.558491706848145,2049
2,,65.07862854003906,,65.07862854003906,,16.96390724182129,,16.96390724182129,2099
2,,65.62068176269531,,65.62068176269531,,16.447307586669922,,16.447307586669922,2149
2,,64.35859680175781,,64.35859680175781,,15.947999954223633,,15.947999954223633,2199
2,,63.546783447265625,,63.546783447265625,,16.837629318237305,,16.837629318237305,2249
2,,64.56218719482422,,64.56218719482422,,17.333070755004883,,17.333070755004883,2299
2,,64.22747802734375,,64.22747802734375,,16.759183883666992,,16.759183883666992,2349
2,,65.61357879638672,,65.61357879638672,,15.323144912719727,,15.323144912719727,2399
2,,64.15480041503906,,64.15480041503906,,15.923239707946777,,15.923239707946777,2449
2,,64.76373291015625,,64.76373291015625,,14.767181396484375,,14.767181396484375,2499
2,,61.56353759765625,,61.56353759765625,,16.04059410095215,,16.04059410095215,2549
2,,65.6118392944336,,65.6118392944336,,16.334659576416016,,16.334659576416016,2599
2,65.16185760498047,,,,16.843786239624023,,,,2645
3,,63.72846221923828,,63.72846221923828,,16.469324111938477,,16.469324111938477,2649
3,,65.09176635742188,,65.09176635742188,,15.2677583694458,,15.2677583694458,2699
3,,64.47599792480469,,64.47599792480469,,14.508503913879395,,14.508503913879395,2749
3,,66.01791381835938,,66.01791381835938,,15.570425987243652,,15.570425987243652,2799
3,,64.35829162597656,,64.35829162597656,,16.5524959564209,,16.5524959564209,2849
3,,63.63978576660156,,63.63978576660156,,16.168283462524414,,16.168283462524414,2899
3,,62.9444580078125,,62.9444580078125,,15.535913467407227,,15.535913467407227,2949
3,,63.876953125,,63.876953125,,15.704736709594727,,15.704736709594727,2999
3,,65.27178955078125,,65.27178955078125,,14.336935997009277,,14.336935997009277,3049
3,,64.52056121826172,,64.52056121826172,,15.3609619140625,,15.3609619140625,3099
3,,66.35337829589844,,66.35337829589844,,16.293004989624023,,16.293004989624023,3149
3,,63.31370544433594,,63.31370544433594,,16.491382598876953,,16.491382598876953,3199
3,,62.49762725830078,,62.49762725830078,,15.33471393585205,,15.33471393585205,3249
3,,63.050621032714844,,63.050621032714844,,16.00481414794922,,16.00481414794922,3299
3,,62.147850036621094,,62.147850036621094,,15.185297012329102,,15.185297012329102,3349
3,,66.10061645507812,,66.10061645507812,,15.021618843078613,,15.021618843078613,3399
3,,62.37040710449219,,62.37040710449219,,14.883033752441406,,14.883033752441406,3449
3,,62.07568359375,,62.07568359375,,15.558514595031738,,15.558514595031738,3499
3,64.12979888916016,,,,15.599495887756348,,,,3527
4,,62.82184600830078,,62.82184600830078,,14.61357593536377,,14.61357593536377,3549
4,,59.9752197265625,,59.9752197265625,,15.909149169921875,,15.909149169921875,3599
4,,61.693145751953125,,61.693145751953125,,15.795714378356934,,15.795714378356934,3649
4,,63.676116943359375,,63.676116943359375,,14.6058931350708,,14.6058931350708,3699
4,,61.923736572265625,,61.923736572265625,,13.6276216506958,,13.6276216506958,3749
4,,62.48661804199219,,62.48661804199219,,14.550829887390137,,14.550829887390137,3799
4,,63.99755096435547,,63.99755096435547,,15.193252563476562,,15.193252563476562,3849
4,,62.43580627441406,,62.43580627441406,,14.844901084899902,,14.844901084899902,3899
4,,65.28191375732422,,65.28191375732422,,14.178679466247559,,14.178679466247559,3949
4,,66.1877670288086,,66.1877670288086,,15.393210411071777,,15.393210411071777,3999
4,,62.322975158691406,,62.322975158691406,,15.51072883605957,,15.51072883605957,4049
4,,62.35162353515625,,62.35162353515625,,14.827094078063965,,14.827094078063965,4099
4,,64.15875244140625,,64.15875244140625,,15.012198448181152,,15.012198448181152,4149
4,,61.30509948730469,,61.30509948730469,,14.881174087524414,,14.881174087524414,4199
4,,62.819122314453125,,62.819122314453125,,14.108050346374512,,14.108050346374512,4249
4,,65.51127624511719,,65.51127624511719,,14.430734634399414,,14.430734634399414,4299
4,,64.41165924072266,,64.41165924072266,,14.986449241638184,,14.986449241638184,4349
4,,66.21226501464844,,66.21226501464844,,15.398529052734375,,15.398529052734375,4399
4,63.45244216918945,,,,14.71496868133545,,,,4409
5,,63.780426025390625,,63.780426025390625,,14.061378479003906,,14.061378479003906,4449
5,,63.081703186035156,,63.081703186035156,,13.637008666992188,,13.637008666992188,4499
5,,67.53668212890625,,67.53668212890625,,14.688743591308594,,14.688743591308594,4549
5,,63.72517395019531,,63.72517395019531,,14.285738945007324,,14.285738945007324,4599
5,,62.944671630859375,,62.944671630859375,,15.59112548828125,,15.59112548828125,4649
5,,61.56751251220703,,61.56751251220703,,13.631510734558105,,13.631510734558105,4699
5,,65.6524658203125,,65.6524658203125,,13.789530754089355,,13.789530754089355,4749
5,,64.3055419921875,,64.3055419921875,,13.805563926696777,,13.805563926696777,4799
5,,65.83917236328125,,65.83917236328125,,14.012267112731934,,14.012267112731934,4849
5,,63.878997802734375,,63.878997802734375,,14.36854076385498,,14.36854076385498,4899
5,,63.31733703613281,,63.31733703613281,,14.005197525024414,,14.005197525024414,4949
5,,62.3056640625,,62.3056640625,,13.470852851867676,,13.470852851867676,4999
5,,63.12007141113281,,63.12007141113281,,13.7720947265625,,13.7720947265625,5049
5,,61.891456604003906,,61.891456604003906,,13.443385124206543,,13.443385124206543,5099
5,,63.35822296142578,,63.35822296142578,,14.362375259399414,,14.362375259399414,5149
5,,61.14208984375,,61.14208984375,,14.435391426086426,,14.435391426086426,5199
5,,60.13756561279297,,60.13756561279297,,13.268317222595215,,13.268317222595215,5249
5,63.117942810058594,,,,14.044063568115234,,,,5291
6,,64.54902648925781,,64.54902648925781,,12.595392227172852,,12.595392227172852,5299
6,,64.37704467773438,,64.37704467773438,,13.527915000915527,,13.527915000915527,5349
6,,61.78814697265625,,61.78814697265625,,14.440200805664062,,14.440200805664062,5399
6,,62.996673583984375,,62.996673583984375,,14.119519233703613,,14.119519233703613,5449
6,,62.89421844482422,,62.89421844482422,,14.560914993286133,,14.560914993286133,5499
6,,62.47503662109375,,62.47503662109375,,12.700454711914062,,12.700454711914062,5549
6,,61.82728576660156,,61.82728576660156,,13.40384578704834,,13.40384578704834,5599
6,,61.67101287841797,,61.67101287841797,,13.288296699523926,,13.288296699523926,5649
6,,62.068145751953125,,62.068145751953125,,13.34997844696045,,13.34997844696045,5699
6,,60.36701202392578,,60.36701202392578,,13.0541353225708,,13.0541353225708,5749
6,,64.27265167236328,,64.27265167236328,,14.58153247833252,,14.58153247833252,5799
6,,62.32090759277344,,62.32090759277344,,13.622673034667969,,13.622673034667969,5849
6,,62.304954528808594,,62.304954528808594,,12.97881031036377,,12.97881031036377,5899
6,,63.19304656982422,,63.19304656982422,,13.174933433532715,,13.174933433532715,5949
6,,62.93626403808594,,62.93626403808594,,13.580670356750488,,13.580670356750488,5999
6,,62.90766906738281,,62.90766906738281,,13.403409004211426,,13.403409004211426,6049
6,,63.03498840332031,,63.03498840332031,,13.173614501953125,,13.173614501953125,6099
6,,61.051483154296875,,61.051483154296875,,13.558711051940918,,13.558711051940918,6149
6,62.86529541015625,,,,13.504914283752441,,,,6173
7,,62.910980224609375,,62.910980224609375,,13.754561424255371,,13.754561424255371,6199
7,,60.93598175048828,,60.93598175048828,,12.97496509552002,,12.97496509552002,6249
7,,64.26492309570312,,64.26492309570312,,13.309409141540527,,13.309409141540527,6299
7,,61.79786682128906,,61.79786682128906,,12.567244529724121,,12.567244529724121,6349
7,,64.46124267578125,,64.46124267578125,,13.469314575195312,,13.469314575195312,6399
7,,61.3870849609375,,61.3870849609375,,13.251784324645996,,13.251784324645996,6449
7,,62.5079345703125,,62.5079345703125,,12.657782554626465,,12.657782554626465,6499
7,,60.08372497558594,,60.08372497558594,,12.94494342803955,,12.94494342803955,6549
7,,63.75884246826172,,63.75884246826172,,13.117077827453613,,13.117077827453613,6599
7,,63.740745544433594,,63.740745544433594,,12.319765090942383,,12.319765090942383,6649
7,,62.80082702636719,,62.80082702636719,,12.844637870788574,,12.844637870788574,6699
7,,62.26300811767578,,62.26300811767578,,12.652078628540039,,12.652078628540039,6749
7,,61.20165252685547,,61.20165252685547,,13.324533462524414,,13.324533462524414,6799
7,,62.215614318847656,,62.215614318847656,,12.495246887207031,,12.495246887207031,6849
7,,63.227294921875,,63.227294921875,,13.278694152832031,,13.278694152832031,6899
7,,61.66405487060547,,61.66405487060547,,12.63797664642334,,12.63797664642334,6949
7,,65.61035919189453,,65.61035919189453,,12.82871150970459,,12.82871150970459,6999
7,,61.185340881347656,,61.185340881347656,,12.917187690734863,,12.917187690734863,7049
7,62.604156494140625,,,,13.092623710632324,,,,7055
8,,63.16615295410156,,63.16615295410156,,13.183279991149902,,13.183279991149902,7099
8,,61.85704040527344,,61.85704040527344,,12.913484573364258,,12.913484573364258,7149
8,,62.15940856933594,,62.15940856933594,,13.336417198181152,,13.336417198181152,7199
8,,63.57844543457031,,63.57844543457031,,12.378727912902832,,12.378727912902832,7249
8,,64.94124603271484,,64.94124603271484,,11.996111869812012,,11.996111869812012,7299
8,,64.89630889892578,,64.89630889892578,,12.76032543182373,,12.76032543182373,7349
8,,61.76417541503906,,61.76417541503906,,13.015710830688477,,13.015710830688477,7399
8,,64.13198852539062,,64.13198852539062,,12.53769588470459,,12.53769588470459,7449
8,,61.48175048828125,,61.48175048828125,,12.375056266784668,,12.375056266784668,7499
8,,60.672882080078125,,60.672882080078125,,12.33143424987793,,12.33143424987793,7549
8,,62.31477355957031,,62.31477355957031,,12.949362754821777,,12.949362754821777,7599
8,,63.191795349121094,,63.191795349121094,,11.398971557617188,,11.398971557617188,7649
8,,62.538246154785156,,62.538246154785156,,12.223901748657227,,12.223901748657227,7699
8,,63.441070556640625,,63.441070556640625,,13.076800346374512,,13.076800346374512,7749
8,,63.945823669433594,,63.945823669433594,,12.469247817993164,,12.469247817993164,7799
8,,61.924278259277344,,61.924278259277344,,13.230420112609863,,13.230420112609863,7849
