"Accuracy (t=0.4, e=0)","Accuracy (t=0.4, e=1)","Accuracy (t=0.4, e=2)","Accuracy (t=0.5, e=0)","Accuracy (t=0.5, e=1)","Accuracy (t=0.5, e=2)","Accuracy (t=0.6, e=0)","Accuracy (t=0.6, e=1)","Accuracy (t=0.6, e=2)",epoch,step
18.58604621887207,44.550392150878906,69.20930480957031,21.953487396240234,49.08217239379883,72.88217163085938,22.14883804321289,49.70232391357422,72.39844512939453,0,0
