epoch,loss_epoch_step,loss_step,step
0,21.598821409117043,21.598821409117043,49
0,15.55492864326527,15.55492864326527,99
0,14.527387262295838,14.527387262295838,149
0,13.533254800582768,13.533254800582768,199
0,14.110119222273488,14.110119222273488,249
0,13.751150344699475,13.751150344699475,299
