"Accuracy (t=0.5, e=0)","Accuracy (t=0.5, e=1)","Accuracy (t=0.5, e=2)","Accuracy (t=0.5, e=3)","Accuracy (t=0.5, e=4)",epoch,step
24.668216705322266,53.536434173583984,76.67596435546875,89.4914779663086,95.88526916503906,0,0
