acc_0.5,epoch,loss_epoch_epoch,loss_epoch_step,loss_step,step,val_acc,val_loss
,0,,0.09529776918529825,0.09529776918529825,49,,
,0,,0.08749223877258185,0.08749223877258185,99,,
,0,,0.07719499446929355,0.07719499446929355,149,,
,0,,0.07799696130713112,0.07799696130713112,199,,
,0,,0.06881901440618035,0.06881901440618035,249,,
,0,,0.0663721803233293,0.0663721803233293,299,,
,0,,0.059559821522611155,0.059559821522611155,349,,
,0,,0.05909615691183697,0.05909615691183697,399,,
,0,,0.06334782604935656,0.06334782604935656,449,,
,0,,0.05931493459878139,0.05931493459878139,499,,
,0,,0.056903754521624446,0.056903754521624446,549,,
,0,,0.05492533305298481,0.05492533305298481,599,,
,0,,0.05633721102908206,0.05633721102908206,649,,
,0,,0.05832620153601287,0.05832620153601287,699,,
,0,,0.05462724262759085,0.05462724262759085,749,,
,0,,0.052112097041865986,0.052112097041865986,799,,
,0,,0.05256420056601854,0.05256420056601854,849,,
,0,,0.05367141740096203,0.05367141740096203,899,,
,0,,0.05543515907425311,0.05543515907425311,949,,
98.43585968017578,0,,,,951,98.43585968017578,0.04716097506070805
,0,0.07018273107264514,,,951,,
,1,,0.053715502696925294,0.053715502696925294,999,,
,1,,0.051058332873494136,0.051058332873494136,1049,,
,1,,0.05323978786126494,0.05323978786126494,1099,,
,1,,0.053045538718086704,0.053045538718086704,1149,,
,1,,0.05253862462549773,0.05253862462549773,1199,,
,1,,0.05526525184689103,0.05526525184689103,1249,,
,1,,0.0559959824167897,0.0559959824167897,1299,,
,1,,0.05542021491242595,0.05542021491242595,1349,,
,1,,0.054317989818315024,0.054317989818315024,1399,,
,1,,0.05316004347301185,0.05316004347301185,1449,,
,1,,0.05199107552084462,0.05199107552084462,1499,,
,1,,0.05166708857709681,0.05166708857709681,1549,,
,1,,0.05508340587050155,0.05508340587050155,1599,,
,1,,0.051229557492300286,0.051229557492300286,1649,,
,1,,0.051434766880745914,0.051434766880745914,1699,,
,1,,0.04930027583261885,0.04930027583261885,1749,,
,1,,0.05166986582339104,0.05166986582339104,1799,,
,1,,0.04843256238584969,0.04843256238584969,1849,,
,1,,0.051332718240506475,0.051332718240506475,1899,,
98.53565979003906,1,,,,1903,98.53565979003906,0.04353286159785403
,1,0.05230398758541657,,,1903,,
,2,,0.047548724741086415,0.047548724741086415,1949,,
,2,,0.04756651940695794,0.04756651940695794,1999,,
,2,,0.04895845588354019,0.04895845588354019,2049,,
,2,,0.04897866135997454,0.04897866135997454,2099,,
,2,,0.05103664256544806,0.05103664256544806,2149,,
,2,,0.051878332924432745,0.051878332924432745,2199,,
,2,,0.05627514896209236,0.05627514896209236,2249,,
,2,,0.05280288356333272,0.05280288356333272,2299,,
,2,,0.049279071539669705,0.049279071539669705,2349,,
,2,,0.048572518472556836,0.048572518472556836,2399,,
,2,,0.05173353089046529,0.05173353089046529,2449,,
,2,,0.053760389693276074,0.053760389693276074,2499,,
,2,,0.052468901459530086,0.052468901459530086,2549,,
,2,,0.04953695591389147,0.04953695591389147,2599,,
,2,,0.05225774743651167,0.05225774743651167,2649,,
,2,,0.049425615001996125,0.049425615001996125,2699,,
,2,,0.05288358242746636,0.05288358242746636,2749,,
,2,,0.04487603313263617,0.04487603313263617,2799,,
,2,,0.04842058146714445,0.04842058146714445,2849,,
98.54999542236328,2,,,,2855,98.54999542236328,0.04323381516785836
,2,0.050398937069768224,,,2855,,
,3,,0.04822706450878864,0.04822706450878864,2899,,
,3,,0.04762908683149773,0.04762908683149773,2949,,
,3,,0.0527931708393372,0.0527931708393372,2999,,
,3,,0.049245699327382125,0.049245699327382125,3049,,
,3,,0.05131797863556014,0.05131797863556014,3099,,
,3,,0.04983952210129763,0.04983952210129763,3149,,
,3,,0.05124258996457739,0.05124258996457739,3199,,
,3,,0.05166368070381427,0.05166368070381427,3249,,
,3,,0.04937602718510592,0.04937602718510592,3299,,
,3,,0.04602240993044423,0.04602240993044423,3349,,
,3,,0.04720108186894565,0.04720108186894565,3399,,
,3,,0.051203669082888696,0.051203669082888696,3449,,
,3,,0.05354221959164807,0.05354221959164807,3499,,
,3,,0.050116429757974146,0.050116429757974146,3549,,
,3,,0.04931099775242274,0.04931099775242274,3599,,
,3,,0.04996766895139507,0.04996766895139507,3649,,
,3,,0.051848414167780014,0.051848414167780014,3699,,
,3,,0.04857660626113713,0.04857660626113713,3749,,
,3,,0.05240882882534191,0.05240882882534191,3799,,
98.56627655029297,3,,,,3807,98.56627655029297,0.042832368728331474
,3,0.04954264735346006,,,3807,,
,4,,0.05096341324653343,0.05096341324653343,3849,,
,4,,0.048762704040221184,0.048762704040221184,3899,,
,4,,0.048718432558033514,0.048718432558033514,3949,,
,4,,0.04963878422637776,0.04963878422637776,3999,,
,4,,0.05336118974988943,0.05336118974988943,4049,,
,4,,0.04848952838992095,0.04848952838992095,4099,,
,4,,0.046248466096290484,0.046248466096290484,4149,,
,4,,0.04930348524834472,0.04930348524834472,4199,,
,4,,0.04914583761689581,0.04914583761689581,4249,,
,4,,0.044891172340546535,0.044891172340546535,4299,,
,4,,0.045614370854887495,0.045614370854887495,4349,,
,4,,0.049600772188085326,0.049600772188085326,4399,,
,4,,0.048701511462452766,0.048701511462452766,4449,,
,4,,0.05078970611078645,0.05078970611078645,4499,,
,4,,0.04474078635038429,0.04474078635038429,4549,,
,4,,0.05531169293089831,0.05531169293089831,4599,,
,4,,0.051488067801134754,0.051488067801134754,4649,,
,4,,0.04945291784441424,0.04945291784441424,4699,,
,4,,0.05073194274715005,0.05073194274715005,4749,,
98.57508087158203,4,,,,4759,98.57508087158203,0.042416975466024735
,4,0.04909722306928784,,,4759,,
