"Accuracy (t=0.5, e=0)","Accuracy (t=0.5, e=1)","Accuracy (t=0.5, e=2)","Accuracy (t=0.5, e=3)",epoch,step
12.097674369812012,39.40620040893555,53.993797302246094,74.20155334472656,0,0
