epoch,mse_epoch_epoch,mse_epoch_step,mse_loss,mse_step,step
0,,1.077212929725647,,1.077212929725647,49
0,,0.872847855091095,,0.872847855091095,99
0,,0.8318220376968384,,0.8318220376968384,149
0,,0.7771377563476562,,0.7771377563476562,199
0,,0.7641081213951111,,0.7641081213951111,249
0,,0.7332349419593811,,0.7332349419593811,299
0,,0.7210557460784912,,0.7210557460784912,349
0,,0.7167776823043823,,0.7167776823043823,399
0,0.836939811706543,,,,440
1,,0.7087226510047913,,0.7087226510047913,449
1,,0.6833934783935547,,0.6833934783935547,499
1,,0.6902926564216614,,0.6902926564216614,549
1,,0.6638184785842896,,0.6638184785842896,599
1,,0.6806559562683105,,0.6806559562683105,649
1,,0.685609757900238,,0.685609757900238,699
1,,0.6958974599838257,,0.6958974599838257,749
1,,0.6711662411689758,,0.6711662411689758,799
1,,0.6546638011932373,,0.6546638011932373,849
1,0.6770984530448914,,,,881
2,,0.6857144236564636,,0.6857144236564636,899
2,,0.6591112613677979,,0.6591112613677979,949
2,,0.6532929539680481,,0.6532929539680481,999
2,,0.6734361052513123,,0.6734361052513123,1049
2,,0.68961501121521,,0.68961501121521,1099
2,,0.6470313668251038,,0.6470313668251038,1149
2,,0.6265876889228821,,0.6265876889228821,1199
2,,0.6923837065696716,,0.6923837065696716,1249
2,,0.6440066695213318,,0.6440066695213318,1299
2,0.6557319164276123,,,,1322
3,,0.6495989561080933,,0.6495989561080933,1349
3,,0.6490960121154785,,0.6490960121154785,1399
3,,0.6503146886825562,,0.6503146886825562,1449
3,,0.6407148838043213,,0.6407148838043213,1499
3,,0.6633745431900024,,0.6633745431900024,1549
3,,0.6439480185508728,,0.6439480185508728,1599
3,,0.6848840117454529,,0.6848840117454529,1649
3,,0.6567057371139526,,0.6567057371139526,1699
3,,0.6197027564048767,,0.6197027564048767,1749
3,0.6415374875068665,,,,1763
4,,0.619049072265625,,0.619049072265625,1799
4,,0.6345412135124207,,0.6345412135124207,1849
4,,0.6332916021347046,,0.6332916021347046,1899
4,,0.5984688401222229,,0.5984688401222229,1949
4,,0.6224233508110046,,0.6224233508110046,1999
4,,0.688168466091156,,0.688168466091156,2049
4,,0.5991167426109314,,0.5991167426109314,2099
4,,0.6362977623939514,,0.6362977623939514,2149
4,,0.6229235529899597,,0.6229235529899597,2199
4,0.6325107216835022,,,,2204
5,,0.6000024080276489,,0.6000024080276489,2249
5,,0.630842924118042,,0.630842924118042,2299
5,,0.6664638519287109,,0.6664638519287109,2349
5,,0.6537544131278992,,0.6537544131278992,2399
5,,0.6013157963752747,,0.6013157963752747,2449
5,,0.654257595539093,,0.654257595539093,2499
5,,0.6286581754684448,,0.6286581754684448,2549
5,,0.6273896098136902,,0.6273896098136902,2599
5,0.62677001953125,,,,2645
6,,0.6212331056594849,,0.6212331056594849,2649
6,,0.6374432444572449,,0.6374432444572449,2699
6,,0.623245358467102,,0.623245358467102,2749
6,,0.6090787053108215,,0.6090787053108215,2799
6,,0.6373326182365417,,0.6373326182365417,2849
6,,0.6515408158302307,,0.6515408158302307,2899
6,,0.6153106689453125,,0.6153106689453125,2949
6,,0.607754111289978,,0.607754111289978,2999
6,,0.6328209638595581,,0.6328209638595581,3049
6,0.6239237189292908,,,,3086
7,,0.5941855907440186,,0.5941855907440186,3099
7,,0.5989739298820496,,0.5989739298820496,3149
7,,0.6131591200828552,,0.6131591200828552,3199
7,,0.6539624929428101,,0.6539624929428101,3249
7,,0.6084582805633545,,0.6084582805633545,3299
7,,0.6278554201126099,,0.6278554201126099,3349
7,,0.6167485117912292,,0.6167485117912292,3399
7,,0.640682578086853,,0.640682578086853,3449
7,,0.6312934756278992,,0.6312934756278992,3499
7,0.6131343245506287,,,,3527
8,,0.6440038681030273,,0.6440038681030273,3549
8,,0.5715161561965942,,0.5715161561965942,3599
8,,0.5988416075706482,,0.5988416075706482,3649
8,,0.6149410009384155,,0.6149410009384155,3699
8,,0.6286814212799072,,0.6286814212799072,3749
8,,0.5888234972953796,,0.5888234972953796,3799
8,,0.6088718175888062,,0.6088718175888062,3849
8,,0.6121454238891602,,0.6121454238891602,3899
8,,0.6201061010360718,,0.6201061010360718,3949
8,0.6130884289741516,,,,3968
9,,0.6189361214637756,,0.6189361214637756,3999
9,,0.6114484071731567,,0.6114484071731567,4049
9,,0.5908012390136719,,0.5908012390136719,4099
9,,0.595583438873291,,0.595583438873291,4149
9,,0.6286795139312744,,0.6286795139312744,4199
9,,0.5992252230644226,,0.5992252230644226,4249
9,,0.6008241772651672,,0.6008241772651672,4299
9,,0.590992271900177,,0.590992271900177,4349
9,,0.6029286980628967,,0.6029286980628967,4399
9,0.6097670197486877,,,,4409
10,,,0.6107990145683289,,4410
