epoch,loss_epoch_epoch,loss_epoch_step,loss_step,step,val_acc,val_loss
0,,11.657731265905358,11.657731265905358,49,,
0,,10.525016753982522,10.525016753982522,99,,
0,,9.872650068655684,9.872650068655684,149,,
0,,9.335205928107252,9.335205928107252,199,,
0,,9.131274017067016,9.131274017067016,249,,
0,,9.107071495431828,9.107071495431828,299,,
0,,,,318,13.773643493652344,7.72261235036396
0,12.117095359478233,,,318,,
1,,9.629628372846819,9.629628372846819,349,,
1,,9.318790827278036,9.318790827278036,399,,
1,,9.08287241026578,9.08287241026578,449,,
1,,9.078448957440612,9.078448957440612,499,,
1,,9.299978504536103,9.299978504536103,549,,
1,,9.253004775454894,9.253004775454894,599,,
1,,,,637,14.589147567749023,7.616216446922153
1,9.249889551730165,,,637,,
2,,9.027034951336987,9.027034951336987,649,,
2,,9.144530985646721,9.144530985646721,699,,
2,,9.447425175520841,9.447425175520841,749,,
2,,9.722936657200544,9.722936657200544,799,,
