epoch,loss_epoch_epoch,loss_epoch_step,loss_step,step,val_acc,val_loss
0,,0.1130186270024907,0.1130186270024907,49,,
0,,0.09631816651284265,0.09631816651284265,99,,
0,,0.0898684635203519,0.0898684635203519,149,,
0,,0.08650083309125084,0.08650083309125084,199,,
0,,0.09839067437028601,0.09839067437028601,249,,
0,,0.08760454754092885,0.08760454754092885,299,,
0,,0.0853247130236713,0.0853247130236713,349,,
0,,0.08920220514954451,0.08920220514954451,399,,
0,,0.08692778261640766,0.08692778261640766,449,,
0,,,,477,15.213953971862793,0.06683187200290916
0,0.09523572767811181,,,477,,
1,,0.08031351839844635,0.08031351839844635,499,,
1,,0.08372831679766699,0.08372831679766699,549,,
1,,0.07904843797327853,0.07904843797327853,599,,
1,,0.0803988633905917,0.0803988633905917,649,,
1,,0.08754935896894737,0.08754935896894737,699,,
1,,0.07947767140164454,0.07947767140164454,749,,
1,,0.08499850961981296,0.08499850961981296,799,,
1,,0.07258241513366818,0.07258241513366818,849,,
1,,0.06960004291756573,0.06960004291756573,899,,
1,,0.07693772792593927,0.07693772792593927,949,,
1,,,,955,15.941085815429688,0.060870126302522
1,0.08028873865474526,,,955,,
2,,0.07707031914535024,0.07707031914535024,999,,
2,,0.07874594045394766,0.07874594045394766,1049,,
2,,0.07128530213015039,0.07128530213015039,1099,,
2,,0.0735139393401436,0.0735139393401436,1149,,
2,,0.0731784088046257,0.0731784088046257,1199,,
2,,0.07731666150536812,0.07731666150536812,1249,,
2,,0.07916872063002893,0.07916872063002893,1299,,
2,,0.07109961286369071,0.07109961286369071,1349,,
2,,0.0750861589880761,0.0750861589880761,1399,,
2,,,,1433,16.854265213012695,0.058862778950500544
2,0.0755804940203542,,,1433,,
3,,0.0755957173982075,0.0755957173982075,1449,,
3,,0.06991122186143915,0.06991122186143915,1499,,
3,,0.07197739768785087,0.07197739768785087,1549,,
3,,0.06649508591753449,0.06649508591753449,1599,,
3,,0.06891653698818427,0.06891653698818427,1649,,
3,,0.07187832481167387,0.07187832481167387,1699,,
3,,0.07671088119106777,0.07671088119106777,1749,,
3,,0.06926496734946964,0.06926496734946964,1799,,
3,,0.07446524797001604,0.07446524797001604,1849,,
3,,0.08724066207667948,0.08724066207667948,1899,,
3,,,,1911,17.024805068969727,0.057798429467010595
3,0.0731419549550268,,,1911,,
4,,0.07254972216112737,0.07254972216112737,1949,,
4,,0.07059642340428265,0.07059642340428265,1999,,
4,,0.06910944385825471,0.06910944385825471,2049,,
4,,0.0829805049889051,0.0829805049889051,2099,,
4,,0.06666572468186133,0.06666572468186133,2149,,
4,,0.07802291301868855,0.07802291301868855,2199,,
4,,0.07669599277626805,0.07669599277626805,2249,,
4,,0.0724322155588351,0.0724322155588351,2299,,
4,,0.07148662701452216,0.07148662701452216,2349,,
4,,,,2389,17.15968894958496,0.05757127954057272
4,0.07169565903319848,,,2389,,
5,,0.0703965089981696,0.0703965089981696,2399,,
5,,0.06525348992498563,0.06525348992498563,2449,,
5,,0.06783452959915294,0.06783452959915294,2499,,
5,,0.06599961095703448,0.06599961095703448,2549,,
5,,0.06594946651265372,0.06594946651265372,2599,,
5,,0.0725667810761808,0.0725667810761808,2649,,
5,,0.06706167433576193,0.06706167433576193,2699,,
5,,0.0651426492369631,0.0651426492369631,2749,,
5,,0.0625282615660766,0.0625282615660766,2799,,
5,,0.06873753201085427,0.06873753201085427,2849,,
5,,,,2867,17.97984504699707,0.05527630275158377
5,0.06862958813553847,,,2867,,
6,,0.06446132469694084,0.06446132469694084,2899,,
6,,0.07037456943428344,0.07037456943428344,2949,,
6,,0.07131268866103034,0.07131268866103034,2999,,
6,,0.06915097992478866,0.06915097992478866,3049,,
6,,0.06592110227614997,0.06592110227614997,3099,,
6,,0.06107082633967967,0.06107082633967967,3149,,
6,,0.06327334474019532,0.06327334474019532,3199,,
6,,0.060871079034165484,0.060871079034165484,3249,,
6,,0.0649386170622905,0.0649386170622905,3299,,
6,,,,3345,17.86356544494629,0.05513317553210711
6,0.0681461701316283,,,3345,,
7,,0.06636235480047786,0.06636235480047786,3349,,
7,,0.06676271449461074,0.06676271449461074,3399,,
7,,0.06909568896582306,0.06909568896582306,3449,,
7,,0.06700547193843007,0.06700547193843007,3499,,
7,,0.06753030160474001,0.06753030160474001,3549,,
7,,0.06841435554018388,0.06841435554018388,3599,,
7,,0.06505937249310258,0.06505937249310258,3649,,
7,,0.06969743508220008,0.06969743508220008,3699,,
7,,0.06804824122161236,0.06804824122161236,3749,,
7,,0.06393418649899817,0.06393418649899817,3799,,
7,,,,3823,18.024805068969727,0.05529039066912486
7,0.06780105492223105,,,3823,,
8,,0.06441242320395665,0.06441242320395665,3849,,
8,,0.06724945532240928,0.06724945532240928,3899,,
8,,0.06197671939354525,0.06197671939354525,3949,,
8,,0.06462413993039301,0.06462413993039301,3999,,
8,,0.06525502651680132,0.06525502651680132,4049,,
8,,0.06787861509095063,0.06787861509095063,4099,,
8,,0.06818530140297381,0.06818530140297381,4149,,
8,,0.07787804107679723,0.07787804107679723,4199,,
8,,0.06439452714032363,0.06439452714032363,4249,,
8,,0.06294316591170407,0.06294316591170407,4299,,
8,,,,4301,17.87131690979004,0.05445074516005042
8,0.06751286476283733,,,4301,,
9,,0.06507734624861924,0.06507734624861924,4349,,
