epoch,kl_epoch_epoch,kl_epoch_step,kl_error,kl_step,mse_epoch_epoch,mse_epoch_step,mse_error,mse_step,step
5,,69.4715805053711,,69.4715805053711,,22.030681610107422,,22.030681610107422,1249
5,,69.40362548828125,,69.40362548828125,,21.698617935180664,,21.698617935180664,1299
5,68.35535430908203,,,,22.434900283813477,,,,1325
6,,69.8972396850586,,69.8972396850586,,22.29775047302246,,22.29775047302246,1349
6,,67.15406036376953,,67.15406036376953,,21.9030818939209,,21.9030818939209,1399
6,,69.33197021484375,,69.33197021484375,,21.782400131225586,,21.782400131225586,1449
6,,66.39448547363281,,66.39448547363281,,22.36876678466797,,22.36876678466797,1499
6,68.56815338134766,,,,21.989316940307617,,,,1546
7,,68.19309997558594,,68.19309997558594,,21.32810401916504,,21.32810401916504,1549
7,,69.3889389038086,,69.3889389038086,,21.408117294311523,,21.408117294311523,1599
7,,68.64932250976562,,68.64932250976562,,20.835620880126953,,20.835620880126953,1649
7,,67.59683990478516,,67.59683990478516,,21.84425163269043,,21.84425163269043,1699
7,,68.82659912109375,,68.82659912109375,,21.34968376159668,,21.34968376159668,1749
7,68.70228576660156,,,,21.508108139038086,,,,1767
8,,69.08106994628906,,69.08106994628906,,20.969926834106445,,20.969926834106445,1799
8,,67.31869506835938,,67.31869506835938,,21.360132217407227,,21.360132217407227,1849
8,,69.39564514160156,,69.39564514160156,,20.609106063842773,,20.609106063842773,1899
8,,68.51408386230469,,68.51408386230469,,21.53472900390625,,21.53472900390625,1949
8,68.67816162109375,,,,21.3009033203125,,,,1988
9,,67.49475860595703,,67.49475860595703,,21.428922653198242,,21.428922653198242,1999
9,,68.16091918945312,,68.16091918945312,,20.204608917236328,,20.204608917236328,2049
9,,69.642578125,,69.642578125,,21.276458740234375,,21.276458740234375,2099
9,,69.2168960571289,,69.2168960571289,,21.3842716217041,,21.3842716217041,2149
9,,67.51643371582031,,67.51643371582031,,20.521461486816406,,20.521461486816406,2199
9,68.71028137207031,,,,21.10736083984375,,,,2209
10,,67.88177490234375,,67.88177490234375,,21.078109741210938,,21.078109741210938,2249
10,,69.55227661132812,,69.55227661132812,,20.86443519592285,,20.86443519592285,2299
10,,69.10353088378906,,69.10353088378906,,20.30221939086914,,20.30221939086914,2349
10,,69.64848327636719,,69.64848327636719,,19.884159088134766,,19.884159088134766,2399
10,68.74834442138672,,,,20.96102523803711,,,,2430
11,,69.78126525878906,,69.78126525878906,,20.07465362548828,,20.07465362548828,2449
11,,68.59989929199219,,68.59989929199219,,20.568553924560547,,20.568553924560547,2499
11,,69.76472473144531,,69.76472473144531,,20.406728744506836,,20.406728744506836,2549
11,,69.18538665771484,,69.18538665771484,,21.157073974609375,,21.157073974609375,2599
11,,69.13851928710938,,69.13851928710938,,20.777334213256836,,20.777334213256836,2649
11,68.90027618408203,,,,20.766611099243164,,,,2651
12,,69.2991943359375,,69.2991943359375,,20.970901489257812,,20.970901489257812,2699
12,,69.11520385742188,,69.11520385742188,,20.887739181518555,,20.887739181518555,2749
12,,69.9717788696289,,69.9717788696289,,20.072134017944336,,20.072134017944336,2799
12,,68.22779846191406,,68.22779846191406,,20.565298080444336,,20.565298080444336,2849
12,68.89447021484375,,,,20.651540756225586,,,,2872
13,,70.8265609741211,,70.8265609741211,,21.052892684936523,,21.052892684936523,2899
13,,69.7854995727539,,69.7854995727539,,20.804655075073242,,20.804655075073242,2949
13,,68.43311309814453,,68.43311309814453,,19.597198486328125,,19.597198486328125,2999
13,,68.64635467529297,,68.64635467529297,,19.602304458618164,,19.602304458618164,3049
13,68.89055633544922,,,,20.427879333496094,,,,3093
14,,69.40977478027344,,69.40977478027344,,20.305856704711914,,20.305856704711914,3099
14,,67.12155151367188,,67.12155151367188,,19.700366973876953,,19.700366973876953,3149
14,,67.96060180664062,,67.96060180664062,,20.09507179260254,,20.09507179260254,3199
14,,67.88670349121094,,67.88670349121094,,19.57624626159668,,19.57624626159668,3249
14,,68.42948913574219,,68.42948913574219,,20.572280883789062,,20.572280883789062,3299
14,68.9417953491211,,,,20.312646865844727,,,,3314
15,,68.38059997558594,,68.38059997558594,,20.165971755981445,,20.165971755981445,3349
15,,70.30826568603516,,70.30826568603516,,19.603168487548828,,19.603168487548828,3399
15,,70.13932800292969,,70.13932800292969,,20.234375,,20.234375,3449
15,,68.51002502441406,,68.51002502441406,,21.01034927368164,,21.01034927368164,3499
15,68.92314147949219,,,,20.260530471801758,,,,3535
16,,68.41996002197266,,68.41996002197266,,20.36041831970215,,20.36041831970215,3549
16,,70.0988998413086,,70.0988998413086,,19.942888259887695,,19.942888259887695,3599
16,,67.73621368408203,,67.73621368408203,,19.610021591186523,,19.610021591186523,3649
16,,70.54110717773438,,70.54110717773438,,19.610767364501953,,19.610767364501953,3699
16,,70.52581787109375,,70.52581787109375,,19.448305130004883,,19.448305130004883,3749
16,68.99785614013672,,,,20.198585510253906,,,,3756
17,,68.5608901977539,,68.5608901977539,,19.77718162536621,,19.77718162536621,3799
17,,69.77399444580078,,69.77399444580078,,20.336673736572266,,20.336673736572266,3849
17,,68.88719940185547,,68.88719940185547,,19.8394832611084,,19.8394832611084,3899
17,,68.25932312011719,,68.25932312011719,,20.822019577026367,,20.822019577026367,3949
17,68.92039489746094,,,,20.125619888305664,,,,3977
18,,68.48841857910156,,68.48841857910156,,19.989988327026367,,19.989988327026367,3999
18,,67.96966552734375,,67.96966552734375,,20.153310775756836,,20.153310775756836,4049
18,,68.50444793701172,,68.50444793701172,,20.1520938873291,,20.1520938873291,4099
18,,69.34750366210938,,69.34750366210938,,19.565305709838867,,19.565305709838867,4149
18,68.97427368164062,,,,20.037506103515625,,,,4198
19,,69.47013854980469,,69.47013854980469,,19.81965446472168,,19.81965446472168,4199
19,,69.6694564819336,,69.6694564819336,,20.14670753479004,,20.14670753479004,4249
19,,69.17768096923828,,69.17768096923828,,19.7071475982666,,19.7071475982666,4299
19,,68.55020904541016,,68.55020904541016,,20.33553123474121,,20.33553123474121,4349
19,,67.26890563964844,,67.26890563964844,,20.072248458862305,,20.072248458862305,4399
19,69.00426483154297,,,,19.898481369018555,,,,4419
20,,,68.37950897216797,,,,20.07911491394043,,4420
