epoch,kl_epoch_epoch,kl_epoch_step,kl_error,kl_step,mse_epoch_epoch,mse_epoch_step,mse_error,mse_step,step
0,,87.11837768554688,,87.11837768554688,,49.98794174194336,,49.98794174194336,49
0,,56.95491027832031,,56.95491027832031,,41.023685455322266,,41.023685455322266,99
0,,59.79353332519531,,59.79353332519531,,34.515380859375,,34.515380859375,149
0,,62.03742980957031,,62.03742980957031,,31.577192306518555,,31.577192306518555,199
0,73.77305603027344,,,,53.08830642700195,,,,220
1,,61.65850067138672,,61.65850067138672,,29.85626220703125,,29.85626220703125,249
1,,64.57650756835938,,64.57650756835938,,28.297204971313477,,28.297204971313477,299
1,,66.73052215576172,,66.73052215576172,,27.065322875976562,,27.065322875976562,349
1,,66.39167785644531,,66.39167785644531,,25.96689796447754,,25.96689796447754,399
1,64.85098266601562,,,,28.2802677154541,,,,441
2,,66.51597595214844,,66.51597595214844,,24.937326431274414,,24.937326431274414,449
2,,66.57877349853516,,66.57877349853516,,25.760181427001953,,25.760181427001953,499
2,,65.29167938232422,,65.29167938232422,,25.452905654907227,,25.452905654907227,549
2,,67.83914184570312,,67.83914184570312,,24.89694595336914,,24.89694595336914,599
2,,68.85106658935547,,68.85106658935547,,24.6124324798584,,24.6124324798584,649
2,66.79579162597656,,,,25.339561462402344,,,,662
3,,66.1742935180664,,66.1742935180664,,24.741662979125977,,24.741662979125977,699
3,,67.03485107421875,,67.03485107421875,,24.856435775756836,,24.856435775756836,749
3,,66.69672393798828,,66.69672393798828,,23.060138702392578,,23.060138702392578,799
3,,67.86213684082031,,67.86213684082031,,23.400272369384766,,23.400272369384766,849
3,67.60095977783203,,,,24.013673782348633,,,,883
4,,67.43399047851562,,67.43399047851562,,22.992412567138672,,22.992412567138672,899
4,,66.7907943725586,,66.7907943725586,,23.328170776367188,,23.328170776367188,949
4,,66.51724243164062,,66.51724243164062,,23.059988021850586,,23.059988021850586,999
4,,69.67607116699219,,69.67607116699219,,22.973905563354492,,22.973905563354492,1049
4,,71.2860336303711,,71.2860336303711,,22.437152862548828,,22.437152862548828,1099
4,68.00176239013672,,,,23.038896560668945,,,,1104
5,,66.93995666503906,,66.93995666503906,,22.94659996032715,,22.94659996032715,1149
5,,68.97589111328125,,68.97589111328125,,22.367938995361328,,22.367938995361328,1199
