epoch,loss_epoch_epoch,loss_epoch_step,loss_step,step,val_acc,val_loss
0,,0.4089629330512339,0.4089629330512339,49,,
0,,0.3168530414804675,0.3168530414804675,99,,
0,,0.27840204666961815,0.27840204666961815,149,,
0,,0.27950513049368303,0.27950513049368303,199,,
0,,0.28499123424370665,0.28499123424370665,249,,
0,,0.24059887960523987,0.24059887960523987,299,,
0,,0.2663864999706595,0.2663864999706595,349,,
0,,0.23939416165069097,0.23939416165069097,399,,
0,,0.2535476517504614,0.2535476517504614,449,,
0,,0.2738039026547811,0.2738039026547811,499,,
0,,0.2656558240368752,0.2656558240368752,549,,
0,,0.25121988682654134,0.25121988682654134,599,,
0,,0.2415377616291355,0.2415377616291355,649,,
0,,0.23608834265092463,0.23608834265092463,699,,
0,,0.21744944342347572,0.21744944342347572,749,,
0,,0.2760513637052183,0.2760513637052183,799,,
0,,0.23382496240762077,0.23382496240762077,849,,
0,,0.25899408015209247,0.25899408015209247,899,,
0,,0.2526823066897696,0.2526823066897696,949,,
0,,0.23623180718614853,0.23623180718614853,999,,
0,,0.26527982337111644,0.26527982337111644,1049,,
0,,0.26319179670573273,0.26319179670573273,1099,,
0,,0.27551006637852926,0.27551006637852926,1149,,
0,,0.22315460962999548,0.22315460962999548,1199,,
0,,0.23615715139508897,0.23615715139508897,1249,,
0,,0.2391650637278189,0.2391650637278189,1299,,
0,,0.24881078295856313,0.24881078295856313,1349,,
0,,0.21873933676389054,0.21873933676389054,1399,,
0,,0.26500188835505173,0.26500188835505173,1449,,
0,,0.24928402414368245,0.24928402414368245,1499,,
0,,0.2320247319865134,0.2320247319865134,1549,,
0,,0.23160557060368034,0.23160557060368034,1599,,
0,,0.2403308793909779,0.2403308793909779,1649,,
0,,0.22138225705148828,0.22138225705148828,1699,,
0,,0.23495397597329218,0.23495397597329218,1749,,
0,,0.23998755430289226,0.23998755430289226,1799,,
0,,0.2378979693352197,0.2378979693352197,1849,,
0,,0.24971078433428592,0.24971078433428592,1899,,
0,,,,1902,90.89017486572266,0.24058693505368378
0,0.26107564898515556,,,1902,,
1,,0.23089894548874326,0.23089894548874326,1949,,
1,,0.2188665622433995,0.2188665622433995,1999,,
1,,0.22906974519587528,0.22906974519587528,2049,,
1,,0.2390310368155487,0.2390310368155487,2099,,
1,,0.22622549587360619,0.22622549587360619,2149,,
1,,0.2192457399745833,0.2192457399745833,2199,,
1,,0.23626373030495418,0.23626373030495418,2249,,
1,,0.25205656675,0.25205656675,2299,,
1,,0.20145409807667441,0.20145409807667441,2349,,
1,,0.20574363582682192,0.20574363582682192,2399,,
1,,0.2374412702943929,0.2374412702943929,2449,,
1,,0.21770089995377015,0.21770089995377015,2499,,
1,,0.20555606844530305,0.20555606844530305,2549,,
1,,0.22146535941351872,0.22146535941351872,2599,,
1,,0.21231014566291548,0.21231014566291548,2649,,
1,,0.21840560671076786,0.21840560671076786,2699,,
1,,0.21303631338915152,0.21303631338915152,2749,,
1,,0.22627114664938988,0.22627114664938988,2799,,
1,,0.21812316672854073,0.21812316672854073,2849,,
1,,0.22690531974163858,0.22690531974163858,2899,,
1,,0.23699806235905702,0.23699806235905702,2949,,
1,,0.2413486964422776,0.2413486964422776,2999,,
1,,0.25088976800377394,0.25088976800377394,3049,,
1,,0.21892703988311588,0.21892703988311588,3099,,
1,,0.22421967149200783,0.22421967149200783,3149,,
1,,0.22563075137993815,0.22563075137993815,3199,,
1,,0.20971009504568808,0.20971009504568808,3249,,
1,,0.21363957644063541,0.21363957644063541,3299,,
1,,0.2553279229844559,0.2553279229844559,3349,,
1,,0.2078866586973089,0.2078866586973089,3399,,
1,,0.22036178334510906,0.22036178334510906,3449,,
1,,0.24321747433661633,0.24321747433661633,3499,,
1,,0.24003363825667215,0.24003363825667215,3549,,
1,,0.23401863382824128,0.23401863382824128,3599,,
1,,0.1989355098374399,0.1989355098374399,3649,,
1,,0.19828958425822182,0.19828958425822182,3699,,
1,,0.19365597428273307,0.19365597428273307,3749,,
1,,0.2466081478097098,0.2466081478097098,3799,,
1,,,,3805,90.93510437011719,0.23730893403453884
1,0.22849091430307644,,,3805,,
2,,0.20980034952310533,0.20980034952310533,3849,,
2,,0.21957769766484844,0.21957769766484844,3899,,
2,,0.20476821970201764,0.20476821970201764,3949,,
2,,0.23470513195678017,0.23470513195678017,3999,,
2,,0.21116024407153997,0.21116024407153997,4049,,
2,,0.20583567637644126,0.20583567637644126,4099,,
2,,0.24825921224860598,0.24825921224860598,4149,,
2,,0.220615304568871,0.220615304568871,4199,,
2,,0.22797961170859599,0.22797961170859599,4249,,
2,,0.18632264216238345,0.18632264216238345,4299,,
2,,0.22142248907630446,0.22142248907630446,4349,,
2,,0.23040582162013745,0.23040582162013745,4399,,
2,,0.24112506590112276,0.24112506590112276,4449,,
2,,0.22419935419615172,0.22419935419615172,4499,,
2,,0.2175212895492889,0.2175212895492889,4549,,
2,,0.20536890297403207,0.20536890297403207,4599,,
2,,0.22001848112547806,0.22001848112547806,4649,,
2,,0.22199130676083648,0.22199130676083648,4699,,
2,,0.22912583875430464,0.22912583875430464,4749,,
2,,0.21651878879912365,0.21651878879912365,4799,,
2,,0.2348264952262342,0.2348264952262342,4849,,
2,,0.1978496480509431,0.1978496480509431,4899,,
2,,0.22760834433993807,0.22760834433993807,4949,,
2,,0.22127259450173248,0.22127259450173248,4999,,
2,,0.21148752197940404,0.21148752197940404,5049,,
2,,0.22201336048168768,0.22201336048168768,5099,,
2,,0.21974220205219028,0.21974220205219028,5149,,
2,,0.2114948879176009,0.2114948879176009,5199,,
2,,0.23677441642674543,0.23677441642674543,5249,,
2,,0.2183484370699198,0.2183484370699198,5299,,
2,,0.20324086155974733,0.20324086155974733,5349,,
2,,0.2104288858204856,0.2104288858204856,5399,,
2,,0.2144873627156629,0.2144873627156629,5449,,
2,,0.21687772791793655,0.21687772791793655,5499,,
2,,0.18477100851925152,0.18477100851925152,5549,,
2,,0.23456131640851793,0.23456131640851793,5599,,
2,,0.24624015068380042,0.24624015068380042,5649,,
2,,0.21864095668027275,0.21864095668027275,5699,,
2,,,,5708,91.14935302734375,0.23137001488804632
2,0.21967589612098262,,,5708,,
