"Accuracy (t=0.5, e=0)","Accuracy (t=0.5, e=1)","Accuracy (t=0.5, e=2)","Accuracy (t=0.5, e=3)",epoch,step
25.178295135498047,53.30232238769531,76.2279052734375,89.11162567138672,0,0
