epoch,kl_epoch_epoch,kl_epoch_step,kl_step,mse_epoch_epoch,mse_epoch_step,mse_step,step
0,,60.574188232421875,60.574188232421875,,10.503527641296387,10.503527641296387,49
0,,60.30066680908203,60.30066680908203,,10.439252853393555,10.439252853393555,99
0,,59.346282958984375,59.346282958984375,,9.646588325500488,9.646588325500488,149
0,,60.516090393066406,60.516090393066406,,10.100885391235352,10.100885391235352,199
0,,60.4713134765625,60.4713134765625,,10.17548942565918,10.17548942565918,249
0,,61.30018615722656,61.30018615722656,,10.299901962280273,10.299901962280273,299
0,,60.09600830078125,60.09600830078125,,10.724379539489746,10.724379539489746,349
0,,59.82734680175781,59.82734680175781,,9.841060638427734,9.841060638427734,399
0,60.603370666503906,,,10.257979393005371,,,440
1,,60.94529724121094,60.94529724121094,,10.485381126403809,10.485381126403809,449
1,,60.87017059326172,60.87017059326172,,10.296902656555176,10.296902656555176,499
1,,60.49537658691406,60.49537658691406,,10.405527114868164,10.405527114868164,549
1,,61.29381561279297,61.29381561279297,,11.011853218078613,11.011853218078613,599
1,,59.50544738769531,59.50544738769531,,9.976814270019531,9.976814270019531,649
1,,61.10650634765625,61.10650634765625,,10.603270530700684,10.603270530700684,699
1,,60.730316162109375,60.730316162109375,,10.606254577636719,10.606254577636719,749
1,,60.9522705078125,60.9522705078125,,10.492294311523438,10.492294311523438,799
1,,61.81855010986328,61.81855010986328,,10.831402778625488,10.831402778625488,849
1,60.588478088378906,,,10.256800651550293,,,881
2,,60.597023010253906,60.597023010253906,,10.292098999023438,10.292098999023438,899
2,,60.35972595214844,60.35972595214844,,10.000834465026855,10.000834465026855,949
2,,61.04435729980469,61.04435729980469,,10.110281944274902,10.110281944274902,999
2,,61.46173095703125,61.46173095703125,,10.649255752563477,10.649255752563477,1049
2,,59.87358856201172,59.87358856201172,,10.459702491760254,10.459702491760254,1099
2,,59.52528381347656,59.52528381347656,,10.510100364685059,10.510100364685059,1149
2,,60.613616943359375,60.613616943359375,,10.09890365600586,10.09890365600586,1199
2,,59.12629699707031,59.12629699707031,,9.789336204528809,9.789336204528809,1249
2,,62.7269287109375,62.7269287109375,,10.50257396697998,10.50257396697998,1299
2,60.63343811035156,,,10.243529319763184,,,1322
3,,60.39152526855469,60.39152526855469,,10.19285774230957,10.19285774230957,1349
3,,61.22972869873047,61.22972869873047,,10.091684341430664,10.091684341430664,1399
3,,60.58973693847656,60.58973693847656,,10.204806327819824,10.204806327819824,1449
