L1_epoch_epoch,L1_epoch_step,L1_loss,L1_step,epoch,step
,20.208791732788086,,20.208791732788086,4,2199
20.031896591186523,,,,4,2204
,19.327421188354492,,19.327421188354492,5,2249
,18.602153778076172,,18.602153778076172,5,2299
,20.22343635559082,,20.22343635559082,5,2349
,19.473445892333984,,19.473445892333984,5,2399
,19.659671783447266,,19.659671783447266,5,2449
,20.14592742919922,,20.14592742919922,5,2499
,19.95575523376465,,19.95575523376465,5,2549
,19.33736228942871,,19.33736228942871,5,2599
19.839096069335938,,,,5,2645
,19.19425392150879,,19.19425392150879,6,2649
,19.76165771484375,,19.76165771484375,6,2699
,20.25011444091797,,20.25011444091797,6,2749
,19.967609405517578,,19.967609405517578,6,2799
,20.20895767211914,,20.20895767211914,6,2849
,20.784732818603516,,20.784732818603516,6,2899
,19.434856414794922,,19.434856414794922,6,2949
,19.13355827331543,,19.13355827331543,6,2999
,18.571002960205078,,18.571002960205078,6,3049
19.741666793823242,,,,6,3086
,20.589420318603516,,20.589420318603516,7,3099
,20.77350616455078,,20.77350616455078,7,3149
,19.071170806884766,,19.071170806884766,7,3199
,20.169904708862305,,20.169904708862305,7,3249
,20.185365676879883,,20.185365676879883,7,3299
,20.25166893005371,,20.25166893005371,7,3349
,19.948936462402344,,19.948936462402344,7,3399
,19.059467315673828,,19.059467315673828,7,3449
,21.24102210998535,,21.24102210998535,7,3499
19.81122398376465,,,,7,3527
,19.104089736938477,,19.104089736938477,8,3549
,19.41400909423828,,19.41400909423828,8,3599
,19.07489013671875,,19.07489013671875,8,3649
,19.65917205810547,,19.65917205810547,8,3699
,19.74077796936035,,19.74077796936035,8,3749
,21.652217864990234,,21.652217864990234,8,3799
,19.131065368652344,,19.131065368652344,8,3849
,18.788341522216797,,18.788341522216797,8,3899
,19.53856086730957,,19.53856086730957,8,3949
19.47191619873047,,,,8,3968
,19.52413558959961,,19.52413558959961,9,3999
,19.25156021118164,,19.25156021118164,9,4049
,19.379411697387695,,19.379411697387695,9,4099
,19.463565826416016,,19.463565826416016,9,4149
,18.75181007385254,,18.75181007385254,9,4199
,19.549537658691406,,19.549537658691406,9,4249
,19.334659576416016,,19.334659576416016,9,4299
,18.23175621032715,,18.23175621032715,9,4349
,20.232900619506836,,20.232900619506836,9,4399
19.496261596679688,,,,9,4409
,19.62320327758789,,19.62320327758789,10,4449
,18.932289123535156,,18.932289123535156,10,4499
,19.34993553161621,,19.34993553161621,10,4549
,20.85329818725586,,20.85329818725586,10,4599
,19.86069107055664,,19.86069107055664,10,4649
,19.37234115600586,,19.37234115600586,10,4699
,20.974639892578125,,20.974639892578125,10,4749
,19.077838897705078,,19.077838897705078,10,4799
,18.72400665283203,,18.72400665283203,10,4849
19.4229736328125,,,,10,4850
,20.534175872802734,,20.534175872802734,11,4899
,18.56926727294922,,18.56926727294922,11,4949
,21.093114852905273,,21.093114852905273,11,4999
,19.299863815307617,,19.299863815307617,11,5049
,18.947399139404297,,18.947399139404297,11,5099
,19.83724594116211,,19.83724594116211,11,5149
,18.690732955932617,,18.690732955932617,11,5199
,18.80620002746582,,18.80620002746582,11,5249
19.467422485351562,,,,11,5291
,20.028017044067383,,20.028017044067383,12,5299
,19.110361099243164,,19.110361099243164,12,5349
,18.861083984375,,18.861083984375,12,5399
,18.933605194091797,,18.933605194091797,12,5449
,19.590023040771484,,19.590023040771484,12,5499
,19.62761688232422,,19.62761688232422,12,5549
,18.531715393066406,,18.531715393066406,12,5599
,18.433385848999023,,18.433385848999023,12,5649
,18.712804794311523,,18.712804794311523,12,5699
19.2811222076416,,,,12,5732
,18.818252563476562,,18.818252563476562,13,5749
,18.691814422607422,,18.691814422607422,13,5799
,30.079927444458008,,30.079927444458008,13,5849
,19.257274627685547,,19.257274627685547,13,5899
,18.79096031188965,,18.79096031188965,13,5949
,18.479310989379883,,18.479310989379883,13,5999
,19.018823623657227,,19.018823623657227,13,6049
,19.852190017700195,,19.852190017700195,13,6099
,19.215517044067383,,19.215517044067383,13,6149
19.951091766357422,,,,13,6173
,19.340717315673828,,19.340717315673828,14,6199
,19.0078125,,19.0078125,14,6249
,18.517812728881836,,18.517812728881836,14,6299
,18.903980255126953,,18.903980255126953,14,6349
,19.640222549438477,,19.640222549438477,14,6399
,19.288936614990234,,19.288936614990234,14,6449
,19.42888641357422,,19.42888641357422,14,6499
,19.328880310058594,,19.328880310058594,14,6549
,19.93368911743164,,19.93368911743164,14,6599
19.198518753051758,,,,14,6614
,19.215913772583008,,19.215913772583008,15,6649
,20.277376174926758,,20.277376174926758,15,6699
,18.370891571044922,,18.370891571044922,15,6749
,18.93916130065918,,18.93916130065918,15,6799
,19.1695613861084,,19.1695613861084,15,6849
,18.56683349609375,,18.56683349609375,15,6899
,17.980083465576172,,17.980083465576172,15,6949
,19.176414489746094,,19.176414489746094,15,6999
,18.90785026550293,,18.90785026550293,15,7049
18.549644470214844,,,,15,7055
,18.272064208984375,,18.272064208984375,16,7099
,18.79662322998047,,18.79662322998047,16,7149
,18.45211410522461,,18.45211410522461,16,7199
,19.42583465576172,,19.42583465576172,16,7249
,19.148269653320312,,19.148269653320312,16,7299
,18.352581024169922,,18.352581024169922,16,7349
,19.012004852294922,,19.012004852294922,16,7399
,19.153900146484375,,19.153900146484375,16,7449
18.61827850341797,,,,16,7496
,19.113567352294922,,19.113567352294922,17,7499
,18.37057876586914,,18.37057876586914,17,7549
,18.03836441040039,,18.03836441040039,17,7599
,18.603099822998047,,18.603099822998047,17,7649
,18.681943893432617,,18.681943893432617,17,7699
,18.725378036499023,,18.725378036499023,17,7749
,18.237314224243164,,18.237314224243164,17,7799
,18.259475708007812,,18.259475708007812,17,7849
,19.024595260620117,,19.024595260620117,17,7899
18.671812057495117,,,,17,7937
,18.554208755493164,,18.554208755493164,18,7949
,18.212677001953125,,18.212677001953125,18,7999
,19.155689239501953,,19.155689239501953,18,8049
,18.84377098083496,,18.84377098083496,18,8099
,17.95374298095703,,17.95374298095703,18,8149
,18.086509704589844,,18.086509704589844,18,8199
,19.10946273803711,,19.10946273803711,18,8249
,18.201061248779297,,18.201061248779297,18,8299
,18.720489501953125,,18.720489501953125,18,8349
18.651939392089844,,,,18,8378
,19.818981170654297,,19.818981170654297,19,8399
,18.61664581298828,,18.61664581298828,19,8449
,19.05366325378418,,19.05366325378418,19,8499
,18.526493072509766,,18.526493072509766,19,8549
,17.669708251953125,,17.669708251953125,19,8599
,18.72359848022461,,18.72359848022461,19,8649
,18.957355499267578,,18.957355499267578,19,8699
,18.41888427734375,,18.41888427734375,19,8749
,19.06779670715332,,19.06779670715332,19,8799
18.637144088745117,,,,19,8819
,18.76459503173828,,18.76459503173828,20,8849
,18.34787940979004,,18.34787940979004,20,8899
,18.938556671142578,,18.938556671142578,20,8949
,18.29819107055664,,18.29819107055664,20,8999
,17.492679595947266,,17.492679595947266,20,9049
,19.805992126464844,,19.805992126464844,20,9099
,18.684036254882812,,18.684036254882812,20,9149
,18.98394775390625,,18.98394775390625,20,9199
,19.32341766357422,,19.32341766357422,20,9249
18.621679306030273,,,,20,9260
,18.17645835876465,,18.17645835876465,21,9299
,18.040666580200195,,18.040666580200195,21,9349
,17.98484992980957,,17.98484992980957,21,9399
,18.25432014465332,,18.25432014465332,21,9449
,18.086711883544922,,18.086711883544922,21,9499
,17.82982635498047,,17.82982635498047,21,9549
,18.411245346069336,,18.411245346069336,21,9599
,18.104602813720703,,18.104602813720703,21,9649
,18.139068603515625,,18.139068603515625,21,9699
18.299779891967773,,,,21,9701
,18.398292541503906,,18.398292541503906,22,9749
,18.604015350341797,,18.604015350341797,22,9799
,17.995790481567383,,17.995790481567383,22,9849
,18.765552520751953,,18.765552520751953,22,9899
,17.346939086914062,,17.346939086914062,22,9949
,18.649093627929688,,18.649093627929688,22,9999
,19.467369079589844,,19.467369079589844,22,10049
,17.935897827148438,,17.935897827148438,22,10099
18.328004837036133,,,,22,10142
,18.402788162231445,,18.402788162231445,23,10149
,18.544883728027344,,18.544883728027344,23,10199
,18.024799346923828,,18.024799346923828,23,10249
,18.7540283203125,,18.7540283203125,23,10299
,18.442604064941406,,18.442604064941406,23,10349
,18.204347610473633,,18.204347610473633,23,10399
,18.69342803955078,,18.69342803955078,23,10449
,18.149261474609375,,18.149261474609375,23,10499
,18.078981399536133,,18.078981399536133,23,10549
18.333637237548828,,,,23,10583
,18.44008445739746,,18.44008445739746,24,10599
,18.21623992919922,,18.21623992919922,24,10649
,17.834692001342773,,17.834692001342773,24,10699
,18.26028060913086,,18.26028060913086,24,10749
,18.565731048583984,,18.565731048583984,24,10799
,18.565780639648438,,18.565780639648438,24,10849
,18.222095489501953,,18.222095489501953,24,10899
,18.990951538085938,,18.990951538085938,24,10949
,17.90123748779297,,17.90123748779297,24,10999
18.33252716064453,,,,24,11024
,18.099151611328125,,18.099151611328125,25,11049
,18.295700073242188,,18.295700073242188,25,11099
,17.893817901611328,,17.893817901611328,25,11149
,18.389930725097656,,18.389930725097656,25,11199
,18.077560424804688,,18.077560424804688,25,11249
,18.03142547607422,,18.03142547607422,25,11299
,18.337657928466797,,18.337657928466797,25,11349
,18.71573829650879,,18.71573829650879,25,11399
,18.20933723449707,,18.20933723449707,25,11449
18.321685791015625,,,,25,11465
,18.545188903808594,,18.545188903808594,26,11499
,18.35688591003418,,18.35688591003418,26,11549
,18.241111755371094,,18.241111755371094,26,11599
,18.828493118286133,,18.828493118286133,26,11649
,18.14358901977539,,18.14358901977539,26,11699
,18.345367431640625,,18.345367431640625,26,11749
,18.187379837036133,,18.187379837036133,26,11799
,18.155187606811523,,18.155187606811523,26,11849
,18.178964614868164,,18.178964614868164,26,11899
18.30861473083496,,,,26,11906
,18.170440673828125,,18.170440673828125,27,11949
,18.089527130126953,,18.089527130126953,27,11999
,18.273887634277344,,18.273887634277344,27,12049
,17.085601806640625,,17.085601806640625,27,12099
,17.93181610107422,,17.93181610107422,27,12149
,18.047964096069336,,18.047964096069336,27,12199
,17.872108459472656,,17.872108459472656,27,12249
,17.805755615234375,,17.805755615234375,27,12299
18.13359832763672,,,,27,12347
,18.136137008666992,,18.136137008666992,28,12349
,17.572280883789062,,17.572280883789062,28,12399
,18.585569381713867,,18.585569381713867,28,12449
,18.088546752929688,,18.088546752929688,28,12499
,18.089611053466797,,18.089611053466797,28,12549
,17.552284240722656,,17.552284240722656,28,12599
,17.830875396728516,,17.830875396728516,28,12649
,18.66109848022461,,18.66109848022461,28,12699
,18.497440338134766,,18.497440338134766,28,12749
18.132322311401367,,,,28,12788
,18.706501007080078,,18.706501007080078,29,12799
,18.561771392822266,,18.561771392822266,29,12849
,17.916179656982422,,17.916179656982422,29,12899
,18.626649856567383,,18.626649856567383,29,12949
,18.265195846557617,,18.265195846557617,29,12999
,18.70826530456543,,18.70826530456543,29,13049
,17.953109741210938,,17.953109741210938,29,13099
,18.090625762939453,,18.090625762939453,29,13149
,17.881113052368164,,17.881113052368164,29,13199
18.136775970458984,,,,29,13229
,,18.196868896484375,,30,13230
