"Accuracy (t=0.5, e=0)","Accuracy (t=0.5, e=1)","Accuracy (t=0.5, e=2)","Accuracy (t=0.5, e=3)",epoch,step
22.213953018188477,48.71627426147461,72.4310073852539,87.243408203125,0,0
