"Accuracy (t=1.5, e=0)","Accuracy (t=1.75, e=0)","Accuracy (t=2.0, e=0)","Accuracy (t=2.25, e=0)","Accuracy (t=2.5, e=0)",epoch,step
9.889922142028809,10.217053413391113,10.503876686096191,10.730232238769531,10.936433792114258,0,0
