epoch,loss_epoch_epoch,loss_epoch_step,loss_step,step,val_acc,val_loss
0,,11.14863514444196,11.14863514444196,49,,
0,,10.334756851592676,10.334756851592676,99,,
0,,9.555237941112015,9.555237941112015,149,,
0,,9.173647534999985,9.173647534999985,199,,
0,,9.281058642507652,9.281058642507652,249,,
0,,8.868404588657231,8.868404588657231,299,,
0,,,,318,15.43720817565918,7.068771880365406
0,12.102691739184227,,,318,,
1,,8.093248900994917,8.093248900994917,349,,
1,,8.593787400584356,8.593787400584356,399,,
1,,8.517270527355764,8.517270527355764,449,,
1,,8.553149634111637,8.553149634111637,499,,
1,,8.025032064644247,8.025032064644247,549,,
1,,8.479777735493638,8.479777735493638,599,,
1,,,,637,16.117830276489258,6.4740808406086146
1,8.326362440022843,,,637,,
2,,7.3771134770560405,7.3771134770560405,649,,
2,,7.980654998365686,7.980654998365686,699,,
2,,8.053485228939183,8.053485228939183,749,,
2,,7.7047506520137405,7.7047506520137405,799,,
2,,7.9409583975051765,7.9409583975051765,849,,
2,,7.5084619150700584,7.5084619150700584,899,,
2,,7.255238916320253,7.255238916320253,949,,
2,,,,956,17.099224090576172,6.341012771518661
2,7.849675804366965,,,956,,
3,,7.989319485560078,7.989319485560078,999,,
3,,7.510397763380221,7.510397763380221,1049,,
3,,7.424223040078711,7.424223040078711,1099,,
3,,7.583740734813417,7.583740734813417,1149,,
3,,7.07717846306461,7.07717846306461,1199,,
3,,7.736657441805574,7.736657441805574,1249,,
3,,,,1275,17.677518844604492,6.192245672500649
3,7.615000591452115,,,1275,,
4,,7.213897133699786,7.213897133699786,1299,,
4,,7.000159572142821,7.000159572142821,1349,,
