acc_0.1,acc_0.2,acc_0.3,acc_0.4,acc_0.5,acc_0.6,acc_0.7,acc_0.8,acc_0.9,epoch,step
0.03714307025074959,0.08597119897603989,0.13177120685577393,0.15964683890342712,0.16655775904655457,0.16337092220783234,0.15135619044303894,0.13261371850967407,0.11169783025979996,0,0
