acc_epoch_epoch,acc_epoch_step,acc_step,epoch,loss_epoch_epoch,loss_epoch_step,loss_step,step
,57.03125,57.03125,0,,1.6142570972442627,1.6142570972442627,49
,76.171875,76.171875,0,,0.7995445728302002,0.7995445728302002,99
,80.078125,80.078125,0,,0.6256552934646606,0.6256552934646606,149
,74.609375,74.609375,0,,0.8219417929649353,0.8219417929649353,199
,78.90625,78.90625,0,,0.6753821969032288,0.6753821969032288,249
,81.25,81.25,0,,0.6192940473556519,0.6192940473556519,299
,80.46875,80.46875,0,,0.6802772879600525,0.6802772879600525,349
,83.984375,83.984375,0,,0.5417468547821045,0.5417468547821045,399
72.33687591552734,,,0,0.9200735688209534,,,440
,82.03125,82.03125,1,,0.4948757290840149,0.4948757290840149,449
,84.375,84.375,1,,0.4501541554927826,0.4501541554927826,499
,87.109375,87.109375,1,,0.4412491023540497,0.4412491023540497,549
,82.8125,82.8125,1,,0.5176493525505066,0.5176493525505066,599
,84.765625,84.765625,1,,0.43462151288986206,0.43462151288986206,649
,78.515625,78.515625,1,,0.5518919825553894,0.5518919825553894,699
,86.328125,86.328125,1,,0.4599212110042572,0.4599212110042572,749
