acc_epoch_epoch,acc_epoch_step,acc_step,epoch,loss_epoch_epoch,loss_epoch_step,loss_step,step,top1_acc,top2_acc,val_acc,val_loss
,85.9375,85.9375,2,,0.3604174554347992,0.3604174554347992,1149,,,,
,86.328125,86.328125,2,,0.35229530930519104,0.35229530930519104,1199,,,,
,84.375,84.375,2,,0.435669869184494,0.435669869184494,1249,,,,
,82.8125,82.8125,2,,0.5122867226600647,0.5122867226600647,1299,,,,
,,,2,,,,1322,,,85.55319213867188,0.4270312190055847
85.91666412353516,,,2,0.40806445479393005,,,1322,,,,
,86.71875,86.71875,3,,0.4115538001060486,0.4115538001060486,1349,,,,
,87.109375,87.109375,3,,0.4102422297000885,0.4102422297000885,1399,,,,
,85.15625,85.15625,3,,0.388613760471344,0.388613760471344,1449,,,,
,83.984375,83.984375,3,,0.5072920322418213,0.5072920322418213,1499,,,,
,85.15625,85.15625,3,,0.40084537863731384,0.40084537863731384,1549,,,,
,83.984375,83.984375,3,,0.5105476975440979,0.5105476975440979,1599,,,,
,90.625,90.625,3,,0.308022141456604,0.308022141456604,1649,,,,
,88.671875,88.671875,3,,0.36939576268196106,0.36939576268196106,1699,,,,
,88.28125,88.28125,3,,0.34427547454833984,0.34427547454833984,1749,,,,
,,,3,,,,1763,,,85.89361572265625,0.41581615805625916
86.73403930664062,,,3,0.37834200263023376,,,1763,,,,
,87.109375,87.109375,4,,0.318255215883255,0.318255215883255,1799,,,,
,90.234375,90.234375,4,,0.2658962607383728,0.2658962607383728,1849,,,,
,85.9375,85.9375,4,,0.415695458650589,0.415695458650589,1899,,,,
,87.109375,87.109375,4,,0.31843891739845276,0.31843891739845276,1949,,,,
,86.71875,86.71875,4,,0.38588112592697144,0.38588112592697144,1999,,,,
,87.5,87.5,4,,0.3430979549884796,0.3430979549884796,2049,,,,
,85.9375,85.9375,4,,0.4118777811527252,0.4118777811527252,2099,,,,
,87.109375,87.109375,4,,0.40906408429145813,0.40906408429145813,2149,,,,
,86.328125,86.328125,4,,0.3820474445819855,0.3820474445819855,2199,,,,
,,,4,,,,2204,,,86.09574127197266,0.40914180874824524
87.07624053955078,,,4,0.36257749795913696,,,2204,,,,
,87.5,87.5,5,,0.32321101427078247,0.32321101427078247,2249,,,,
,89.0625,89.0625,5,,0.30065441131591797,0.30065441131591797,2299,,,,
,86.71875,86.71875,5,,0.3324752449989319,0.3324752449989319,2349,,,,
,89.0625,89.0625,5,,0.3442354202270508,0.3442354202270508,2399,,,,
,85.9375,85.9375,5,,0.3333217203617096,0.3333217203617096,2449,,,,
,82.8125,82.8125,5,,0.3882962465286255,0.3882962465286255,2499,,,,
,87.890625,87.890625,5,,0.3224400281906128,0.3224400281906128,2549,,,,
,85.15625,85.15625,5,,0.3515249192714691,0.3515249192714691,2599,,,,
,,,5,,,,2645,,,86.32978820800781,0.4018569588661194
87.62322998046875,,,5,0.3456668555736542,,,2645,,,,
,87.109375,87.109375,6,,0.3125469982624054,0.3125469982624054,2649,,,,
,88.671875,88.671875,6,,0.3292264938354492,0.3292264938354492,2699,,,,
,91.796875,91.796875,6,,0.31196314096450806,0.31196314096450806,2749,,,,
,83.984375,83.984375,6,,0.3652186393737793,0.3652186393737793,2799,,,,
,89.84375,89.84375,6,,0.24670343101024628,0.24670343101024628,2849,,,,
,87.890625,87.890625,6,,0.3506852090358734,0.3506852090358734,2899,,,,
,87.890625,87.890625,6,,0.42763426899909973,0.42763426899909973,2949,,,,
,87.890625,87.890625,6,,0.40136396884918213,0.40136396884918213,2999,,,,
,85.15625,85.15625,6,,0.45307981967926025,0.45307981967926025,3049,,,,
,,,6,,,,3086,,,86.4148941040039,0.3987179696559906
87.90425872802734,,,6,0.3377580940723419,,,3086,,,,
,88.671875,88.671875,7,,0.31144484877586365,0.31144484877586365,3099,,,,
,88.28125,88.28125,7,,0.24596287310123444,0.24596287310123444,3149,,,,
,88.671875,88.671875,7,,0.3063756823539734,0.3063756823539734,3199,,,,
,84.765625,84.765625,7,,0.4203443229198456,0.4203443229198456,3249,,,,
,91.40625,91.40625,7,,0.27637097239494324,0.27637097239494324,3299,,,,
,88.28125,88.28125,7,,0.3179199695587158,0.3179199695587158,3349,,,,
,88.28125,88.28125,7,,0.34390437602996826,0.34390437602996826,3399,,,,
,87.5,87.5,7,,0.2962530255317688,0.2962530255317688,3449,,,,
,89.0625,89.0625,7,,0.27377772331237793,0.27377772331237793,3499,,,,
,,,7,,,,3527,,,87.14893341064453,0.3744315207004547
88.92730712890625,,,7,0.30464455485343933,,,3527,,,,
,89.84375,89.84375,8,,0.3095148205757141,0.3095148205757141,3549,,,,
,88.671875,88.671875,8,,0.38715872168540955,0.38715872168540955,3599,,,,
,92.96875,92.96875,8,,0.2033367156982422,0.2033367156982422,3649,,,,
,88.671875,88.671875,8,,0.2793038785457611,0.2793038785457611,3699,,,,
,87.109375,87.109375,8,,0.3281092643737793,0.3281092643737793,3749,,,,
,86.328125,86.328125,8,,0.3384568393230438,0.3384568393230438,3799,,,,
,89.453125,89.453125,8,,0.23407477140426636,0.23407477140426636,3849,,,,
,90.234375,90.234375,8,,0.2680610716342926,0.2680610716342926,3899,,,,
,88.28125,88.28125,8,,0.28112226724624634,0.28112226724624634,3949,,,,
,,,8,,,,3968,,,87.17021179199219,0.37756362557411194
89.0939712524414,,,8,0.2977418005466461,,,3968,,,,
,91.796875,91.796875,9,,0.22405922412872314,0.22405922412872314,3999,,,,
,88.671875,88.671875,9,,0.30518558621406555,0.30518558621406555,4049,,,,
,89.453125,89.453125,9,,0.29115012288093567,0.29115012288093567,4099,,,,
,89.0625,89.0625,9,,0.2701544463634491,0.2701544463634491,4149,,,,
,84.765625,84.765625,9,,0.37289658188819885,0.37289658188819885,4199,,,,
,85.546875,85.546875,9,,0.32847118377685547,0.32847118377685547,4249,,,,
,90.625,90.625,9,,0.1996990144252777,0.1996990144252777,4299,,,,
,86.71875,86.71875,9,,0.32848837971687317,0.32848837971687317,4349,,,,
,91.40625,91.40625,9,,0.24177558720111847,0.24177558720111847,4399,,,,
,,,9,,,,4409,,,86.80850982666016,0.3814067244529724
89.30585479736328,,,9,0.29275089502334595,,,4409,,,,
,89.453125,89.453125,10,,0.25468719005584717,0.25468719005584717,4449,,,,
,88.671875,88.671875,10,,0.36973774433135986,0.36973774433135986,4499,,,,
,88.28125,88.28125,10,,0.27100297808647156,0.27100297808647156,4549,,,,
,89.0625,89.0625,10,,0.3009164333343506,0.3009164333343506,4599,,,,
,90.234375,90.234375,10,,0.23205222189426422,0.23205222189426422,4649,,,,
,92.578125,92.578125,10,,0.2662660479545593,0.2662660479545593,4699,,,,
,86.328125,86.328125,10,,0.3733111023902893,0.3733111023902893,4749,,,,
,86.328125,86.328125,10,,0.3218120038509369,0.3218120038509369,4799,,,,
,90.234375,90.234375,10,,0.26246020197868347,0.26246020197868347,4849,,,,
,,,10,,,,4850,,,86.72340393066406,0.38412973284721375
89.3776626586914,,,10,0.28794243931770325,,,4850,,,,
,89.453125,89.453125,11,,0.3219705820083618,0.3219705820083618,4899,,,,
,89.0625,89.0625,11,,0.30800479650497437,0.30800479650497437,4949,,,,
,87.890625,87.890625,11,,0.28304222226142883,0.28304222226142883,4999,,,,
,89.0625,89.0625,11,,0.27461180090904236,0.27461180090904236,5049,,,,
,88.28125,88.28125,11,,0.30901190638542175,0.30901190638542175,5099,,,,
,91.796875,91.796875,11,,0.24213023483753204,0.24213023483753204,5149,,,,
,88.671875,88.671875,11,,0.25443756580352783,0.25443756580352783,5199,,,,
,89.453125,89.453125,11,,0.22430871427059174,0.22430871427059174,5249,,,,
,,,11,,,,5291,,,87.03191375732422,0.3837912678718567
89.41312408447266,,,11,0.2840540409088135,,,5291,,,,
,90.625,90.625,12,,0.2535147964954376,0.2535147964954376,5299,,,,
,91.40625,91.40625,12,,0.2520579397678375,0.2520579397678375,5349,,,,
,90.625,90.625,12,,0.20674145221710205,0.20674145221710205,5399,,,,
,89.84375,89.84375,12,,0.24496042728424072,0.24496042728424072,5449,,,,
,91.796875,91.796875,12,,0.24521541595458984,0.24521541595458984,5499,,,,
,87.890625,87.890625,12,,0.27978360652923584,0.27978360652923584,5549,,,,
,89.453125,89.453125,12,,0.2690504789352417,0.2690504789352417,5599,,,,
,87.109375,87.109375,12,,0.3138394057750702,0.3138394057750702,5649,,,,
,89.0625,89.0625,12,,0.3373091220855713,0.3373091220855713,5699,,,,
,,,12,,,,5732,,,86.85638427734375,0.3917993903160095
89.64096069335938,,,12,0.27950677275657654,,,5732,,,,
,88.671875,88.671875,13,,0.29126518964767456,0.29126518964767456,5749,,,,
,91.015625,91.015625,13,,0.24233077466487885,0.24233077466487885,5799,,,,
,89.453125,89.453125,13,,0.2456999123096466,0.2456999123096466,5849,,,,
,87.5,87.5,13,,0.31332677602767944,0.31332677602767944,5899,,,,
,87.890625,87.890625,13,,0.30152344703674316,0.30152344703674316,5949,,,,
,90.625,90.625,13,,0.2556166350841522,0.2556166350841522,5999,,,,
,89.84375,89.84375,13,,0.23650217056274414,0.23650217056274414,6049,,,,
,86.71875,86.71875,13,,0.321898877620697,0.321898877620697,6099,,,,
,92.1875,92.1875,13,,0.21687597036361694,0.21687597036361694,6149,,,,
,,,13,,,,6173,,,87.09574127197266,0.3852105438709259
89.64361572265625,,,13,0.2779347598552704,,,6173,,,,
,88.671875,88.671875,14,,0.2701776921749115,0.2701776921749115,6199,,,,
,89.84375,89.84375,14,,0.23153111338615417,0.23153111338615417,6249,,,,
,93.359375,93.359375,14,,0.20905748009681702,0.20905748009681702,6299,,,,
,89.84375,89.84375,14,,0.26421982049942017,0.26421982049942017,6349,,,,
,89.453125,89.453125,14,,0.2756666839122772,0.2756666839122772,6399,,,,
,90.234375,90.234375,14,,0.2489984929561615,0.2489984929561615,6449,,,,
,88.671875,88.671875,14,,0.34502819180488586,0.34502819180488586,6499,,,,
,89.453125,89.453125,14,,0.3833160698413849,0.3833160698413849,6549,,,,
,86.71875,86.71875,14,,0.2977891266345978,0.2977891266345978,6599,,,,
,,,14,,,,6614,,,87.15425872802734,0.38863128423690796
90.4601058959961,,,14,0.253618061542511,,,6614,,,,
,90.625,90.625,15,,0.24424371123313904,0.24424371123313904,6649,,,,
,86.328125,86.328125,15,,0.32549118995666504,0.32549118995666504,6699,,,,
,92.578125,92.578125,15,,0.22588473558425903,0.22588473558425903,6749,,,,
,92.96875,92.96875,15,,0.21015731990337372,0.21015731990337372,6799,,,,
,89.453125,89.453125,15,,0.24501492083072662,0.24501492083072662,6849,,,,
,92.578125,92.578125,15,,0.21391253173351288,0.21391253173351288,6899,,,,
,90.234375,90.234375,15,,0.3259243369102478,0.3259243369102478,6949,,,,
,86.71875,86.71875,15,,0.27024340629577637,0.27024340629577637,6999,,,,
,89.84375,89.84375,15,,0.2537267804145813,0.2537267804145813,7049,,,,
,,,15,,,,7055,,,87.13298034667969,0.3915630578994751
90.7101058959961,,,15,0.2482658326625824,,,7055,,,,
,91.796875,91.796875,16,,0.2700861692428589,0.2700861692428589,7099,,,,
,91.40625,91.40625,16,,0.17381541430950165,0.17381541430950165,7149,,,,
,91.796875,91.796875,16,,0.19593094289302826,0.19593094289302826,7199,,,,
,87.890625,87.890625,16,,0.3412696421146393,0.3412696421146393,7249,,,,
,89.84375,89.84375,16,,0.2531338930130005,0.2531338930130005,7299,,,,
,88.671875,88.671875,16,,0.29954519867897034,0.29954519867897034,7349,,,,
,92.578125,92.578125,16,,0.21651795506477356,0.21651795506477356,7399,,,,
,91.40625,91.40625,16,,0.24885891377925873,0.24885891377925873,7449,,,,
,,,16,,,,7496,,,87.21808624267578,0.3910064697265625
90.72074127197266,,,16,0.2460935115814209,,,7496,,,,
,92.578125,92.578125,17,,0.1890583038330078,0.1890583038330078,7499,,,,
,88.671875,88.671875,17,,0.25034940242767334,0.25034940242767334,7549,,,,
,94.140625,94.140625,17,,0.1887030452489853,0.1887030452489853,7599,,,,
,90.234375,90.234375,17,,0.2583434283733368,0.2583434283733368,7649,,,,
,91.796875,91.796875,17,,0.23976808786392212,0.23976808786392212,7699,,,,
,91.015625,91.015625,17,,0.23319299519062042,0.23319299519062042,7749,,,,
,93.359375,93.359375,17,,0.1967206597328186,0.1967206597328186,7799,,,,
,91.796875,91.796875,17,,0.23319111764431,0.23319111764431,7849,,,,
,91.40625,91.40625,17,,0.21917644143104553,0.21917644143104553,7899,,,,
,,,17,,,,7937,,,86.76063537597656,0.40465471148490906
90.83865356445312,,,17,0.2433847188949585,,,7937,,,,
,89.453125,89.453125,18,,0.27674269676208496,0.27674269676208496,7949,,,,
,92.1875,92.1875,18,,0.2730802297592163,0.2730802297592163,7999,,,,
,90.234375,90.234375,18,,0.24059545993804932,0.24059545993804932,8049,,,,
,89.453125,89.453125,18,,0.2789226174354553,0.2789226174354553,8099,,,,
,91.40625,91.40625,18,,0.2223266214132309,0.2223266214132309,8149,,,,
,91.015625,91.015625,18,,0.23380790650844574,0.23380790650844574,8199,,,,
,89.84375,89.84375,18,,0.25358375906944275,0.25358375906944275,8249,,,,
,90.234375,90.234375,18,,0.2681741416454315,0.2681741416454315,8299,,,,
,94.921875,94.921875,18,,0.16070570051670074,0.16070570051670074,8349,,,,
,,,18,,,,8378,,,86.9521255493164,0.40300917625427246
90.9122314453125,,,18,0.24001727998256683,,,8378,,,,
,89.84375,89.84375,19,,0.2311050295829773,0.2311050295829773,8399,,,,
,87.5,87.5,19,,0.2600761950016022,0.2600761950016022,8449,,,,
,88.671875,88.671875,19,,0.2511562407016754,0.2511562407016754,8499,,,,
,88.671875,88.671875,19,,0.2858392298221588,0.2858392298221588,8549,,,,
,90.234375,90.234375,19,,0.25506025552749634,0.25506025552749634,8599,,,,
,90.234375,90.234375,19,,0.21177712082862854,0.21177712082862854,8649,,,,
,90.234375,90.234375,19,,0.2985959053039551,0.2985959053039551,8699,,,,
,92.96875,92.96875,19,,0.222593292593956,0.222593292593956,8749,,,,
,93.75,93.75,19,,0.23591549694538116,0.23591549694538116,8799,,,,
,,,19,,,,8819,,,86.76063537597656,0.4048227071762085
90.98493194580078,,,19,0.2375946193933487,,,8819,,,,
,,,20,,,,8820,86.76063537597656,95.85638427734375,,
