epoch,mse_epoch_epoch,mse_epoch_step,mse_loss,mse_step,step
0,,1.2963634729385376,,1.2963634729385376,49
0,,1.2537298202514648,,1.2537298202514648,99
0,,1.0975682735443115,,1.0975682735443115,149
0,,1.1187288761138916,,1.1187288761138916,199
0,,1.0294041633605957,,1.0294041633605957,249
0,,1.0818156003952026,,1.0818156003952026,299
0,,1.0015393495559692,,1.0015393495559692,349
0,,1.0437120199203491,,1.0437120199203491,399
0,,1.041135549545288,,1.041135549545288,449
0,,0.9583573937416077,,0.9583573937416077,499
0,,0.9845208525657654,,0.9845208525657654,549
0,,0.9951581358909607,,0.9951581358909607,599
0,,0.9866806268692017,,0.9866806268692017,649
0,,0.979066014289856,,0.979066014289856,699
0,,0.940459668636322,,0.940459668636322,749
0,,0.9638196229934692,,0.9638196229934692,799
0,,0.9483246207237244,,0.9483246207237244,849
0,1.0849686861038208,,,,881
1,,0.9145733118057251,,0.9145733118057251,899
1,,0.9008263349533081,,0.9008263349533081,949
1,,0.9581999182701111,,0.9581999182701111,999
1,,0.9488351345062256,,0.9488351345062256,1049
1,,0.8881704807281494,,0.8881704807281494,1099
1,,0.9120359420776367,,0.9120359420776367,1149
1,,0.9705274701118469,,0.9705274701118469,1199
1,,0.8867335319519043,,0.8867335319519043,1249
1,,0.8669536113739014,,0.8669536113739014,1299
1,,0.9272108674049377,,0.9272108674049377,1349
1,,0.9427274465560913,,0.9427274465560913,1399
1,,0.9144803285598755,,0.9144803285598755,1449
1,,0.9260977506637573,,0.9260977506637573,1499
1,,0.9043460488319397,,0.9043460488319397,1549
1,,0.9748762249946594,,0.9748762249946594,1599
1,,0.8803916573524475,,0.8803916573524475,1649
1,,0.8743199706077576,,0.8743199706077576,1699
1,,0.9732718467712402,,0.9732718467712402,1749
1,0.9293643236160278,,,,1763
2,,0.9276745915412903,,0.9276745915412903,1799
2,,0.9929578900337219,,0.9929578900337219,1849
2,,0.9640177488327026,,0.9640177488327026,1899
2,,0.9170441627502441,,0.9170441627502441,1949
2,,0.8850449919700623,,0.8850449919700623,1999
2,,0.8681187629699707,,0.8681187629699707,2049
2,,0.9493897557258606,,0.9493897557258606,2099
2,,0.921026885509491,,0.921026885509491,2149
2,,0.9233027696609497,,0.9233027696609497,2199
2,,0.9127424359321594,,0.9127424359321594,2249
2,,0.8042134642601013,,0.8042134642601013,2299
2,,0.8750048279762268,,0.8750048279762268,2349
2,,0.8549007177352905,,0.8549007177352905,2399
2,,0.8821896910667419,,0.8821896910667419,2449
2,,0.8821332454681396,,0.8821332454681396,2499
2,,0.9369269013404846,,0.9369269013404846,2549
2,,0.8555352091789246,,0.8555352091789246,2599
2,0.9050198793411255,,,,2645
3,,0.9009427428245544,,0.9009427428245544,2649
3,,0.9481478333473206,,0.9481478333473206,2699
3,,0.9313631653785706,,0.9313631653785706,2749
3,,0.853376567363739,,0.853376567363739,2799
3,,0.8683717250823975,,0.8683717250823975,2849
3,,0.8915397524833679,,0.8915397524833679,2899
3,,0.8762144446372986,,0.8762144446372986,2949
3,,0.865460991859436,,0.865460991859436,2999
3,,0.9109945297241211,,0.9109945297241211,3049
3,,0.819111168384552,,0.819111168384552,3099
3,,0.8722257018089294,,0.8722257018089294,3149
3,,0.940670371055603,,0.940670371055603,3199
3,,0.8645865321159363,,0.8645865321159363,3249
3,,0.8628339171409607,,0.8628339171409607,3299
3,,0.868060827255249,,0.868060827255249,3349
3,,0.9060983061790466,,0.9060983061790466,3399
3,,0.8809678554534912,,0.8809678554534912,3449
3,,0.8753489851951599,,0.8753489851951599,3499
3,0.8884527087211609,,,,3527
4,,0.906992495059967,,0.906992495059967,3549
4,,0.9014121890068054,,0.9014121890068054,3599
4,,0.8231312036514282,,0.8231312036514282,3649
4,,0.8660955429077148,,0.8660955429077148,3699
4,,0.8129000067710876,,0.8129000067710876,3749
4,,0.882899820804596,,0.882899820804596,3799
4,,0.8484942317008972,,0.8484942317008972,3849
4,,0.8382231593132019,,0.8382231593132019,3899
4,,0.8883526921272278,,0.8883526921272278,3949
4,,0.8822268843650818,,0.8822268843650818,3999
4,,0.8821437954902649,,0.8821437954902649,4049
4,,0.8779455423355103,,0.8779455423355103,4099
4,,0.9368801116943359,,0.9368801116943359,4149
4,,0.8987956047058105,,0.8987956047058105,4199
4,,0.8184163570404053,,0.8184163570404053,4249
4,,0.8863686919212341,,0.8863686919212341,4299
4,,0.86181640625,,0.86181640625,4349
4,,0.8588972687721252,,0.8588972687721252,4399
4,0.8785350322723389,,,,4409
5,,0.8425807952880859,,0.8425807952880859,4449
5,,0.8752833008766174,,0.8752833008766174,4499
5,,0.913562536239624,,0.913562536239624,4549
5,,0.8559853434562683,,0.8559853434562683,4599
5,,0.7944508790969849,,0.7944508790969849,4649
5,,0.8660158514976501,,0.8660158514976501,4699
5,,0.9004260897636414,,0.9004260897636414,4749
