acc_epoch_epoch,acc_epoch_step,acc_step,epoch,loss_epoch_epoch,loss_epoch_step,loss_step,step
,9.765625,9.765625,0,,3.633852005004883,3.633852005004883,49
,32.03125,32.03125,0,,2.5093719959259033,2.5093719959259033,99
,55.46875,55.46875,0,,1.670823335647583,1.670823335647583,149
,57.03125,57.03125,0,,1.5235661268234253,1.5235661268234253,199
,66.015625,66.015625,0,,1.1499507427215576,1.1499507427215576,249
,69.53125,69.53125,0,,1.0488485097885132,1.0488485097885132,299
,69.140625,69.140625,0,,1.0436716079711914,1.0436716079711914,349
,70.3125,70.3125,0,,0.9691094160079956,0.9691094160079956,399
50.074466705322266,,,0,1.808700442314148,,,440
,71.09375,71.09375,1,,1.0441868305206299,1.0441868305206299,449
,73.828125,73.828125,1,,0.9669854640960693,0.9669854640960693,499
,74.21875,74.21875,1,,0.8772276639938354,0.8772276639938354,549
,72.265625,72.265625,1,,1.0462523698806763,1.0462523698806763,599
,76.5625,76.5625,1,,0.9170803427696228,0.9170803427696228,649
,76.953125,76.953125,1,,0.7804758548736572,0.7804758548736572,699
,77.34375,77.34375,1,,0.7951515316963196,0.7951515316963196,749
,79.296875,79.296875,1,,0.7650719881057739,0.7650719881057739,799
,79.296875,79.296875,1,,0.7657574415206909,0.7657574415206909,849
75.3723373413086,,,1,0.8668438196182251,,,881
,75.0,75.0,2,,0.7373807430267334,0.7373807430267334,899
,78.515625,78.515625,2,,0.7611163854598999,0.7611163854598999,949
,77.734375,77.734375,2,,0.7805987596511841,0.7805987596511841,999
,77.34375,77.34375,2,,0.7724027037620544,0.7724027037620544,1049
,81.640625,81.640625,2,,0.6809467673301697,0.6809467673301697,1099
,81.25,81.25,2,,0.7038941383361816,0.7038941383361816,1149
,78.90625,78.90625,2,,0.7659555673599243,0.7659555673599243,1199
,76.5625,76.5625,2,,0.7614810466766357,0.7614810466766357,1249
,78.515625,78.515625,2,,0.720856785774231,0.720856785774231,1299
78.77836608886719,,,2,0.7578557133674622,,,1322
,78.90625,78.90625,3,,0.7555727362632751,0.7555727362632751,1349
,81.640625,81.640625,3,,0.7398567795753479,0.7398567795753479,1399
,80.46875,80.46875,3,,0.7124070525169373,0.7124070525169373,1449
,78.125,78.125,3,,0.7287015914916992,0.7287015914916992,1499
,80.859375,80.859375,3,,0.6634922027587891,0.6634922027587891,1549
,82.03125,82.03125,3,,0.6722576022148132,0.6722576022148132,1599
,83.59375,83.59375,3,,0.674614429473877,0.674614429473877,1649
,77.34375,77.34375,3,,0.7637946605682373,0.7637946605682373,1699
,83.984375,83.984375,3,,0.5899851322174072,0.5899851322174072,1749
80.37943267822266,,,3,0.7069807052612305,,,1763
,79.6875,79.6875,4,,0.7296813130378723,0.7296813130378723,1799
,80.859375,80.859375,4,,0.7338007688522339,0.7338007688522339,1849
,80.859375,80.859375,4,,0.6276969909667969,0.6276969909667969,1899
,78.515625,78.515625,4,,0.7955354452133179,0.7955354452133179,1949
,84.375,84.375,4,,0.6220750212669373,0.6220750212669373,1999
,81.25,81.25,4,,0.6469016075134277,0.6469016075134277,2049
,80.46875,80.46875,4,,0.6585637331008911,0.6585637331008911,2099
,83.984375,83.984375,4,,0.6284786462783813,0.6284786462783813,2149
,85.546875,85.546875,4,,0.5786392092704773,0.5786392092704773,2199
81.26596069335938,,,4,0.6820793151855469,,,2204
,82.8125,82.8125,5,,0.7169510126113892,0.7169510126113892,2249
,83.59375,83.59375,5,,0.6871829032897949,0.6871829032897949,2299
,82.421875,82.421875,5,,0.614386796951294,0.614386796951294,2349
,82.03125,82.03125,5,,0.6292902231216431,0.6292902231216431,2399
,81.25,81.25,5,,0.776705265045166,0.776705265045166,2449
,83.59375,83.59375,5,,0.5961753129959106,0.5961753129959106,2499
,82.03125,82.03125,5,,0.697563648223877,0.697563648223877,2549
,83.984375,83.984375,5,,0.6022896766662598,0.6022896766662598,2599
82.28634643554688,,,5,0.6580362915992737,,,2645
,81.25,81.25,6,,0.5931359529495239,0.5931359529495239,2649
,80.859375,80.859375,6,,0.6280225515365601,0.6280225515365601,2699
,82.421875,82.421875,6,,0.6577905416488647,0.6577905416488647,2749
,83.203125,83.203125,6,,0.6421074271202087,0.6421074271202087,2799
,84.375,84.375,6,,0.5865563154220581,0.5865563154220581,2849
,78.515625,78.515625,6,,0.6839531660079956,0.6839531660079956,2899
,83.203125,83.203125,6,,0.6112525463104248,0.6112525463104248,2949
,85.9375,85.9375,6,,0.5301704406738281,0.5301704406738281,2999
,83.984375,83.984375,6,,0.6578762531280518,0.6578762531280518,3049
82.85460662841797,,,6,0.6445624232292175,,,3086
,83.59375,83.59375,7,,0.6576902866363525,0.6576902866363525,3099
,88.28125,88.28125,7,,0.5606369972229004,0.5606369972229004,3149
,79.296875,79.296875,7,,0.7809893488883972,0.7809893488883972,3199
,84.765625,84.765625,7,,0.5796929597854614,0.5796929597854614,3249
,85.546875,85.546875,7,,0.6121230125427246,0.6121230125427246,3299
,87.890625,87.890625,7,,0.5782428979873657,0.5782428979873657,3349
,87.890625,87.890625,7,,0.557079553604126,0.557079553604126,3399
,85.9375,85.9375,7,,0.6297911405563354,0.6297911405563354,3449
,86.328125,86.328125,7,,0.5576553344726562,0.5576553344726562,3499
83.98493194580078,,,7,0.6143475770950317,,,3527
,82.421875,82.421875,8,,0.6965629458427429,0.6965629458427429,3549
,84.375,84.375,8,,0.6140981912612915,0.6140981912612915,3599
,85.9375,85.9375,8,,0.6406197547912598,0.6406197547912598,3649
,87.890625,87.890625,8,,0.5963438153266907,0.5963438153266907,3699
,86.71875,86.71875,8,,0.5558561086654663,0.5558561086654663,3749
,84.765625,84.765625,8,,0.6044294834136963,0.6044294834136963,3799
,83.59375,83.59375,8,,0.5744503736495972,0.5744503736495972,3849
,85.546875,85.546875,8,,0.5623159408569336,0.5623159408569336,3899
,80.078125,80.078125,8,,0.7128241658210754,0.7128241658210754,3949
84.24556732177734,,,8,0.6067882776260376,,,3968
,87.109375,87.109375,9,,0.5724708437919617,0.5724708437919617,3999
,84.375,84.375,9,,0.6050596833229065,0.6050596833229065,4049
,81.25,81.25,9,,0.6734663844108582,0.6734663844108582,4099
,85.15625,85.15625,9,,0.6102817058563232,0.6102817058563232,4149
,84.765625,84.765625,9,,0.5526378750801086,0.5526378750801086,4199
,83.59375,83.59375,9,,0.5721868276596069,0.5721868276596069,4249
,82.8125,82.8125,9,,0.6491268873214722,0.6491268873214722,4299
,87.890625,87.890625,9,,0.5752493143081665,0.5752493143081665,4349
,86.71875,86.71875,9,,0.5488172769546509,0.5488172769546509,4399
84.48936462402344,,,9,0.6019917726516724,,,4409
,83.984375,83.984375,10,,0.6374266743659973,0.6374266743659973,4449
,87.109375,87.109375,10,,0.5919633507728577,0.5919633507728577,4499
,83.59375,83.59375,10,,0.6461247801780701,0.6461247801780701,4549
,83.59375,83.59375,10,,0.6051557064056396,0.6051557064056396,4599
,84.765625,84.765625,10,,0.5944051146507263,0.5944051146507263,4649
,85.15625,85.15625,10,,0.608637809753418,0.608637809753418,4699
,84.375,84.375,10,,0.610435962677002,0.610435962677002,4749
,83.59375,83.59375,10,,0.5794553756713867,0.5794553756713867,4799
,82.8125,82.8125,10,,0.5649197697639465,0.5649197697639465,4849
84.60726928710938,,,10,0.5985165238380432,,,4850
,82.8125,82.8125,11,,0.6197101473808289,0.6197101473808289,4899
,82.03125,82.03125,11,,0.6316061019897461,0.6316061019897461,4949
,85.546875,85.546875,11,,0.6787012219429016,0.6787012219429016,4999
,84.765625,84.765625,11,,0.5682621598243713,0.5682621598243713,5049
,81.25,81.25,11,,0.623634397983551,0.623634397983551,5099
,85.15625,85.15625,11,,0.5239284634590149,0.5239284634590149,5149
,78.90625,78.90625,11,,0.6600795388221741,0.6600795388221741,5199
,81.640625,81.640625,11,,0.6239443421363831,0.6239443421363831,5249
84.72340393066406,,,11,0.5943558812141418,,,5291
,87.109375,87.109375,12,,0.5814542174339294,0.5814542174339294,5299
,81.640625,81.640625,12,,0.6540266275405884,0.6540266275405884,5349
,87.890625,87.890625,12,,0.5187810659408569,0.5187810659408569,5399
,85.15625,85.15625,12,,0.6349668502807617,0.6349668502807617,5449
,88.28125,88.28125,12,,0.5260025262832642,0.5260025262832642,5499
,83.203125,83.203125,12,,0.6177464723587036,0.6177464723587036,5549
,86.328125,86.328125,12,,0.5910782814025879,0.5910782814025879,5599
,84.375,84.375,12,,0.6936450004577637,0.6936450004577637,5649
,84.765625,84.765625,12,,0.594567060470581,0.594567060470581,5699
84.9290771484375,,,12,0.5903545618057251,,,5732
,87.890625,87.890625,13,,0.5204038023948669,0.5204038023948669,5749
,85.15625,85.15625,13,,0.5206505060195923,0.5206505060195923,5799
,85.15625,85.15625,13,,0.5664497017860413,0.5664497017860413,5849
,85.546875,85.546875,13,,0.5840739607810974,0.5840739607810974,5899
,84.375,84.375,13,,0.5785753726959229,0.5785753726959229,5949
,82.8125,82.8125,13,,0.6160911321640015,0.6160911321640015,5999
,87.5,87.5,13,,0.5842812061309814,0.5842812061309814,6049
,88.671875,88.671875,13,,0.48734360933303833,0.48734360933303833,6099
,80.078125,80.078125,13,,0.6887021660804749,0.6887021660804749,6149
84.9601058959961,,,13,0.5871835350990295,,,6173
,87.109375,87.109375,14,,0.48939579725265503,0.48939579725265503,6199
,91.796875,91.796875,14,,0.445426881313324,0.445426881313324,6249
,84.375,84.375,14,,0.6001626253128052,0.6001626253128052,6299
,85.15625,85.15625,14,,0.5084859132766724,0.5084859132766724,6349
,87.109375,87.109375,14,,0.5817483067512512,0.5817483067512512,6399
,79.296875,79.296875,14,,0.6592261791229248,0.6592261791229248,6449
,89.453125,89.453125,14,,0.4582304060459137,0.4582304060459137,6499
,82.421875,82.421875,14,,0.6155452728271484,0.6155452728271484,6549
,80.078125,80.078125,14,,0.6750681400299072,0.6750681400299072,6599
85.71808624267578,,,14,0.5712058544158936,,,6614
,83.984375,83.984375,15,,0.6013681888580322,0.6013681888580322,6649
,87.890625,87.890625,15,,0.5429919958114624,0.5429919958114624,6699
,86.328125,86.328125,15,,0.46695148944854736,0.46695148944854736,6749
,83.59375,83.59375,15,,0.6109575033187866,0.6109575033187866,6799
,84.765625,84.765625,15,,0.6643617153167725,0.6643617153167725,6849
,84.765625,84.765625,15,,0.6242973208427429,0.6242973208427429,6899
,85.15625,85.15625,15,,0.6420438289642334,0.6420438289642334,6949
,87.109375,87.109375,15,,0.4944642186164856,0.4944642186164856,6999
,86.71875,86.71875,15,,0.5672268867492676,0.5672268867492676,7049
85.80052947998047,,,15,0.5687004923820496,,,7055
,89.0625,89.0625,16,,0.4913884997367859,0.4913884997367859,7099
,87.890625,87.890625,16,,0.5414571166038513,0.5414571166038513,7149
,85.546875,85.546875,16,,0.5342046022415161,0.5342046022415161,7199
,85.546875,85.546875,16,,0.5438258647918701,0.5438258647918701,7249
,85.15625,85.15625,16,,0.5749078989028931,0.5749078989028931,7299
,89.0625,89.0625,16,,0.5680541396141052,0.5680541396141052,7349
,83.59375,83.59375,16,,0.601787805557251,0.601787805557251,7399
,84.375,84.375,16,,0.6108947992324829,0.6108947992324829,7449
85.86613464355469,,,16,0.5678256154060364,,,7496
,87.109375,87.109375,17,,0.5903267860412598,0.5903267860412598,7499
,84.765625,84.765625,17,,0.5394126176834106,0.5394126176834106,7549
,84.765625,84.765625,17,,0.5326979756355286,0.5326979756355286,7599
,84.765625,84.765625,17,,0.6527296304702759,0.6527296304702759,7649
,82.8125,82.8125,17,,0.5404273867607117,0.5404273867607117,7699
,86.328125,86.328125,17,,0.5548187494277954,0.5548187494277954,7749
,89.453125,89.453125,17,,0.47827333211898804,0.47827333211898804,7799
,87.890625,87.890625,17,,0.5404776334762573,0.5404776334762573,7849
,83.203125,83.203125,17,,0.5947614908218384,0.5947614908218384,7899
85.8351058959961,,,17,0.5664299130439758,,,7937
,89.84375,89.84375,18,,0.42159122228622437,0.42159122228622437,7949
,88.28125,88.28125,18,,0.5032263994216919,0.5032263994216919,7999
,85.546875,85.546875,18,,0.5187824368476868,0.5187824368476868,8049
,85.15625,85.15625,18,,0.5977361798286438,0.5977361798286438,8099
,82.8125,82.8125,18,,0.622310996055603,0.622310996055603,8149
,87.890625,87.890625,18,,0.5437935590744019,0.5437935590744019,8199
,85.15625,85.15625,18,,0.5966026782989502,0.5966026782989502,8249
,85.9375,85.9375,18,,0.5697170495986938,0.5697170495986938,8299
,87.5,87.5,18,,0.5736729502677917,0.5736729502677917,8349
85.89450073242188,,,18,0.5642455816268921,,,8378
,85.546875,85.546875,19,,0.5341265201568604,0.5341265201568604,8399
,85.9375,85.9375,19,,0.5691649913787842,0.5691649913787842,8449
,85.15625,85.15625,19,,0.6114079356193542,0.6114079356193542,8499
,87.890625,87.890625,19,,0.5626171827316284,0.5626171827316284,8549
,87.5,87.5,19,,0.5660384297370911,0.5660384297370911,8599
,85.546875,85.546875,19,,0.5938152074813843,0.5938152074813843,8649
,88.28125,88.28125,19,,0.49245691299438477,0.49245691299438477,8699
,86.71875,86.71875,19,,0.5382823348045349,0.5382823348045349,8749
,87.890625,87.890625,19,,0.5558738112449646,0.5558738112449646,8799
85.8723373413086,,,19,0.5639976859092712,,,8819
