"Accuracy (t=0.5, e=0)","Accuracy (t=0.5, e=1)","Accuracy (t=0.5, e=2)","Accuracy (t=0.5, e=3)",epoch,step
24.761241912841797,52.43101119995117,76.3875961303711,89.39844512939453,0,0
