epoch,kl_epoch_epoch,kl_epoch_step,kl_step,mse_epoch_epoch,mse_epoch_step,mse_step,step
0,,90.57008361816406,90.57008361816406,,49.82503890991211,49.82503890991211,49
0,,57.51560974121094,57.51560974121094,,39.742958068847656,39.742958068847656,99
0,,61.20390319824219,61.20390319824219,,35.1710205078125,35.1710205078125,149
0,,62.83586883544922,62.83586883544922,,31.020233154296875,31.020233154296875,199
0,69.55840301513672,,,60.69268035888672,,,220
1,,64.3713150024414,64.3713150024414,,28.82171058654785,28.82171058654785,249
1,,65.93830871582031,65.93830871582031,,26.68157958984375,26.68157958984375,299
1,,65.13134765625,65.13134765625,,26.109222412109375,26.109222412109375,349
1,,66.9178466796875,66.9178466796875,,25.878875732421875,25.878875732421875,399
1,65.3640365600586,,,26.642391204833984,,,441
2,,67.71916961669922,67.71916961669922,,24.9113826751709,24.9113826751709,449
2,,67.10116577148438,67.10116577148438,,23.433629989624023,23.433629989624023,499
2,,67.22598266601562,67.22598266601562,,22.755050659179688,22.755050659179688,549
2,,66.8566665649414,66.8566665649414,,22.088865280151367,22.088865280151367,599
2,,67.24897766113281,67.24897766113281,,22.540382385253906,22.540382385253906,649
2,66.7890396118164,,,23.305465698242188,,,662
3,,68.177490234375,68.177490234375,,21.816015243530273,21.816015243530273,699
3,,65.50529479980469,65.50529479980469,,21.955821990966797,21.955821990966797,749
3,,68.34939575195312,68.34939575195312,,20.92909812927246,20.92909812927246,799
3,,67.17350769042969,67.17350769042969,,20.267248153686523,20.267248153686523,849
3,67.03562927246094,,,21.42011070251465,,,883
4,,66.38851928710938,66.38851928710938,,21.083866119384766,21.083866119384766,899
4,,67.46116638183594,67.46116638183594,,20.83722686767578,20.83722686767578,949
4,,65.81987762451172,65.81987762451172,,20.064022064208984,20.064022064208984,999
4,,65.58485412597656,65.58485412597656,,19.259977340698242,19.259977340698242,1049
4,,67.004150390625,67.004150390625,,19.823833465576172,19.823833465576172,1099
4,66.62812042236328,,,20.00954818725586,,,1104
5,,66.46031188964844,66.46031188964844,,19.802783966064453,19.802783966064453,1149
