"Accuracy (t=0.5, e=0)","Accuracy (t=0.5, e=1)","Accuracy (t=0.5, e=2)","Accuracy (t=0.5, e=3)","Accuracy (t=0.5, e=4)","Accuracy (t=0.5, e=5)",epoch,step
22.5853328704834,51.91142272949219,73.37771606445312,86.0527572631836,93.24830627441406,97.05863952636719,0,0
