epoch,mse_epoch_epoch,mse_epoch_step,mse_step,step
0,,1.3852133750915527,1.3852133750915527,49
0,,1.3528660535812378,1.3528660535812378,99
0,,1.4480353593826294,1.4480353593826294,149
0,,1.3331961631774902,1.3331961631774902,199
0,,1.2897909879684448,1.2897909879684448,249
0,,1.3733912706375122,1.3733912706375122,299
0,,1.3995661735534668,1.3995661735534668,349
0,,1.3719453811645508,1.3719453811645508,399
0,1.3688613176345825,,,440
1,,1.3513587713241577,1.3513587713241577,449
1,,1.4104024171829224,1.4104024171829224,499
1,,1.4098721742630005,1.4098721742630005,549
1,,1.3889212608337402,1.3889212608337402,599
1,,1.36270010471344,1.36270010471344,649
1,,1.3949005603790283,1.3949005603790283,699
1,,1.3069974184036255,1.3069974184036255,749
1,,1.3772609233856201,1.3772609233856201,799
1,,1.4120078086853027,1.4120078086853027,849
1,1.374247670173645,,,881
2,,1.294846534729004,1.294846534729004,899
2,,1.3404868841171265,1.3404868841171265,949
2,,1.4100440740585327,1.4100440740585327,999
2,,1.3460489511489868,1.3460489511489868,1049
2,,1.3019260168075562,1.3019260168075562,1099
2,,1.4654598236083984,1.4654598236083984,1149
2,,1.4486790895462036,1.4486790895462036,1199
2,,1.4006991386413574,1.4006991386413574,1249
2,,1.4135081768035889,1.4135081768035889,1299
2,1.3740874528884888,,,1322
3,,1.4027358293533325,1.4027358293533325,1349
3,,1.3825284242630005,1.3825284242630005,1399
3,,1.3791615962982178,1.3791615962982178,1449
3,,1.36404287815094,1.36404287815094,1499
3,,1.3050779104232788,1.3050779104232788,1549
3,,1.3053009510040283,1.3053009510040283,1599
3,,1.356279969215393,1.356279969215393,1649
3,,1.4263688325881958,1.4263688325881958,1699
3,,1.4019155502319336,1.4019155502319336,1749
3,1.3732411861419678,,,1763
4,,1.4123893976211548,1.4123893976211548,1799
4,,1.3837515115737915,1.3837515115737915,1849
4,,1.3943872451782227,1.3943872451782227,1899
4,,1.3590081930160522,1.3590081930160522,1949
4,,1.3561815023422241,1.3561815023422241,1999
4,,1.4313945770263672,1.4313945770263672,2049
4,,1.347475290298462,1.347475290298462,2099
4,,1.3420624732971191,1.3420624732971191,2149
4,,1.3712668418884277,1.3712668418884277,2199
4,1.3732372522354126,,,2204
5,,1.3785425424575806,1.3785425424575806,2249
5,,1.3639930486679077,1.3639930486679077,2299
5,,1.3338543176651,1.3338543176651,2349
5,,1.3997646570205688,1.3997646570205688,2399
5,,1.403815746307373,1.403815746307373,2449
5,,1.3356879949569702,1.3356879949569702,2499
5,,1.376322865486145,1.376322865486145,2549
5,,1.312922716140747,1.312922716140747,2599
5,1.3709461688995361,,,2645
6,,1.3970330953598022,1.3970330953598022,2649
6,,1.418350338935852,1.418350338935852,2699
6,,1.4418063163757324,1.4418063163757324,2749
6,,1.3971912860870361,1.3971912860870361,2799
6,,1.3906551599502563,1.3906551599502563,2849
6,,1.3743804693222046,1.3743804693222046,2899
6,,1.3865457773208618,1.3865457773208618,2949
6,,1.3459337949752808,1.3459337949752808,2999
6,,1.402427315711975,1.402427315711975,3049
6,1.371811866760254,,,3086
7,,1.4295654296875,1.4295654296875,3099
7,,1.3828024864196777,1.3828024864196777,3149
7,,1.3900482654571533,1.3900482654571533,3199
7,,1.3598135709762573,1.3598135709762573,3249
7,,1.3961915969848633,1.3961915969848633,3299
7,,1.3683016300201416,1.3683016300201416,3349
7,,1.3535329103469849,1.3535329103469849,3399
7,,1.382062554359436,1.382062554359436,3449
7,,1.4055966138839722,1.4055966138839722,3499
7,1.3730942010879517,,,3527
8,,1.3101807832717896,1.3101807832717896,3549
8,,1.4100743532180786,1.4100743532180786,3599
8,,1.3615071773529053,1.3615071773529053,3649
8,,1.4927388429641724,1.4927388429641724,3699
8,,1.4317231178283691,1.4317231178283691,3749
8,,1.323195457458496,1.323195457458496,3799
8,,1.3236083984375,1.3236083984375,3849
8,,1.3654758930206299,1.3654758930206299,3899
8,,1.3630306720733643,1.3630306720733643,3949
8,1.3667867183685303,,,3968
9,,1.331308126449585,1.331308126449585,3999
9,,1.3442460298538208,1.3442460298538208,4049
9,,1.2992619276046753,1.2992619276046753,4099
9,,1.5113606452941895,1.5113606452941895,4149
9,,1.3602441549301147,1.3602441549301147,4199
9,,1.3165959119796753,1.3165959119796753,4249
9,,1.3710609674453735,1.3710609674453735,4299
9,,1.3252372741699219,1.3252372741699219,4349
9,,1.404723882675171,1.404723882675171,4399
9,1.3699026107788086,,,4409
10,,1.3152941465377808,1.3152941465377808,4449
10,,1.3633671998977661,1.3633671998977661,4499
10,,1.3084458112716675,1.3084458112716675,4549
10,,1.306537389755249,1.306537389755249,4599
10,,1.407639503479004,1.407639503479004,4649
10,,1.357780933380127,1.357780933380127,4699
10,,1.4375087022781372,1.4375087022781372,4749
10,,1.3068233728408813,1.3068233728408813,4799
10,,1.4328727722167969,1.4328727722167969,4849
10,1.3692344427108765,,,4850
11,,1.3510265350341797,1.3510265350341797,4899
11,,1.4034684896469116,1.4034684896469116,4949
11,,1.329663872718811,1.329663872718811,4999
11,,1.3333970308303833,1.3333970308303833,5049
11,,1.3338501453399658,1.3338501453399658,5099
11,,1.3711581230163574,1.3711581230163574,5149
11,,1.412126064300537,1.412126064300537,5199
11,,1.3870208263397217,1.3870208263397217,5249
11,1.3677926063537598,,,5291
12,,1.393913745880127,1.393913745880127,5299
12,,1.3586534261703491,1.3586534261703491,5349
12,,1.3369417190551758,1.3369417190551758,5399
12,,1.4365164041519165,1.4365164041519165,5449
12,,1.323947548866272,1.323947548866272,5499
12,,1.3102401494979858,1.3102401494979858,5549
12,,1.329843282699585,1.329843282699585,5599
12,,1.397369623184204,1.397369623184204,5649
12,,1.3475621938705444,1.3475621938705444,5699
12,1.3635591268539429,,,5732
13,,1.3501726388931274,1.3501726388931274,5749
13,,1.3831045627593994,1.3831045627593994,5799
13,,1.353515386581421,1.353515386581421,5849
13,,1.4557143449783325,1.4557143449783325,5899
13,,1.3331351280212402,1.3331351280212402,5949
13,,1.3544673919677734,1.3544673919677734,5999
13,,1.346386432647705,1.346386432647705,6049
13,,1.3327313661575317,1.3327313661575317,6099
13,,1.32988703250885,1.32988703250885,6149
13,1.3654582500457764,,,6173
14,,1.3834502696990967,1.3834502696990967,6199
14,,1.3354473114013672,1.3354473114013672,6249
14,,1.3241552114486694,1.3241552114486694,6299
14,,1.4116867780685425,1.4116867780685425,6349
14,,1.392418622970581,1.392418622970581,6399
14,,1.397339940071106,1.397339940071106,6449
14,,1.340169906616211,1.340169906616211,6499
14,,1.3602312803268433,1.3602312803268433,6549
14,,1.3559931516647339,1.3559931516647339,6599
14,1.3656054735183716,,,6614
15,,1.2956498861312866,1.2956498861312866,6649
15,,1.347744345664978,1.347744345664978,6699
15,,1.3603627681732178,1.3603627681732178,6749
15,,1.314426302909851,1.314426302909851,6799
15,,1.3337018489837646,1.3337018489837646,6849
15,,1.3857325315475464,1.3857325315475464,6899
15,,1.4290889501571655,1.4290889501571655,6949
15,,1.312387228012085,1.312387228012085,6999
15,,1.332629919052124,1.332629919052124,7049
15,1.353646159172058,,,7055
16,,1.3027576208114624,1.3027576208114624,7099
16,,1.3892914056777954,1.3892914056777954,7149
16,,1.3165606260299683,1.3165606260299683,7199
16,,1.3358969688415527,1.3358969688415527,7249
16,,1.3391245603561401,1.3391245603561401,7299
16,,1.3755336999893188,1.3755336999893188,7349
16,,1.3088490962982178,1.3088490962982178,7399
16,,1.3511323928833008,1.3511323928833008,7449
16,1.3534674644470215,,,7496
17,,1.299611210823059,1.299611210823059,7499
17,,1.3500412702560425,1.3500412702560425,7549
17,,1.3480530977249146,1.3480530977249146,7599
17,,1.265080451965332,1.265080451965332,7649
17,,1.248900055885315,1.248900055885315,7699
17,,1.3646491765975952,1.3646491765975952,7749
17,,1.3050593137741089,1.3050593137741089,7799
