"Accuracy (t=0.5, e=0)","Accuracy (t=0.5, e=1)","Accuracy (t=0.5, e=10)","Accuracy (t=0.5, e=2)","Accuracy (t=0.5, e=3)","Accuracy (t=0.5, e=4)","Accuracy (t=0.5, e=5)","Accuracy (t=0.5, e=6)","Accuracy (t=0.5, e=7)","Accuracy (t=0.5, e=8)","Accuracy (t=0.5, e=9)",epoch,step
22.5853328704834,51.91142272949219,100.0,73.37771606445312,86.0527572631836,93.24830627441406,97.05863952636719,98.95442962646484,99.64053344726562,99.91716003417969,99.97969055175781,0,0
