L1.0_epoch_epoch,L1.0_epoch_step,L1.0_loss,L1.0_step,epoch,step
,20.916118621826172,,20.916118621826172,11,5249
21.06378173828125,,,,11,5291
,20.479305267333984,,20.479305267333984,12,5299
,21.1627140045166,,21.1627140045166,12,5349
,20.97281265258789,,20.97281265258789,12,5399
,21.607036590576172,,21.607036590576172,12,5449
,21.40613555908203,,21.40613555908203,12,5499
,20.890403747558594,,20.890403747558594,12,5549
,21.108396530151367,,21.108396530151367,12,5599
,20.59636878967285,,20.59636878967285,12,5649
,21.563467025756836,,21.563467025756836,12,5699
21.096878051757812,,,,12,5732
,21.09917640686035,,21.09917640686035,13,5749
,21.61123275756836,,21.61123275756836,13,5799
,20.99997901916504,,20.99997901916504,13,5849
,20.75433349609375,,20.75433349609375,13,5899
,20.027610778808594,,20.027610778808594,13,5949
,20.570159912109375,,20.570159912109375,13,5999
,24.279787063598633,,24.279787063598633,13,6049
,20.776241302490234,,20.776241302490234,13,6099
,20.906673431396484,,20.906673431396484,13,6149
20.933883666992188,,,,13,6173
,21.60120391845703,,21.60120391845703,14,6199
,21.11041831970215,,21.11041831970215,14,6249
,20.109119415283203,,20.109119415283203,14,6299
,21.21427345275879,,21.21427345275879,14,6349
,21.835847854614258,,21.835847854614258,14,6399
,21.044509887695312,,21.044509887695312,14,6449
,20.98641014099121,,20.98641014099121,14,6499
,21.088001251220703,,21.088001251220703,14,6549
,20.318838119506836,,20.318838119506836,14,6599
20.76251983642578,,,,14,6614
,20.77756118774414,,20.77756118774414,15,6649
,21.16144561767578,,21.16144561767578,15,6699
,20.265644073486328,,20.265644073486328,15,6749
,20.14165496826172,,20.14165496826172,15,6799
,20.798751831054688,,20.798751831054688,15,6849
,19.97977066040039,,19.97977066040039,15,6899
,20.58312225341797,,20.58312225341797,15,6949
,19.821123123168945,,19.821123123168945,15,6999
,20.323162078857422,,20.323162078857422,15,7049
20.75629234313965,,,,15,7055
,19.875431060791016,,19.875431060791016,16,7099
,19.3734188079834,,19.3734188079834,16,7149
,19.52045440673828,,19.52045440673828,16,7199
,19.981853485107422,,19.981853485107422,16,7249
,20.713027954101562,,20.713027954101562,16,7299
,20.033370971679688,,20.033370971679688,16,7349
,19.779834747314453,,19.779834747314453,16,7399
,19.689781188964844,,19.689781188964844,16,7449
19.812641143798828,,,,16,7496
,19.531665802001953,,19.531665802001953,17,7499
,19.915996551513672,,19.915996551513672,17,7549
,19.659900665283203,,19.659900665283203,17,7599
,19.661779403686523,,19.661779403686523,17,7649
,19.44396209716797,,19.44396209716797,17,7699
,20.473371505737305,,20.473371505737305,17,7749
,20.077045440673828,,20.077045440673828,17,7799
,19.788633346557617,,19.788633346557617,17,7849
,19.757835388183594,,19.757835388183594,17,7899
19.93245506286621,,,,17,7937
,20.85576629638672,,20.85576629638672,18,7949
,20.49979591369629,,20.49979591369629,18,7999
,20.039531707763672,,20.039531707763672,18,8049
,20.46575164794922,,20.46575164794922,18,8099
,20.55944061279297,,20.55944061279297,18,8149
,21.6727294921875,,21.6727294921875,18,8199
,19.99755096435547,,19.99755096435547,18,8249
,20.384681701660156,,20.384681701660156,18,8299
,20.47213363647461,,20.47213363647461,18,8349
19.90566062927246,,,,18,8378
,19.7957763671875,,19.7957763671875,19,8399
,20.013206481933594,,20.013206481933594,19,8449
,19.237449645996094,,19.237449645996094,19,8499
,20.022626876831055,,20.022626876831055,19,8549
,21.082805633544922,,21.082805633544922,19,8599
,19.022552490234375,,19.022552490234375,19,8649
,18.61225128173828,,18.61225128173828,19,8699
,19.633913040161133,,19.633913040161133,19,8749
,20.565650939941406,,20.565650939941406,19,8799
19.854496002197266,,,,19,8819
,19.111316680908203,,19.111316680908203,20,8849
,19.983306884765625,,19.983306884765625,20,8899
,20.213314056396484,,20.213314056396484,20,8949
,20.094398498535156,,20.094398498535156,20,8999
,20.577177047729492,,20.577177047729492,20,9049
,19.36357879638672,,19.36357879638672,20,9099
,20.281307220458984,,20.281307220458984,20,9149
,19.909027099609375,,19.909027099609375,20,9199
,19.589250564575195,,19.589250564575195,20,9249
19.817672729492188,,,,20,9260
,20.21083641052246,,20.21083641052246,21,9299
,19.754560470581055,,19.754560470581055,21,9349
,19.60623550415039,,19.60623550415039,21,9399
,18.92020606994629,,18.92020606994629,21,9449
,19.50597381591797,,19.50597381591797,21,9499
,19.70471954345703,,19.70471954345703,21,9549
,19.556766510009766,,19.556766510009766,21,9599
,19.628599166870117,,19.628599166870117,21,9649
,19.444114685058594,,19.444114685058594,21,9699
19.738706588745117,,,,21,9701
,19.28427505493164,,19.28427505493164,22,9749
,19.81558609008789,,19.81558609008789,22,9799
,19.7554988861084,,19.7554988861084,22,9849
,19.925697326660156,,19.925697326660156,22,9899
,18.365169525146484,,18.365169525146484,22,9949
,20.185226440429688,,20.185226440429688,22,9999
,18.98790740966797,,18.98790740966797,22,10049
,19.12328338623047,,19.12328338623047,22,10099
19.24736213684082,,,,22,10142
,18.821401596069336,,18.821401596069336,23,10149
,19.302566528320312,,19.302566528320312,23,10199
,18.854206085205078,,18.854206085205078,23,10249
,18.975372314453125,,18.975372314453125,23,10299
,20.36554718017578,,20.36554718017578,23,10349
,18.230533599853516,,18.230533599853516,23,10399
,17.7338924407959,,17.7338924407959,23,10449
,19.602458953857422,,19.602458953857422,23,10499
,19.347322463989258,,19.347322463989258,23,10549
19.330171585083008,,,,23,10583
,18.928184509277344,,18.928184509277344,24,10599
,20.006458282470703,,20.006458282470703,24,10649
,18.281307220458984,,18.281307220458984,24,10699
,19.892047882080078,,19.892047882080078,24,10749
,18.115013122558594,,18.115013122558594,24,10799
,19.64519691467285,,19.64519691467285,24,10849
,19.416152954101562,,19.416152954101562,24,10899
,19.728551864624023,,19.728551864624023,24,10949
,19.087873458862305,,19.087873458862305,24,10999
19.268226623535156,,,,24,11024
,18.641799926757812,,18.641799926757812,25,11049
,19.018085479736328,,19.018085479736328,25,11099
,19.654033660888672,,19.654033660888672,25,11149
,19.080364227294922,,19.080364227294922,25,11199
,19.73162841796875,,19.73162841796875,25,11249
,19.151273727416992,,19.151273727416992,25,11299
,19.338468551635742,,19.338468551635742,25,11349
,18.896469116210938,,18.896469116210938,25,11399
,19.849573135375977,,19.849573135375977,25,11449
19.260154724121094,,,,25,11465
,19.010576248168945,,19.010576248168945,26,11499
,18.913957595825195,,18.913957595825195,26,11549
,19.6510066986084,,19.6510066986084,26,11599
,20.337385177612305,,20.337385177612305,26,11649
,20.277050018310547,,20.277050018310547,26,11699
,19.819902420043945,,19.819902420043945,26,11749
,19.06096649169922,,19.06096649169922,26,11799
,19.989036560058594,,19.989036560058594,26,11849
,19.12751579284668,,19.12751579284668,26,11899
19.23238182067871,,,,26,11906
,19.053804397583008,,19.053804397583008,27,11949
,18.94725799560547,,18.94725799560547,27,11999
,19.172252655029297,,19.172252655029297,27,12049
,19.187448501586914,,19.187448501586914,27,12099
,19.293254852294922,,19.293254852294922,27,12149
,19.20612335205078,,19.20612335205078,27,12199
,19.736881256103516,,19.736881256103516,27,12249
,18.15229034423828,,18.15229034423828,27,12299
19.198379516601562,,,,27,12347
,19.18352508544922,,19.18352508544922,28,12349
,19.550647735595703,,19.550647735595703,28,12399
,18.239688873291016,,18.239688873291016,28,12449
,18.576398849487305,,18.576398849487305,28,12499
,19.09092140197754,,19.09092140197754,28,12549
,18.79096221923828,,18.79096221923828,28,12599
,18.797208786010742,,18.797208786010742,28,12649
,19.72756576538086,,19.72756576538086,28,12699
,18.915111541748047,,18.915111541748047,28,12749
18.921449661254883,,,,28,12788
,18.45378303527832,,18.45378303527832,29,12799
,19.293895721435547,,19.293895721435547,29,12849
,18.947368621826172,,18.947368621826172,29,12899
,18.997486114501953,,18.997486114501953,29,12949
,18.433958053588867,,18.433958053588867,29,12999
,19.972400665283203,,19.972400665283203,29,13049
,19.062374114990234,,19.062374114990234,29,13099
,19.665206909179688,,19.665206909179688,29,13149
,19.19156265258789,,19.19156265258789,29,13199
18.92576026916504,,,,29,13229
,,18.989818572998047,,30,13230
